Nº RGSEAA (*),Razón Social,Provincia/Localidad,Actividades,Especies (**),Otros Detalles,TSE Feed Ban
40.17124/O,"LOOKASTUR, SL",Asturias/VIELLA,CS,,,
15.04606/O,QUESERIA VALLE MIJARES,Asturias/LLANES,PP,,,
12.12663/O,CETAREA TAZONES SL,Asturias/GIJON/XIXON,"CS, PP",,,
14.02265/O,DAGU SA,Asturias/GRANDA,CS,,,
15.04678/O,LES CARBONOSES S.A.T.,Asturias/LLABRA,PP,,,
12.12890/O,COMERCIAL ASTUR DE PESCADOS SL,Asturias/AVILES,RW,,,
10.17098/O,PRODUCTOS CARNICOS FLOVAR SL,Asturias/MERES,"CS, CP, MM, MP",,,
12.12914/O,PESCADOS VICENTE SLU,Asturias/AVILES,RW,,,
10.17103/O,PRODUCTOS CARNICOS VILLANUEVA SL,Asturias/SALCEDO,PP,,MP,
40.17768/O,HORECA ASTURIAS SLU,Asturias/CADAGE,CS,,,
15.04773/O,"GUTIERREZ DOSAL, RAMON MANUEL",Asturias/LLANES,PP,,,
10.17359/O,TURALLER SL,Asturias/FELECHOSA,"CS, CP, GHE, MM, MP, PP","wU, wG",MP,
10.17360/O,FERNANDEZ MENDEZ JOSE MANUEL,Asturias/SANTUYANO,PP,,MP,
10.17579/O,"SANCHEZ PEÑA, VICENTE LUIS",Asturias/VEGA,PP,,MP,
40.18191/O,INDUSTRIAS LACTEAS MONTEVERDE SA,Asturias/SILVOTA,CS,,,
40.18437/O,FRIPASTUR SL,Asturias/GIJON/XIXON,CS,,,
40.18496/O,SUPERCASH OVIEDO SL,Asturias/CERDEÑO,CS,,,
40.18538/O,FRESGEA SL,Asturias/CASTROPOL,CS,,,
12.13733/O,ALIMENTOS EL ARCO SA,Asturias/SILVOTA,CS,,,
15.04960/O,"SANTOLAYA, CB",Asturias/SANTOLAYA,PP,,,
26.07750/O,MARISCOS OVIÑANA SL,Asturias/OVIÑANA,PP,,,
15.04998/O,FUNDACION PARA LA DIFUSION DEL QUESO DE CABRALES,Asturias/ARENAS (LAS),"RW, PP",,,
12.13984/O,CONSERVAS EUTIMIO,Asturias/LLASTRES,PP,,,
12.13985/O,ALIMENTOS CONGELADOS DEL CANTABRICO S.L.,Asturias/OVIEDO,CS,,,
15.05029/O,"RUENES CELORIO, EVARISTO",Asturias/POSADA,PP,,,
12.14233/O,LA SAL DEL MAR 2018 SL,Asturias/BUSTIO,PP,,,
10.18580/O,QUESOS DEL PRINCIPADO DE ASTURIAS SL,Asturias/COLLOTO/CUALLOTO,"CS, RW, CP, PP",,MP,
12.14484/O,ASTURIANA DE FRIO Y CONGELACION SL,Asturias/GIJON/XIXON,RW,,,
12.14486/O,COFRADIA DE PESCADORES SAN ROQUE,Asturias/CUDILLERO,AH,,,
40.19622/O,QUESOS DEL PRINCIPADO DE ASTURIAS SL,Asturias/COLLOTO/CUALLOTO,"CS, RW",,,
12.14544/O,EL MUSEL SL,Asturias/GIJON/XIXON,PP,,,
26.08164/O,EL MUSEL SL,Asturias/GIJON/XIXON,PP,,,
10.18649/O,XATA ROXA SL,Asturias/NOREÑA,"CS, CP, MM, MP, PP",,MP,
40.19820/O,ALMACEN DE COLONIALES JOSE LUIS GARCIA SL,Asturias/POLA SIERO (LA),CS,,,
15.05253/O,ALIMENTOS EL ARCO SA,Asturias/FELGUERA (LA),RW,,,
26.08260/O,FRIOBAS BASILIO SL,Asturias/OVIEDO,PP,,,
26.08274/O,EMBUTIDOS NATURALES ASTURIANOS S.L.,Asturias/NOREÑA,PP,,MP,
10.18878/O,MACANASTUR SL,Asturias/MOLDANO,"CS, RW, MM, MP",,,
15.05321/O,MACANASTUR SL,Asturias/MOLDANO,CS,,,
26.08389/O,EMBUTIDOS LA QUINTANA SL,Asturias/NOREÑA,PP,,MP,
26.08409/O,FORNOS CULINARY FOODS S.L.,Asturias/VALDREDO,PP,,MP,
15.05406/O,"INTRIAGO CUESTA, ROSA MARIA",Asturias/BENIA DE ONIS,PP,,,
12.15154/O,DISHOSPAC SL,Asturias/OVIEDO,FFP,,,
15.05461/O,"BADA HERRERO, ROSA",Asturias/POO,PP,,,
15.05472/O,"FERNANDEZ GONZALEZ, DAVID",Asturias/LAZANA,PP,,,
12.15309/O,CANDAS MAR SL,Asturias/GIJON/XIXON,"PP, FFP",,,
40.21047/O,ALIMENTOS CONGELADOS DEL CANTABRICO S.L.,Asturias/OVIEDO,CS,,,
12.15410/O,"OTAMENDI BUSTO, MANUEL ANGEL",Asturias/GIJON,"RW, PP",,,
12.15417/O,AYUNTAMIENTO DE GOZON,Asturias/LUANCO,PP,,,
40.21459/O,JOSE CAMPILLO CB,Asturias/GIJON/XIXON,"CS, RW",,,
40.21499/O,EXCLUSIVAS CALFER SL,Asturias/MERES,"CS, RW",,,
15.05685/O,"EL COBO, SC",Asturias/SAN MARTIN,PP,,,
15.05711/O,OVILLA SL,Asturias/SOTRONDIO,CS,,,
15.05729/O,EDUARDO MORA SANDOVAL,Asturias/OLLONIEGO,PP,,,
15.05771/O,HELADOS HELIO HERMANOS SL,Asturias/CANDAS,PP,,,
10.20094/O,EMBUTIDOS BELMONTE CB,Asturias/BELMONTE/BALMONTE,"MM, MP, PP",,MP,
40.22387/O,AB SERVICIOS SELECTA ESPAÑA SL,Asturias/CORUÑO,CS,,,
15.05903/O,JOALFE SAT 8135,Asturias/MALLEZA,PP,,,
12.16320/O,"PUERTO DE TAZONES, SL",Asturias/VILLAVICIOSA,"PP, FFP",,,
10.20294/O,DELICATESSEN ANTONIO SLU,Asturias/AVILES,"CS, RW, MM, MP",,,
12.16427/O,"ALVARE FERNANDEZ, PURIFICACION",Asturias/SAN JUAN DE LA ARENA,PP,,,
26.09415/O,VALLE BALLINA Y FERNANDEZ SA,Asturias/GIJON/XIXON,PP,,MP,
15.06033/O,INDUSTRIAS LACTEAS DEL PRINCIPADO S,Asturias/TINEO,PP,,,
10.20526/O,DISPRAL ALIMENTACION SL,Asturias/NOREÑA,CS,,,
10.20596/O,"FERNANDEZ LOPEZ, MANUELA",Asturias/MAZUCO (EL),"MM, MP, PP",,MP,
10.20628/O,CARNICAS JOSE TOMAS SL,Asturias/POLA LLAVIANA (LA)/POLA DE LAVIANA,"CP, GHE, MM, MP, PP","wU, wG",MP,
10.20629/O,VEGASTUR CARNES ROXAS SL,Asturias/GRANDA,"CS, CP",,,
15.06103/O,"LOPEZ FERNANDEZ, JESSICA",Asturias/SOTRES,PP,,,
10.20655/O,"EMBUTIDOS SIERRA DEL ARAMO, SL",Asturias/CASTAÑAR (LA),"MM, MP, PP",,MP,
15.06118/O,"TGT ASTURIAS, SA",Asturias/BERRON (EL),"RW, PP",,,
15.06126/O,SAT LOS CASERINOS Nº 9948,Asturias/MAOXU,PP,,,
10.20718/O,"FERNANDEZ SANTIAGO, MARIA FLORENTINA",Asturias/ESCAS (LAS),PP,,MP,
15.06170/O,"MARTINEZ ALONSO, ALBERTO",Asturias/CANGUES D'ONIS/CANGAS DE ONIS,PP,,,
15.06244/O,AGROVALDES SCL,Asturias/ESPINA (LA),PP,,,
12.17019/O,ACUICULTURA DEL EO SL,Asturias/CASTROPOL,DC,,,
10.21088/O,LLAMAFRIO SL,Asturias/NAON,"CS, RW",,,
12.17167/O,LLAMAFRIO SL,Asturias/NAON,"CS, RW",,,
40.24296/O,LABORATORIOS ASTURSA SL,Asturias/MUNIELLO,CS,,,
10.21129/O,CASERIO PICO DE FIEL SLL,Asturias/SAMPOL,PP,,MP,
15.06330/O,EMBUTIDOS NATURALES ASTURIANOS S.L.,Asturias/NOREÑA,"CS, PP",,,
10.21215/O,PRODUCTOS AGROALIMENTARIOS GANCEDO SL,Asturias/TINEO,"CP, MM, MP, PP",,MP,
15.06366/O,"BULNES TELEÑA, MARIA BELEN",Asturias/CANGUES D'ONIS/CANGAS DE ONIS,PP,,,
15.06372/O,SAT LA CORROLADA,Asturias/ONIS,PP,,,
15.06374/O,"GONZALEZ RIVERO, JOSE RAMON",Asturias/CANGUES D'ONIS/CANGAS DE ONIS,PP,,,
15.06375/O,"AMIEVA GUERRA, PILAR",Asturias/ONIS,PP,,,
15.06418/O,"POSTRES YOTUR, SLU",Asturias/OTUR,PP,,,
15.06442/O,EXTERNATUR SL,Asturias/SALAS,PP,,,
10.21430/O,"AMANDO LOZA ALONSO, SA",Asturias/OVIEDO,CS,,,
14.02651/O,GRANJA RUALMAR SL,Asturias/MUNIELLO,CS,,,
15.06527/O,YAIZA RIMADA HERNANDEZ,Asturias/MIARES,PP,,,
10.21578/O,LUIS MIGUEL MINGUEZ GAVILANES SL,Asturias/ABLAÑA BAXO,CS,,,
10.21664/O,FRESGEA SL,Asturias/BARRES,RW,,,
10.21786/O,HIJOS DE ESPERANZA VALLINA SL,Asturias/CORUÑO,RW,,MP,
15.06630/O,"L'ARBEYAL, SC",Asturias/PERUYES,PP,,,
12.17958/O,LUIS GONZALO DIAZ FERNANDEZ,Asturias/FELECHOSA,FFP,,,
15.06699/O,PRODUCTOS COVADONGA S.A.,Asturias/MIAN,PP,,,
10.21941/O,"PRODUCTOS ARTESANOS ASTUR, SL",Asturias/FRECHA (LA),PP,,MP,
15.06807/O,LA VEGA DEL TORDIN S.C.,Asturias/ARENAS (LAS),PP,,,
10.08211/O,LA MAQUINA CB,Asturias/LUGONES/LLUGONES,"RW, PP",,MP,
15.06875/O,QUESERIA LA SOLANA SC,Asturias/ÑEDA,PP,,,
12.18464/O,ANGURRICAS S.L.,Asturias/SOTO,PP,,,
12.18534/O,NUEVA RULA DE AVILES SA,Asturias/AVILES,"WM, AH",,,
12.18649/O,PESCADOS GERARDO GRANDA SL,Asturias/AVILES,RW,,,
12.18650/O,ALIMENTOS EL ARCO SA,Asturias/AVILES,RW,,,
12.18651/O,EL CORTE INGLES SA,Asturias/AVILES,RW,,,
12.18652/O,ALIMERKA SA,Asturias/AVILES,"CS, RW",,,
12.18653/O,JAPOFISH SA,Asturias/AVILES,RW,,,
15.06956/O,"MADERA LOPEZ ERNESTO 000673138S, SLNE",Asturias/PRAVIA,PP,,,
40.26890/O,DELICATESSEN ANTONIO S.L.U.,Asturias/AVILES,"CS, RW",,,
15.06996/O,"CONCHA SUERO, MARIA DEL CARMEN",Asturias/CANGAS DE ONIS,PP,,,
40.27186/O,LOFRIASTUR SL,Asturias/NOREÑA,CS,,,
12.18866/O,BACALAOS EL BARQUERO SA,Asturias/CORUÑO,PP,,,
12.18960/O,PESCADOS CAMPILLO SA,Asturias/AVILES,RW,,,
15.07050/O,GANADERIA CASA ALVARIN SC,Asturias/TINEO,PP,,,
15.07085/O,"EL RECUESTU, SC",Asturias/INTRIAGO,PP,,,
15.07110/O,"GOMEZ SANCHEZ, MARIA JOSE",Asturias/LLUGARIN,PP,,,
10.22974/O,GANADERIA BUYOS SL,Asturias/LUANCO,"CP, MM, MP, PP",,MP,
40.27715/O,PUERTOFISH & FOOD SL,Asturias/GIJON/XIXON,CS,,,
10.23060/O,EMBUTIDOS BEYO CASA LAUDA SL,Asturias/BEYO,PP,,MP,
14.02770/O,OVOFOODS S.A,Asturias/BAIÑA,PP,,,
15.07160/O,"EL CAMPU LA LLERA, S.L.L.",Asturias/VILLAVICIOSA,PP,,,
15.07170/O,ANA MARIA GARCIA ALVAREZ,Asturias/BELOÑO,PP,,,
40.27952/O,JAVIER RUBIN SLU,Asturias/GRANDA (LA),CS,,,
15.07202/O,S.A.T. EL CEÑAL,Asturias/GAMONEU,PP,,,
12.19386/O,"PESCADOS HARDOY, SL",Asturias/BOBES,CS,,,
12.19477/O,PESCADERIA LANZA SL,Asturias/AVILES,CS,,,
10.23433/O,EL HORREO HEALTHY FOOD SL,Asturias/MERES,"CS, PP",,MP,
12.19784/O,CETAREA OTAMENDI S.L.,Asturias/VALDREDO,RW,,,
15.07436/O,"SOLIS CARDIN, RAFAEL",Asturias/CERECEA,PP,,,
10.23803/O,LA VEGA DE SAN JULIAN SL,Asturias/XENRA,"MM, MP, PP",,MP,
10.23911/O,CARNICERIA SOLAR SL,Asturias/GIJON/XIXON,"CS, CP, MM, MP, PP",,MP,
10.23932/O,FRESNOCAR 2010 SL,Asturias/GIJON/XIXON,"CS, CP, MM, MP, PP",,MP,
26.12742/O,"CONSERVAS ARBEYAL, SL",Asturias/MUNIELLO,PP,,MP,
15.07513/O,"GARCIA VALDES, JOSE LUIS",Asturias/GIJON,PP,,,
14.02849/O,CONGELADOS BASILIO S.A.,Asturias/LUGONES/LLUGONES,PP,,,
10.24054/O,INDUSTRIAS CARNICAS DE VILLABLINO SL,Asturias/CAMPOS Y SALAVE,"CP, MM, MP",,,
15.07546/O,OMNES VOLUMUS PLUS S.L.,Asturias/BUERES,PP,,,
10.24082/O,AGROPECUARIA CERECEDA GRANJA LOS PERUCOS S.L.,Asturias/CERECEA,"SH, CP",A,,
40.34304/O,CONGELADOS EL BERRON S.L.,Asturias/NOREÑA,CS,,,
12.20289/O,PESCADOS COSTA DEL CANTÁBRICO SL,Asturias/AVILES,RW,,,
10.24183/O,TRIAS INDUSTRIA Y COMERCIO S.L.,Asturias/SAMARTIN,RW,,ST,
10.024301/O,CARNICAS HICOR S.L.,Asturias/GRANDA DE RIBA,CP,,,
10.024306/O,L'ANDOYA S.L.,Asturias/CASARES,PP,,MP,
40.037104/O,JESUS PEREZ MAYOR S.L.,Asturias/VILLAMAYOR,CS,,,
14.002885/O,EDUARDO CORTES MONTES,Asturias/SANTIAGO,EPC,,,
40.037212/O,CONSORCIO DE ALIMENTOS TRADICIONALES DE ASTURIAS,Asturias/CORUÑO,"CS, RW",,,
15.007626/O,LACTEOS PILOÑA SC,Asturias/PINTUELES,PP,,,
15.007642/O,AMBAR VIDAL ABREU,Asturias/OCEÑO,PP,,,
12.020613/O,JULIO CESAR SUAREZ GONZALEZ,Asturias/AVILES,"CS, RW",,,
12.020664/O,CULMARCASL,Asturias/AVILES,CS,,,
40.041565/O,ALFREDO ALVAREZ MELENDRE,Asturias/POLA (LA),CS,,,
12.020788/O,PESCADOS ELIPESCA SL,Asturias/AYONES,"CS, RW",,,
15.007710/O,ANDREA FERNANDEZ GUTIERREZ,Asturias/ROZAGAS,PP,,,
10.024696/O,ALIMENTACION VETUSTA SL,Asturias/AVILES,CS,,,
12.020868/O,SELLAVARIM SLL,Asturias/GRANDA (LA),PP,,,
15.007772/O,GANADERIA LA PEÑA SC,Asturias/PORRUA,PP,,,
14.002983/O,GRANJA TARAMUNDI SL,Asturias/TARAMUNDI,EPC,,,
10.024847/O,INDUSTRIAS CARNICAS JOSE RAMON CB,Asturias/BELMONTE DE MIRANDA,"CP, MM, MP, PP",,MP,
12.021051/O,PESCADOS CAROLINA CARBAJAL SL,Asturias/AVILES,RW,,,
10.024895/O,FRANCISCO JAVIER MONTES ALVAREZ,Asturias/XENRA,PP,,MP,
10.024940/O,ROSA ANA FERNÁNDEZ PRIETO,Asturias/ERIAS,PP,,MP,
40.047108/O,FRESNOCAR 2010 SL,Asturias/GIJON/XIXON,"CS, RW",,,
40.047172/O,LUXARDO PLAZA SL,Asturias/VIELLA,CS,,,
12.021219/O,PESCADOS DE LA COSTA ASTURIANA SL,Asturias/AVILES,CS,,,
15.007804/O,FRANCISCO CUERIA PRADO,Asturias/CASO,PP,,,
10.025014/O,REPRESENTACIONES BECARES SL,Asturias/LLANERA,RW,,MP,
12.021315/O,HUMBERTO DEL VALLE PASCUAL,Asturias/GIJON/XIXON,CS,,,
40.049149/O,"OLID FOOD HR, SLU",Asturias/GIJON,CS,,,
10.025172/O,JAMONES EL CASTILLO SA,Asturias/NOREÑA,RW,,MP,
15.007866/O,AGROALIMENTARIA DEL ORIENTE SL,Asturias/RIBADESELLA,RW,,,
40.050619/O,DISTRIBUCIONES Y LOGISTICA HERMANOS LAREDO SL,Asturias/GRANDA,CS,,,
40.051027/O,PRODUCTOS DE ALIMENTACIÓN BARRIO SL,Asturias/GIJON,CS,,,
40.051028/O,MENUDOS Y CARNES SL,Asturias/TABAZA,"CS, RW",,,
14.003099/O,PITA SANA SL,Asturias/ARMAL,EPC,,,
26.015311/O,CEFURA SL,Asturias/GIJON,PP,,MP,
40.051538/O,RICFUL SL,Asturias/GIJON,CS,,,
10.025369/O,AGROALIMENTARIA DEL ORIENTE SL,Asturias/RIBADESELLA,PP,,MP,
10.025416/O,GARCIA GALGUERA JOSE MANUEL,Asturias/AVILES,CP,,,
10.025472/O,NOVAL JUNQUERA E HIJOS SL,Asturias/ALBANDI,PP,,MP,
10.025478/O,LOS QUIROSANOS SL,Asturias/BARZANA,"MM, MP, PP",,MP,
10.025500/O,GARCIA SUAREZ AMADOR,Asturias/VALLIN (EL),SH,A,,
10.025516/O,JOSE LUIS FERNANDEZ FERNANDEZ,Asturias/SALAS,"CP, MM, MP, PP",,MP,
40.052865/O,ROYAL FOOD 2000 SL,Asturias/GIJON,CS,,,
10.025544/O,EMBUTIDOS ALTO DEL ACEBO,Asturias/BORNAZAL,PP,,MP,
15.007985/O,AGROALIMENTARIA PICOS DE EUROPA SL,Asturias/BOBIA DE ABAJO,PP,,,
15.007993/O,ELABORADOS LACTEOS ARTESANOS CB,Asturias/CARESES,PP,,,
10.025560/O,FERNANDEZ ESTRADA ABEL,Asturias/MERES,"CP, MM, MP, PP",,MP,
40.053767/O,DELICO LOGISTICS EXPERIENCE SLU,Asturias/CADAGE,CS,,,
14.003145/O,HUEVOASTUR SLU,Asturias/SAMARTINO,EPC,,,
15.008001/O,LACTEOS LACPESA SL,Asturias/SECA (LA),"CS, RW",,,
40.053955/O,URIARTE HORECA SL,Asturias/ARGAME,CS,,,
12.022005/O,ITXIAR PESCA SL,Asturias/AVILES,RW,,,
10.025692/O,AGROALIMENTARIA JUDITH SL,Asturias/FELGUERA (LA),PP,,MP,
40.055172/O,"DISCERRO, S.L.",Asturias/GRANDA,CS,,,
40.055173/O,PANERO LOGISTICA S.L.,Asturias/GRANDA,CS,,,
15.008056/O,DERIVADOS LÁCTEOS DE VILLAVICIOSA SL,Asturias/VILLAVICIOSA,"CS, RW, PP",,,
15.008060/O,JUAN JOSÉ FERNÁNDEZ FERNÁNDEZ,Asturias/ARENAS (LAS),PP,,,
12.022219/O,PESCADOS AVIMAR SL,Asturias/AVILES,RW,,,
12.022221/O,ÓSCAR POLO RAMOS,Asturias/GIJON,"CS, FFP",,,
40.056568/O,DAVID GAFO PILAR,Asturias/ARRIONDES (LES),CS,,,
10.025944/O,CUFRES 2015 S.L.,Asturias/GRANDA DE RIBA,"CS, RW, CP, PP",,ST,
12.022312/O,PESCADOS MUÑIZ SL,Asturias/NAVES,CS,,,
12.022308/O,HIJOS DE LUIS RODRIGUEZ SA,Asturias/SILVOTA,CS,,,
10.025964/O,MARCO ANTONIO CASAS LLAMAS,Asturias/NOREÑA,"MM, MP, PP",,MP,
40.057471/O,EMILIO PRIETO PÉREZ,Asturias/COAÑA,CS,,,
40.057472/O,JOSÉ MIGUEL PRIETO PÉREZ,Asturias/COAÑA,CS,,,
14.003232/O,ROSIE ANDES BERMUNDO,Asturias/MONTECIELLO,EPC,,,
15.008153/O,CELIA ROJAS ORELLANA,Asturias/TIELVE,PP,,,
14.003238/O,JOSÉ LUIS PÉREZ MONTES,Asturias/ENTREGU (L')/ENTREGO (EL),EPC,,,
10.026070/O,JAVIER MARTIN COLUNGA,Asturias/NOREÑA,"CS, MM, MP",,,
40.058923/O,TRABADINA SL,Asturias/OVIEDO,RW,,,
10.026149/O,ASTURWAGYU SL,Asturias/GRANDA DE RIBA,,,,
15.008207/O,JOSE LUIS ALONSO ZARAGOZA,Asturias/CUADONGA/COVADONGA,PP,,,
40.059985/O,AZLA FOOD SL,Asturias/GIJON/XIXON,CS,,,
12.022583/O,TRANSPORTE DE PESCA REMADOR S.L.,Asturias/AVILES,CS,,,
15.008225/O,DULCEGRADO SL,Asturias/GRAU/GRADO,PP,,,
12.022638/O,ORTIGUILLA DEL NORTE SL,Asturias/--,RW,,,
10.026272/O,"DAIUNBOCAU, SL",Asturias/SAN ESTEBAN,"MM, MP, PP",,MP,
10.026306/O,JOSE ANTONIO CASTILLO PELEGRINA,Asturias/POLA SIERO (LA),CP,,,
40.061570/O,DISTRIBUCIONES ALIMENTARIAS EL RATIN SL,Asturias/GIJON/XIXON,CS,,,
40.062690/O,DIEGO DIANA MUÑIZ SL,Asturias/CUETO (EL),CS,,,
12.022824/O,GERMAN RIESGO GARCIA,Asturias/GIJON/XIXON,CS,,,
40.062858/O,BEBIDAS Y ALIMENTACION PARA HOSTELERIA SL,Asturias/NAON,CS,,,
40.063107/O,EXCLUSIVAS COPRI SL,Asturias/GRANDA,CS,,,
12.022874/O,ASTUR AQUACULTURE SLU,Asturias/VENEROS,FFP,,,
10.026452/O,CARNICERIAS HERMANOS BERDASCO SL,Asturias/GIJON/XIXON,"CS, RW, MM, MP",,,
12.022884/O,GREEN CRAB SL,Asturias/GIJON/XIXON,"CS, RW",,,
40.063351/O,"ROYAL BARCELONA 2000, SL",Asturias/GIJON/XIXON,CS,,,
15.008294/O,EL TAYUELU CB,Asturias/CERECEA,PP,,,
40.063653/O,CARNICERIA SOLAR SL,Asturias/GIJON/XIXON,RW,,,
10.026479/O,JUAN LUIS ALVAREZ GARCIA,Asturias/--,"MM, MP, PP",,MP,
26.017957/O,ASOCIACION DE INVESTIGACION DE INDUSTRIAS CARNICAS DEL PRINCIPADO DE ASTURIAS,Asturias/NOREÑA,PP,,MP,
40.063953/O,COMERCIAL OBLANCA SA,Asturias/SILVOTA,CS,,,
40.064143/O,HIPASA ASTUR SL,Asturias/SILVOTA,CS,,,
12.023036/O,DISTRIBUCIONES EL CAMPANU SL,Asturias/RIBADESELLA,CS,,,
12.023048/O,CENTRAL BURGALESA DE PESCADOS SL,Asturias/GIJON/XIXON,CS,,,
10.026632/O,CARNICAS LA CHANTRIA SL,Asturias/CAMPUMANES,"CS, PP",,MP,
15.008355/O,ELENA SOBERON PIDAL,Asturias/ROZAGAS,PP,,,
10.026694/O,JOSE SANCHEZ SUAREZ,Asturias/LAVARES,"SH, CP, MM, MP",A,,
40.065690/O,PABLO NOVAL MONTES,Asturias/VILLAVICIOSA,"CS, RW",,,
12.023163/O,AGUSTIN FERNANDEZ MARGOLLES,Asturias/LLUCES,PP,,,
10.026707/O,SERINCAR 92 SL,Asturias/NOREÑA,"SH, CP, MM, MP",B,,
10.026718/O,"TGT ASTURIAS, SA",Asturias/BUENAVISTA,CS,,,
40.065938/O,PALENZUELA LOGISTICA SL,Asturias/GRANDA,CS,,,
40.066146/O,ALAZENA FOODSERVICE SL,Asturias/BERRON (EL),CS,,,
40.066263/O,IT24 QUALITY FOODS SL,Asturias/NOREÑA,CS,,,
40.066440/O,EXCLUSIVAS CEYMI CB,Asturias/OVIEDO,CS,,,
12.023246/O,VIVAPESCA IMPORT-EXPORT SL,Asturias/AVILES,RW,,,
40.066737/O,COMERCIAL GONZASTUR SL,Asturias/CADAGE,CS,,,
40.066766/O,ALIMENTOS Y BEBIDAS PREMIUM SL,Asturias/CADAGE,CS,,,
10.026836/O,FELIX GARCIA ALVAREZ,Asturias/BELMONTE/BALMONTE,"SH, CP","P, B, C, O",,
15.008426/O,PATRICIA MARTINEZ GOMEZ,Asturias/ARENAS (LAS),PP,,,
12.023347/O,CONSERVAS GUEYUMAR SL,Asturias/RIBADESELLA,PP,,,
40.067405/O,INDUSTRIAL ZARRACINA SA (GIJO,Asturias/CASARES,CS,,,
15.008440/O,AITOR LUIS VEGA VIGIL,Asturias/NOREÑA,RW,,,
12.023357/O,FANDIÑO DISTRIBUIDORA DE CONGELADOS SL,Asturias/AVILES,CS,,,
12.023358/O,CAPTURAS DEL CANTABRICO SL,Asturias/GIJON/XIXON,CS,,,
14.003412/O,CASA GARZEA SL,Asturias/BRAÑA (LA),EPC,,,
10.026924/O,EMBUTIDOS SOCASTILLO SL,Asturias/ARGAME,"MM, MP, PP",,MP,
12.023396/O,MANUEL MENENDEZ MORENO,Asturias/RIEGO ABAJO,RW,,,
10.026973/O,SARA SANCHEZ FERNANDEZ,Asturias/MOREA RIBA,"MM, MP, PP",,MP,
10.027049/O,YONATHAN FERNANDEZ SANCHEZ,Asturias/BERRON (EL),"CS, CP, MM, MP, PP",,MP,
40.068952/O,PANRIS SL,Asturias/GIJON/XIXON,CS,,,
15.008498/O,PRODUCTOS CARNICOS VILLANUEVA,Asturias/SALCEDO,CS,,,
12.023558/O,MONICA PAINO FUENTE,Asturias/SAN JUAN DE LA ARENA,PP,,,
14.003451/O,ECOPITAS PRODUCCION ECOLOGICA SL,Asturias/LUGAR DE ARRIBA,EPC,,,
10.027189/O,ENDIS WORLD SL,Asturias/GIJON/XIXON,PP,,MP,
10.027197/O,ALMACEN FRIGORIFICO ALMENTARIO DEL NORTE SL,Asturias/RASA (LA),CS,,,
40.070094/O,DISCLAS-FOOD SL,Asturias/BAIÑA,CS,,,
10.027205/O,PLATAFORMA CARNICA DEL NORTE SLU,Asturias/GRANDA DE RIBA,"CS, CP, MM, MP",,,
10.027223/O,EPHYM WORLDWIDE MEAT EXPORT SL,Asturias/NOREÑA,CP,,,
12.023677/O,SABIN SUAREZ Y TUÑON SL,Asturias/GIJON/XIXON,RW,,,
40.070611/O,DISAGO SL,Asturias/GIJON/XIXON,CS,,,
10.027278/O,NICOLAE MARIUS NOVAC,Asturias/CABORANA,"MM, MP, PP",,MP,
12.023725/O,PESCADOS ANA SL,Asturias/GIJON/XIXON,CS,,,
12.023742/O,JAVIER RUBIN SLU,Asturias/TABAZA,"CS, PP, FFP",,,
15.008576/O,FRANCISCO JAVIER WAGNER GONZALEZ,Asturias/CANGUES D'ONIS/CANGAS DE ONIS,PP,,,
10.027377/O,PLATAFORMA CARNICA DEL NORTE SLU,Asturias/VIELLA,"CS, CP, MM, MP",,,
10.027409/O,PELAYO HEVIA FERNANDEZ,Asturias/NOREÑA,CS,,,
40.072094/O,GANADERIA LA PEÑA SC,Asturias/PORRUA,CS,,,
40.072125/O,ALOSAN VENDING SL,Asturias/GIJON/XIXON,CS,,,
