Nº RGSEAA (*),Razón Social,Provincia/Localidad,Actividades,Especies (**),Otros Detalles,TSE Feed Ban
10.00024/CR,"PRÁXEDES FOODS, S.L.",Ciudad Real/SOCUELLAMOS,PP,,MP,
10.00092/TO,"CAMPOFRIO FOOD GROUP, S.A.",Toledo/TORRIJOS,PP,,MP,
10.00274/GU,EMBUTIDOS ATIENZA S.L.,Guadalajara/ATIENZA,"SH, CP, MM, MP, PP","P, C, O",MP,
10.00308/AB,"NOLASCO ROMERO, ANTONIO",Albacete/ALBACETE,PP,,MP,
10.00564/GU,"INDUSTRIAS CARNICAS RIMO, S.L.",Guadalajara/MONDEJAR,"CP, PP",,MP,
10.00667/TO,"EMBUTIDOS GARCÍA PULIDO, C.B.",Toledo/CASTILLO DE BAYUELA,"MM, MP, PP",,MP,
10.00712/CR,"FLORENTINO GIL CHACON E HIJOS, S.L.",Ciudad Real/BOLAÑOS DE CALATRAVA,PP,,MP,
10.00745/CR,"MATADERO FRIGORÍFICO BAUTISTA BENAVENT, S.L.U.",Ciudad Real/ALCAZAR DE SAN JUAN,SH,"C, O",,
10.00898/AB,"EMBUTIDOS MOROTE Y ANDUJAR, S.L.",Albacete/SOLANA (LA),"CP, MM, MP, PP",,MP,
10.01219/AB,"PRODUCTOS ALIMENTICIOS ALBACETE, S.A.",Albacete/ALBACETE,"CS, SH, CP, MM, MP, MSM",A,,
10.01342/CR,"RUALCO, S.A.",Ciudad Real/SOCUELLAMOS,PP,,MP,
10.01359/CR,"NICO JAMONES, S.L.",Ciudad Real/LUCIANA,"RW, PP",,MP,
10.01375/TO,"HERMANOS ALCAZAR, C.B.",Toledo/VILLATOBAS,"CS, PP",,MP,
10.01437/CR,"CHACINAS PERFECTO, S.A.",Ciudad Real/SOLANA (LA),"CP, MM, MP, PP",,MP,
10.01500/AB,"CARRION MORENILLA, DARIO",Albacete/FUENTEALBILLA,"SH, CP, MM, MP, PP","P, C, O","BL, MP",
10.01578/CR,"HERMANOS DONOSO, S.L.",Ciudad Real/ALMAGRO,PP,,MP,
10.01596/AB,"INDUSTRIAL PEÑAS, S.C.L.",Albacete/PEÑAS DE SAN PEDRO,"MM, MP, PP",,MP,
10.01697/CR,"CARNES Y EMBUTIDOS VILLASEÑOR, S.L.",Ciudad Real/CIUDAD REAL,"CP, MM, MP, PP",,MP,
10.02082/AB,"EMBUTIDOS TRADICIONALES LA GRANJA, S.L.L.",Albacete/TOBARRA,"CP, MM, MP, PP",,"BL, MP",
10.02084/CR,"CARNICAS MARQUEZ, C.B.",Ciudad Real/MANZANARES,"CP, MM, MP, PP",,MP,
10.02141/CU,"INDS. CARNICAS LORIENTE PIQUERAS, S.A. (INCARLOPSA)",Cuenca/TARANCON,"CS, RW, SH, CP",P,MP,
10.02152/TO,"PROCARME, S.L.",Toledo/SANTA CRUZ DE LA ZARZA,"MM, MP, PP",,MP,
10.02163/CR,"DIALVAL 2006, SL.",Ciudad Real/VALDEPEÑAS,CS,,,
10.02195/CR,"INDUSTRIAS CARNICAS VICENTE MARTIN, S.L.",Ciudad Real/ALCAZAR DE SAN JUAN,"CP, MM, MP, PP",,MP,
10.02218/TO,"CARNICAS PULIDO HERMANOS, S.L.",Toledo/CASTILLO DE BAYUELA,"MM, MP, PP",,MP,
10.02315/CR,"JAMONES ARROYO, S.L.",Ciudad Real/ARGAMASILLA DE CALATRAVA,"CP, PP",,MP,
10.02543/AB,"HERMI CARNE DE CONEJO, S.L.U.",Albacete/ERAS (LAS),"SH, CP",L,,
10.02544/CU,LUBE S.A.,Cuenca/MOHORTE,PP,,MP,
10.02579/AB,"GARCIA PARDO, JOSE",Albacete/ALBACETE,PP,,ST,
10.02584/AB,"EMBUTIDOS CARRILLO, S.L.",Albacete/CORDOVILLA,"CP, MM, MP, PP",,MP,
10.02832/CR,"CONSUEGRA BECERRA, ANTONIO MARTIN",Ciudad Real/DAIMIEL,"CP, MM, MP, PP",,MP,
10.02858/TO,"TRIPAS BARTOLOME, S.L.",Toledo/TALAVERA DE LA REINA,PP,,ST,
10.02864/AB,"BASILIO CERDAN TORTOSA, S.A.",Albacete/ALMANSA,"MM, MP, PP",,MP,
10.03064/TO,"CARNICAS EL MILAGRO, S.L.",Toledo/VENTAS CON PEÑA AGUILERA (LAS),"CP, GHE, MM, MP, PP","wL, wA, wU, wG",MP,
10.03090/AB,"EMBUTIDOS Y JAMONES DURO, S.L.",Albacete/TOBARRA,"CP, MM, MP, PP",,MP,
10.03134/CU,"ANASTASIO ORTEGA, S.L.",Cuenca/VILLARRUBIO,"MM, MP, PP",,MP,
10.03143/TO,INDUSTRIAS CÁRNICAS VEGAS ALTAS SL,Toledo/ALCAUDETE DE LA JARA,"CS, CP, MM, MP, PP",,MP,
10.03260/CR,"CARNES Y EMBUTIDOS NIETO CID, S.L.",Ciudad Real/CORRAL DE CALATRAVA,"MM, MP, PP",,MP,
10.03261/CU,"JAMONES BERMEJO, S.L.",Cuenca/CUENCA,PP,,MP,
10.03265/CR,"EMBUTIDOS JAN, S.L.",Ciudad Real/CORRAL DE CALATRAVA,PP,,MP,
10.03268/TO,"MADERO MAQUEDA, S.L.",Toledo/QUINTANAR DE LA ORDEN,"CP, PP",,MP,
10.03374/TO,S.A.T. NTRA. SRA. DE LA SOLEDAD,Toledo/ESCALONILLA,"MM, MP, PP",,MP,
10.03382/CR,"INDUSTRIAS CARNICAS JUANALTA, S.L.",Ciudad Real/VILLANUEVA DE LOS INFANTES,"CP, PP",,MP,
10.03420/AB,"CARNICAS GRAS ARNEDO, S.L.",Albacete/ALPERA,"MM, MP, PP",,MP,
10.03449/CU,EL PIÑONERO REGIDOR S.A.,Cuenca/SAN CLEMENTE,"CP, MM, MP, PP",,MP,
10.03457/TO,"GRUPO SADA P.A., S.A.",Toledo/LOMINCHAR,"CS, CP, MM, MP, MSM, PP",,MP,
10.03488/TO,"HERMANOS MUÑOZ MUÑOZ, S.L.",Toledo/NAVA DE RICOMALILLO (LA),"CS, SH, CP","P, B, C, O",,
10.03549/AB,"INDUSTRIAL SIERRA DE PEÑAS, S.C.L.",Albacete/PEÑAS DE SAN PEDRO,"MM, MP, PP",,MP,
10.03833/CR,"PRODUCTOS CARNICOS PIEDRABUENA, S.L.L.",Ciudad Real/PIEDRABUENA,"CP, MM, MP, PP",,MP,
10.03835/CR,"MONTERIAS VISEÑAS, S.L.",Ciudad Real/VISO DEL MARQUES,"CP, GHE","wL, wA, wU, wG",,
10.03881/CR,"CARNICAS ALEJO E HIJOS, S.L.",Ciudad Real/SOLANA (LA),"CP, MM, MP, PP",,MP,
10.03886/AB,"MARTINEZ BAEZA, S.L.",Albacete/ELCHE DE LA SIERRA,"MM, MP, PP",,MP,
10.04480/AB,S.C.L. INDS. CARNICAS Y EMBUT. MANCHEGOS,Albacete/PEÑAS DE SAN PEDRO,"MM, MP, PP",,MP,
10.04481/TO,"INDUSTRIAS CÁRNICAS TELLO, S.A.",Toledo/TOTANES,"CP, MM, MP, PP",,MP,
10.04620/CU,S.A.T. HERLO Nº 5603,Cuenca/CASILLAS DE RANERA,"SH, CP",A,,
10.04660/TO,"RODRIGUEZ PEINADO, JOSE MARIA",Toledo/QUISMONDO,"MM, MP, PP",,MP,
10.04698/TO,"OSI FOOD SOLUTIONS SPAIN, S.L.",Toledo/TOLEDO,"MM, MP, PP",,MP,
10.04704/AB,"DISTRIBUCIONES AVICOLAS MARSESA, S.L.",Albacete/RODA (LA),"CS, PP",,MP,
10.04988/CR,SALA DE DESPIECE Y EMBUTIDOS CASTRO S.L.,Ciudad Real/TOMELLOSO,"CS, MM, MP, PP",,MP,
10.05017/TO,"LA CATEDRAL DE LA CAZA, S.L.",Toledo/YEBENES (LOS),"CP, GHE, MM, MP, PP","wL, wA, wU, wG",MP,
10.05136/CR,"CHACINAS LOS CAVILAS, S.L.",Ciudad Real/MEMBRILLA,"MM, MP, PP",,MP,
10.05186/TO,"EMBUTIDOS HERMANOS CASTRO, C.B.",Toledo/SAN PABLO DE LOS MONTES,"MM, MP, PP",,MP,
10.05192/CR,"DIAZ MARTIN, EUSTAQUIO",Ciudad Real/ALMAGRO,CS,,,
10.05238/TO,"EMBUTIDOS Y JAMONES ESPAÑA E HIJOS, S.A.",Toledo/ESCALONILLA,PP,,MP,
10.05429/CR,"MANZANARES FERNANDEZ DE LA PUEBLA, ISIDORO",Ciudad Real/HERENCIA,"RW, PP",,MP,
10.05433/CU,"CARNICAS ARACELI, S.L.",Cuenca/VILLALBA DE LA SIERRA,"CS, SH, CP, GHE, MM, MP, PP","P, wU, C, O, wG","BL, MP",
10.05481/GU,"FERNANDEZ LOPEZ, C.B.",Guadalajara/GUADALAJARA,PP,,MP,
10.05803/AB,"EL CONCHEL ORIGINAL FOOD, S.A",Albacete/BALLESTERO (EL),"MM, MP, PP",,MP,
10.05829/TO,MATADERO FRIGORIFICO DE VALMOJADO S.A.,Toledo/VALMOJADO,"RW, SH, CP, MM, MP, PP","B, C, O",ST,
10.05864/CR,"VEGACAZA, S.L.",Ciudad Real/VALDEPEÑAS,"CP, GHE, PP","wU, wG",MP,
10.05900/TO,"GRUPO ARCEJA, S.A.",Toledo/NOMBELA,PP,,MP,
10.05946/TO,"REGUZ, S.L.",Toledo/TORRE DE ESTEBAN HAMBRAN (LA),PP,,MP,
10.06097/TO,"MATAJO, S.L.",Toledo/TOLEDO,"SH, CP","P, B, C, O",,
10.06115/TO,"PASTRANA GALVEZ, MARCIAL ANGEL",Toledo/YEBENES (LOS),"MM, MP, PP",,MP,
10.06242/CR,"CARNES GOMEZ, S.L.U.",Ciudad Real/AGUDO,"GHE, MM, MP","wU, wG",,
10.06602/TO,GREGORIO CRUZ E HIJOS S.A.,Toledo/ALCOLEA DE TAJO,"CS, SH, CP, MM, MP, PP","P, B, C, O",MP,
10.06747/AB,"CARNICAS EL PEÑERO, S.L.",Albacete/PEÑAS DE SAN PEDRO,"MM, MP, PP",,MP,
10.06847/CU,"DISTRIBUCION ALIMENTOS Y EMBUTIDOS, S.L.",Cuenca/MIRA,"MM, MP, PP",,MP,
10.06986/TO,"INDUSTRIAS PALOMO, S.A.",Toledo/CAMUÑAS,"CP, MM, MP, PP",,MP,
10.06998/TO,"EULOGIO RAMOS, S.A.",Toledo/BARCIENCE,"RW, PP",,MP,
10.07078/TO,"CARNICAS 7 HERMANOS, S.A.",Toledo/VALMOJADO,"CS, MM, MP, PP",,MP,
10.07104/AB,"DISTRIBUCIONES AVICOLAS NAVARRO, S.L",Albacete/HELLIN,"CS, CP, MM, MP, PP",,MP,
10.07129/TO,"HERMANOS IGUAL ARROYO, C.B.",Toledo/LAGARTERA,"CP, PP",,MP,
10.07178/AB,"ALIMENTACION BOTI, S.L.",Albacete/CAUDETE,"MM, MP, PP",,MP,
10.07230/AB,"EMBUTIDOS CASAS DE JUAN NUÑEZ, S.L",Albacete/CASAS DE JUAN NUÑEZ,"MM, MP, PP",,"BL, MP",
10.07235/CU,"HERMANOS BRICIO, S.A.",Cuenca/TARANCON,"MM, MP, PP",,MP,
10.07395/TO,"LA ABUELA JULIA, S.L.",Toledo/NAMBROCA,"CP, MM, MP, PP",,MP,
10.07415/CR,"ALIMENTACIÓN MAR-GO, S.L.",Ciudad Real/CIUDAD REAL,"CS, CP, MM, MP, PP",,MP,
10.07665/CR,"SANCHEZ DE LA MORENA HIDALGO, CESAR",Ciudad Real/PEDRO MUÑOZ,PP,,MP,
10.07684/AB,"CUERDA RUIZ, MARCELINO",Albacete/ALBACETE,"MM, MP, PP",,MP,
10.07759/TO,"CARNES DE CAZA NAVEHERMOSA, S.L.",Toledo/NAVAHERMOSA,"CP, GHE, PP","wL, wA, wU, wG",MP,
10.07810/TO,"EUROCENTRO DE CARNES, S.A.",Toledo/PUEBLA DE MONTALBAN (LA),"SH, CP",P,,
10.07853/TO,VAN HESSEN SPAIN OPERATIONS S.L.,Toledo/PUEBLA DE MONTALBAN (LA),PP,,ST,
10.07873/CU,"CARNICAS DEL GUADAZAON, S.L.",Cuenca/CARBONERAS DE GUADAZAON,"MM, MP, PP",,MP,
10.07895/AB,"MUMACE, S.A.L.",Albacete/ABENGIBRE,"MM, MP, PP",,"BL, MP",
10.07919/TO,EMBUTIDOS CARJUBEL S.L.,Toledo/GERINDOTE,"CS, MM, MP, PP",,MP,
10.07958/TO,"SECADEROS DE ALMAGUER, S.A.",Toledo/OLIAS DEL REY,PP,,MP,
10.07963/TO,"VIANDA TOLEDO, S.L.",Toledo/BARGAS,"MM, MP, PP",,MP,
10.07987/AB,"CÁRNICAS Y FABRICA DE EMBUTIDOS BARRERA, C.B.",Albacete/LEZUZA,"MM, MP, PP",,MP,
10.07998/TO,"VENCAZA, S.L.",Toledo/VENTAS CON PEÑA AGUILERA (LAS),"CP, GHE","wL, wA, wU, wG",,
10.08033/TO,VAN HESSEN SUPPLY POINT TOLEDO S.A.U.,Toledo/PUEBLA DE MONTALBAN (LA),"CS, RW, CP, MM, MP, MSM",,ST,
10.08036/TO,"MATADERO FRIGORÍFICO MONTES DE TOLEDO, S.C.C.L.M.",Toledo/PULGAR,"SH, CP, MM, MP","B, C, O",,
10.08047/TO,"JAMONES JASENA, S.L.",Toledo/GERINDOTE,PP,,MP,
10.08050/TO,"ASPERILLA VILLAMORA, FRANCISCO",Toledo/ESCALONILLA,PP,,MP,
10.08163/TO,"EL ROSAL DE PULGAR, S.L.",Toledo/PULGAR,"MM, MP, PP",,MP,
10.08201/CR,"OVINOS MANCHEGOS, S.L.",Ciudad Real/TOMELLOSO,"SH, CP, PP","B, C, O",MP,
10.08220/TO,"CARNES COPADO, S.L.",Toledo/TOLEDO,"CP, MM, MP",,,
10.08232/CU,"CARNICAS VILLACUENCA, S.A.",Cuenca/CUENCA,PP,,MP,
10.08233/AB,"CARNICAS GARCIA PEÑA, S.L.",Albacete/YESTE,"MM, MP, PP",,MP,
10.08263/TO,"JAMONES DE BARCIENCE, S.A.U.",Toledo/BARCIENCE,"CS, PP",,MP,
10.08264/CR,"FELICES SANROMA, JULIO",Ciudad Real/VALDEPEÑAS,"CP, MM, MP, PP",,MP,
10.08322/CU,"MANUEL SAEZ, S.L.",Cuenca/TARANCON,"MM, MP, PP",,MP,
10.08373/TO,"GANADOS Y PRODUCTOS INDUSTRIALES, S.A.",Toledo/TALAVERA DE LA REINA,"CS, SH",P,,
10.08469/AB,AYUNTAMIENTO DE YESTE,Albacete/YESTE,SH,"P, C, O",,
10.08470/AB,"MARTÍNEZ Y FAJARDO, C.B.",Albacete/HELLIN,SH,"P, B, C, O",,
10.08471/TO,MATADERO LOS MONTEJANOS S.L.,Toledo/QUINTANAR DE LA ORDEN,"SH, CP, MM, MP, PP","P, B, C, O",MP,
10.08521/TO,EMBUTIDOS RAUL SL,Toledo/TALAVERA DE LA REINA,"CP, MM, MP, PP",,MP,
10.08596/TO,"JAMONES EL CHATO, S.A.",Toledo/TORRIJOS,PP,,MP,
10.08633/TO,CAZA GOURMET S.L.,Toledo/YEBENES (LOS),"GHE, PP","wU, wG",MP,
10.08655/TO,"EMBUTIDOS ALIA, S.L.",Toledo/ESCALONILLA,"MM, MP, PP",,MP,
10.08659/CR,"EMBUTIDOS NARANJO, S.L.",Ciudad Real/BOLAÑOS DE CALATRAVA,"CP, PP",,MP,
10.08729/AB,"ARCOS Y ARMIÑANA, S.L.",Albacete/VILLARROBLEDO,"RW, MM, MP, PP",,MP,
10.08908/TO,INDUSTRIAS CARNICAS TALAVERA S.L.,Toledo/TALAVERA DE LA REINA,"CP, MM, MP, PP",,MP,
10.08910/CR,"CANUTO GALINDO, ROGELIO",Ciudad Real/VALDEPEÑAS,"CS, MM, MP, PP",,MP,
10.09189/CR,"LOPEZ LOPEZ, JUAN MANUEL",Ciudad Real/SOCUELLAMOS,"CP, PP",,MP,
10.09398/AB,"CUNICULTURA DE LA MANCHUELA, S.L.",Albacete/VILLAMALEA,"SH, CP",L,,
10.09399/CR,S.C.T.A. MORALES FERNANDEZ,Ciudad Real/TIRTEAFUERA,"CP, MM, MP, PP",,MP,
10.09515/CR,AYUNTAMIENTO DE VILLARTA DE SAN JUAN,Ciudad Real/VILLARTA DE SAN JUAN,SH,O,,
10.09523/CR,AYUNTAMIENTO DE MEMBRILLA,Ciudad Real/MEMBRILLA,SH,"P, B, C, O",,
10.09528/AB,"INDUSTRIAS CARNICAS TELLO, S.A.",Albacete/ALBACETE,CS,,,
10.09530/AB,SOCIEDAD AGRICOLA PRADO DE LA CALERA S.L,Albacete/POZUELO,"MM, MP, PP",,MP,
10.09532/CR,"LOPEZ DE LA OSA MARTINEZ, DOMINGO",Ciudad Real/SOLANA (LA),SH,"C, O",,
10.09538/TO,AYUNTAMIENTO DE LOS NAVALUCILLOS,Toledo/NAVALUCILLOS (LOS),SH,"P, C, O",,
10.09543/TO,ALIMENTOS PREPARADOS NATURALES S.L.,Toledo/YEBENES (LOS),PP,,MP,
10.09569/CR,SOCIEDAD COOPERATIVA MATADERO DE SAN ANTON,Ciudad Real/VILLANUEVA DE LOS INFANTES,SH,"C, O",,
10.09570/CR,AYUNTAMIENTO DE COZAR,Ciudad Real/COZAR,SH,"C, O",,
10.09571/CR,ASCARMAT,Ciudad Real/PEDRO MUÑOZ,SH,"P, C, O",,
10.09573/AB,"DISTRIBUIDORA AVIPER, S.L.",Albacete/HELLIN,"CP, MM, MP, PP",,MP,
10.09576/AB,"DISTRIBUCIONES SANTOS, S.L.",Albacete/HELLIN,"CS, CP, MM, MP",,,
10.09578/CR,AYUNTAMIENTO DE TORRENUEVA,Ciudad Real/TORRENUEVA,SH,"C, O",,
10.09632/TO,"EMBUTIDOS PLACIDO SANCHEZ, S.L.",Toledo/QUINTANAR DE LA ORDEN,PP,,MP,
10.09656/CR,"JAMONEL CARNICAS, S.L.",Ciudad Real/CORTIJOS DE ABAJO,PP,,MP,
10.09782/AB,"GANADOS PAGAN, S.L.",Albacete/CAUDETE,SH,"P, B, C, O, S",,
10.09783/CR,"DISTRIBUCIONES ALIMENTICIAS VILLAPRIEGO, S.L.",Ciudad Real/MIGUELTURRA,"CS, PP",,MP,
10.09827/AB,"LOPEZ MARTINEZ, MERCEDES ANGELES",Albacete/NERPIO,"SH, MM, MP, PP",P,MP,
10.09833/CR,"CORPORACION ALIMENTARIA GUISSONA, S.A.",Ciudad Real/DAIMIEL,CS,,,
10.09857/TO,"CARNICAS LAYMI, S.L.",Toledo/TOLEDO,"CS, CP",,,
10.09959/CU,"CARNICAS J & J HIJOS DE AMPARO RUIZ, S.L.",Cuenca/TALAYUELAS,"SH, CP","P, C, O",,
10.09971/CU,"FUENTE MARTINEZ, PILAR",Cuenca/VILLACONEJOS DE TRABAQUE,SH,"P, C, O",,
10.09988/TO,CARNICAS CHAMBERI S.L.,Toledo/CASARRUBIOS DEL MONTE,"CS, RW, CP, PP",,MP,
10.10247/CU,"NOHEDA AYLLON, VICTORINA",Cuenca/VILLAR DE OLALLA,SH,"C, O",,
10.10256/CR,"PEDRIN E HIJOS, S.L.",Ciudad Real/SOLANA (LA),"SH, CP, PP","P, C, O",MP,
10.10289/CU,LOS FERMINES C.B.,Cuenca/HONRUBIA,SH,"P, C, O",,
10.10325/TO,"PUENTE ALIAGAS, JOSE LUIS",Toledo/UGENA,PP,,ST,
10.10340/AB,"SERRANO JIMENEZ MOLINICOS, S.A.L.",Albacete/MOLINICOS,"SH, CP, MM, MP, PP","P, C, O",MP,
10.10382/AB,INDUSTRIAS CARNICAS MACEO SOCIEDAD LIMITADA,Albacete/PATERNA DEL MADERA,"MM, MP, PP",,MP,
10.10409/TO,"JAMONES RADI, S.L.",Toledo/TORRIJOS,PP,,MP,
10.10417/GU,"CASA BLAS, 1962, S.L.",Guadalajara/MONDEJAR,CS,,,
10.10510/CU,S.A.T. 6668 CERRO DE LAS OLIVAS,Cuenca/SALMERONCILLOS DE ABAJO,"SH, CP, MM, MP, PP","P, C, O",MP,
10.10543/AB,"MATADERO INDUSTRIAL LA MANCHUELA, S.C.L.",Albacete/CASAS-IBAÑEZ,"SH, CP, PP","P, C, O",MP,
10.10567/AB,AYUNTAMIENTO DE LA RODA,Albacete/RODA (LA),SH,"P, C, O",,
10.10584/AB,"ROMERO PALACIOS, JOSE MANUEL",Albacete/LEZUZA,CP,,,
10.10668/AB,"BENIBALDO, S.A.",Albacete/ALBACETE,"CS, CP",,,
10.10734/TO,"HERMANOS ALIA CASTAÑO, S.C.",Toledo/HERRERUELA DE OROPESA,"CP, PP",,MP,
10.10824/CR,AYTO. DE CALZADA DE CALATRAVA,Ciudad Real/CALZADA DE CALATRAVA,SH,"P, C, O",,
10.10890/CU,"ZARZA BUDIA, BEGOÑA",Cuenca/VILLALBA DEL REY,SH,"C, O",,
10.10959/CR,"CARNES EMBUTIDOS Y JAMONES RRR, SL",Ciudad Real/PEDRO MUÑOZ,"MM, MP, PP",,MP,
10.10960/CR,"CHOCANO GONZALEZ, PEDRO ALFONSO",Ciudad Real/VILLANUEVA DE LOS INFANTES,PP,,MP,
10.10985/CR,AYUNTAMIENTO DE MONTIEL,Ciudad Real/MONTIEL,SH,"C, O",,
10.11055/TO,"PEDRO GOMEZ GALAN, S.L.",Toledo/SANTO DOMINGO-CAUDILLA,GHE,"wL, wA",,
10.11059/CU,CARNICEROS ASOCIADOS ALTOBUEY S. COOP. DE C-LM,Cuenca/CAMPILLO DE ALTOBUEY,SH,"C, O",,
10.11172/TO,"HERMANOS RIOJA MARTIN, C.B.",Toledo/SANTA OLALLA,CP,,,
10.11209/AB,"AVICOLAS TENDERO, S.L.",Albacete/RODA (LA),"CS, CP",,,
10.11234/CR,"VILLAMAGNA, S.A.",Ciudad Real/BRAZATORTAS,GHE,"wL, wA, wU, wG",,
10.11235/TO,"CARNES BALDOMERO, S.L.",Toledo/SANTA CRUZ DE LA ZARZA,"MM, MP, PP",,MP,
10.11297/GU,AYUNTAMIENTO DE BRIHUEGA,Guadalajara/BRIHUEGA,SH,"C, O",,
10.11417/CU,"ONATE ESCRIBANO, S.L.",Cuenca/QUINTANAR DEL REY,"CP, MM, MP, PP",,"BL, MP",
10.11487/CR,"PRODUCTOS CARNICOS GARCINA, C.B.",Ciudad Real/MIGUELTURRA,PP,,MP,
10.11581/CR,"EMBUTIDOS ROJAS, S.L.U.",Ciudad Real/ROBLEDO (EL),"CS, PP",,MP,
10.11646/CU,"MORENO CARRASCOSA, JORGE",Cuenca/CARBONERAS DE GUADAZAON,"CP, MM, MP, PP",,"BL, MP",
10.11683/CU,CARNES PEDROÑERAS S.L.,Cuenca/PEDROÑERAS (LAS),SH,"P, B, C, O",,
10.11687/CR,AYUNTAMIENTO DE VILLAHERMOSA,Ciudad Real/VILLAHERMOSA,SH,"P, C, O",,
10.11821/CR,AYUNTAMIENTO DE CAMPO DE CRIPTANA,Ciudad Real/CAMPO DE CRIPTANA,SH,"P, B, C, O",,
10.11825/TO,"CÁRNICAS PAVÓN, C.B.",Toledo/PUEBLA DE MONTALBAN (LA),"CS, CP",,,
10.11891/CU,"JAMONES VENTA JUAN ANTONIO, S.L.",Cuenca/CASAS DE FERNANDO ALONSO,"MM, MP, PP",,MP,
10.11892/CR,"CARNICERIA TANIA, SOCIEDAD LIMITADA",Ciudad Real/SANTA CRUZ DE MUDELA,"CP, PP",,MP,
10.12043/CR,"MANCHANATURA ELABORADOS IBERMANCHA, S.L.",Ciudad Real/TOMELLOSO,"CS, RW, MM, MP, PP",,MP,
10.12050/CR,"PRODUCTOS AVICOLAS DE DAIMIEL, S.A.",Ciudad Real/DAIMIEL,"CS, CP",,,
10.12070/CR,"HERMANOS DELGADO MONTALVO, S.L.",Ciudad Real/SOLANA (LA),CS,,,
10.12088/TO,"SANCHEZ GOMEZ, JOSE ALFREDO",Toledo/YUNCLILLOS,SH,"B, O",,
10.12103/GU,"CARNICAS MUÑOZ SANCHEZ, S.L.",Guadalajara/TENDILLA,PP,,MP,
10.12513/CR,"TIENDAS ORGAL, S.L.",Ciudad Real/ALCAZAR DE SAN JUAN,"CP, MM, MP, PP",,MP,
10.12601/CU,"CARNICAS BERMEJO, S.L.",Cuenca/MAZARULLEQUE,"MM, MP",,,
10.12657/CU,"GARCIA CALVO, MARIA ESTRELLA",Cuenca/CUENCA,"CP, GHE, MM, MP, PP","wL, wA, wU, wG",MP,
10.12758/TO,"CÁRNICAS TORRECAZA, SL.",Toledo/TORRIJOS,"CP, GHE, MM, MP","wU, wG",,
10.12918/GU,"IBERJOYMI, S.L.",Guadalajara/BRIHUEGA,PP,,MP,
10.12975/CU,"HERMANOS VALVERDE LANGREO, C.B.",Cuenca/VILLAR DE OLALLA,PP,,MP,
10.12976/AB,"CERRO PEREZ, C.B.",Albacete/TIRIEZ,"MM, MP, PP",,MP,
10.13033/AB,AYUNTAMIENTO DE LETUR,Albacete/LETUR,SH,"P, C, O",,
10.13078/CR,"EL OBRADOR DE LA MANCHA, S.L.",Ciudad Real/PEDRO MUÑOZ,"CP, MM, MP, PP",,MP,
10.13270/GU,"EMBUTIDOS EL DONCEL, S.A.",Guadalajara/SIGUENZA,"CP, MM, MP, PP",,MP,
10.13339/CR,"FRIPISA, S.L.",Ciudad Real/PUERTOLLANO,,,,
10.13425/AB,"M. A. DISTRIBUCIONES, S.A.",Albacete/BONILLO (EL),CS,,,
10.13523/AB,"CARNIMAN, S.C.L.",Albacete/POZOHONDO,"MM, MP, PP",,MP,
10.13561/GU,"MIÑO MADRID, PASCUAL",Guadalajara/MOLINA,SH,"C, O",,
10.13627/AB,"CARNICAS ALBACETEÑAS, S.L.",Albacete/ALBACETE,"CS, RW, CP, MM, MP, PP",,"BL, MP",
10.13651/CR,"CONSERVAS HUERTAS MUÑOZ, S.L.",Ciudad Real/SANTA CRUZ DE MUDELA,"CP, GHE","wL, wA, wU, wG",,
10.13677/AB,"CARNICAS POZO LORENTE, S.L.",Albacete/POZO-LORENTE,"MM, MP, PP",,"BL, MP",
10.13836/GU,"CARNES DE JADRAQUE, S.L.",Guadalajara/JADRAQUE,SH,"B, C, O",,
10.13878/GU,"HIJOS DE SANTOS GARCIA, C.B.",Guadalajara/SIGUENZA,PP,,ST,
10.13983/TO,"DISTRIBUCIONES AVICOLAS ANCAR, S.L.",Toledo/TORRIJOS,"CS, RW",,,
10.14095/AB,"HERMANOS CASTILLO ALVARADO, S.L.",Albacete/HELLIN,"CS, CP, MM, MP, PP",,MP,
10.14097/TO,"DISTRIBUCIONES FRIGORIFICAS POLAN, S.L.",Toledo/POLAN,GHE,"wL, wA",,
10.14098/TO,CARSADES. S.L.U.,Toledo/SONSECA,"CP, GHE, MM, MP, PP","wU, wG",MP,
10.14203/CU,"CARNICAS VILLA CUENCA, S.A.",Cuenca/CUENCA,CP,,,
10.14235/AB,"ANTONIO SORIA CANTERO, S.L.",Albacete/ALBACETE,CP,,,
10.14253/CR,"BELLOTERRA DELICATESSEN, S.L.",Ciudad Real/ALMADEN,"CS, RW, PP",,MP,
10.14324/TO,"RUIZ MARTIN-LUEGO, LUIS MIGUEL",Toledo/AJOFRIN,"MM, MP, PP",,MP,
10.14336/CR,"CARNICAS PIEDRABUENA, S.L.",Ciudad Real/PIEDRABUENA,SH,"P, C, O",,
10.14347/GU,"CARNICERIAS ORTEGA, S.L.",Guadalajara/ALCOROCHES,"CP, PP",,MP,
10.14395/GU,"APERITIVOS TAPA, S.A.",Guadalajara/MONDEJAR,"CS, PP",,MP,
10.14436/CR,"LOPEZ GARCIA-CARO, ANGEL",Ciudad Real/DAIMIEL,"CS, RW",,,
10.14485/TO,"GARCÍA SÁNCHEZ, IGNACIO",Toledo/CAMARENA,SH,"B, C, O",,
10.14518/CU,"CESAR Y GREGORIO RAMIREZ, S.L.L.",Cuenca/CUENCA,"CS, CP, MM, MP, PP",,MP,
