Nº RGSEAA (*),Razón Social,Provincia/Localidad,Actividades,Especies (**),Otros Detalles,TSE Feed Ban
10.14651/PM,"CARNS I DELICIES CAN PEP, SL",Palma de Mallorca/PORTOL,"MM, MP, PP",,MP,
12.02736/PM,"CAMARAS FRIGORIFICAS, S.A.",Palma de Mallorca/CIUTADELLA DE MENORCA,PP,,,
12.02838/PM,"CALIMAX, S.L.",Palma de Mallorca/SANT JOSEP DE SA TALAIA,"CS, RW",,,
12.04156/PM,"KARTA MEMOSA, S.A.",Palma de Mallorca/CIUTADELLA DE MENORCA,PP,,,
12.05310/IB,"MOREY ESTEVA, SL",Islas Baleares/MARRATXI,FFP,,,
12.05902/PM,CONFRARIA DE PESCADORS D'EIVISSA,Palma de Mallorca/EIVISSA,WM,,,
12.05905/PM,"ISCAPALMA, SA",Palma de Mallorca/COLL DE''N RABASSA (ES),"RW, FFP",,,
12.05906/PM,"PESCADOS ANTONIO MESQUIDA, SL",Palma de Mallorca/INDIOTERIA (SA),"RW, PP",,,
12.06066/PM,OPMALLORCAMAR,Palma de Mallorca/PALMA DE MALLORCA,"DC, FFP, AH",,,
12.06097/PM,CONFRARIA DE PESCADORS DE FORMENTERA,Palma de Mallorca/SABINA (LA),WM,,,
12.06714/PM,CONFRARIA DE PESCADORS SANT ANTONI ABAD,Palma de Mallorca/SANT ANTONI DE PORTMANY,WM,,,
12.07056/PM,"PEIXOS EMILIO, S.L.",Palma de Mallorca/MAO,"CS, PP, FFP",,,
12.07354/IB,"MAKRO AUTOSERVICIO MAYORISTA, SA",Islas Baleares/PALMA DE MALLORCA,FFP,,,
12.07841/PM,"CARNICAS VIPER, S.L.",Palma de Mallorca/MAO,PP,,,
12.08378/IB,"GELMARFRED, SL",Islas Baleares/ALAIOR,RW,,,
12.08527/PM,"CONGELADOS SOL MAR, SL",Palma de Mallorca/MARRATXI,"RW, PP, FFP",,,
12.08635/IB,"PESCADOS OLIVER, SL",Islas Baleares/POLLENÇA,FFP,,,
12.08870/PM,"FRIGORÍFICOS Y DISTRIBUCIONES PELLIA, SA",Palma de Mallorca/SANT JORDI DE SES SALINES,"RW, PP, FFP",,,
12.08986/PM,"MOREY ESTEVA, S.L.",Palma de Mallorca/CAPDEPERA,"RW, PP, FFP",,,
12.09166/IB,"YOLYMAR, CB",Islas Baleares/SANTA EULARIA DES RIU,CS,,,
12.09466/PM,COFRADIA DE PESCADORES SAN PEDRO,Palma de Mallorca/PORT D'ALCUDIA,"FFP, AH",,,
12.10466/PM,"EIVIPEIX, SL",Palma de Mallorca/SANT JOSEP DE SA TALAIA,"PP, DC, FFP",,,
12.10492/IB,CONFRARIA DE PESCADORS DE PORTO CRISTO,Islas Baleares/CALA BONA,AH,,,
12.10605/PM,"CONGELATS BLAI, SL",Palma de Mallorca/PALMA,RW,,,
14.00563/IB,"GRANJA AVÍCOLA CONSELL, SL",Islas Baleares/SANT LLUIS,EPC,,,
14.00581/PM,"NEU I GRANA, SC",Palma de Mallorca/SON CARRIO,"CS, EPC",,,
14.00648/PM,"VADELL RIGO, JOSE",Palma de Mallorca/ALQUERIA BLANCA,CS,,,
14.01288/PM,"LLADO HERNANDEZ, FRANCISCO",Palma de Mallorca/CAMPOS,EPC,,,
14.01573/PM,"S'HORT D'ES PONT, SL",Palma de Mallorca/CIUTADELLA DE MENORCA,EPC,,,
15.00069/PM,"QUESOS GRIMALT, SA",Palma de Mallorca/LLOMBARDS,PP,,,
15.00130/IB,"QUESERIA MENORQUINA, SLL",Islas Baleares/MAO,PP,,,
15.00139/IB,COOPERATIVA INSULAR GANADERA DE MENORCA,Islas Baleares/ALAIOR,PP,,,
15.00216/IB,"AGAMA MANACOR 249, SL",Islas Baleares/PALMA DE MALLORCA,PP,,,
15.00650/IB,FIESTA HOTELS & RESORTS SL,Islas Baleares/SANTA GERTRUDIS,PP,,,
15.00752/IB,"EXPLOTACIONES PONS MARIN, SL",Islas Baleares/ALAIOR,PP,,,
15.00758/PM,"CARDONA ENRICH, NICOLAS",Palma de Mallorca/ALAIOR,PP,,,
15.00817/PM,"QUESO QUINTANA, SL",Palma de Mallorca/ALAIOR,"CS, PP",,,
15.00854/PM,"YOGURES LA BOMBA, CB",Palma de Mallorca/EIVISSA,PP,,,
15.01095/PM,HORT SANT PATRICI SL,Palma de Mallorca/FERRERIES,PP,,,
15.01548/PM,"QUESERA VESUBIO, SA",Palma de Mallorca/MARRATXI,PP,,,
15.01840/PM,"LACTO INDUSTRIAL MENORQUINA, SL",Palma de Mallorca/FERRERIES,PP,,,
15.01841/PM,"DALRIT, SL",Palma de Mallorca/ALAIOR,PP,,,
15.01877/IB,"GALMES PONS, ANTONIO",Islas Baleares/CIUTADELLA DE MENORCA,PP,,,
15.01892/PM,"S'ARANJASSA DES MERCADAL, SRM",Palma de Mallorca/MERCADAL (ES),PP,,,
15.01893/IB,SON GORNES SRM,Islas Baleares/FERRERIES,PP,,,
15.01900/IB,"CAVALLERIA NOVA, SRM",Islas Baleares/CIUTADELLA DE MENORCA,PP,,,
15.01918/IB,"SON VELL, SRM",Islas Baleares/CIUTADELLA DE MENORCA,PP,,,
15.01931/IB,"VIDAL PONS, JUAN MIGUEL",Islas Baleares/SANT LLUIS,PP,,,
15.01934/IB,"TORRELLAFUDA, SRM",Islas Baleares/CIUTADELLA DE MENORCA,PP,,,
15.01951/PM,"SAN PATRICIO, SRM",Palma de Mallorca/FERRERIES,PP,,,
15.01952/IB,"SON ARRET, SRM",Islas Baleares/FERRERIES,PP,,,
15.01956/PM,"VILLALONGA OLIVES, BARTOLOME",Palma de Mallorca/ARENAL D'EN CASTELL,PP,,,
15.01961/IB,"S'ULLASTRAR CIUTADELLA, SRM",Islas Baleares/CIUTADELLA DE MENORCA,PP,,,
15.01978/IB,"LLOC NOU, SRM",Islas Baleares/CIUTADELLA DE MENORCA,PP,,,
15.01979/PM,"SON BELL - LLOCH, SRM",Palma de Mallorca/FERRERIES,PP,,,
15.01981/PM,"MARJAL VELLA, SRM",Palma de Mallorca/CIUTADELLA DE MENORCA,PP,,,
15.01991/IB,"LLUMENA NOU, SRM",Islas Baleares/ALAIOR,PP,,,
15.01992/PM,"ALQUERIA BLANCA, SRM",Palma de Mallorca/MAO,PP,,,
15.01995/IB,"BINICANO, SRM",Islas Baleares/CIUTADELLA DE MENORCA,PP,,,
15.01996/IB,"SON CARAVINYA, SRM",Islas Baleares/CIUTADELLA DE MENORCA,PP,,,
15.02016/PM,"ALGAYARENS, SRM",Palma de Mallorca/CIUTADELLA DE MENORCA,PP,,,
15.02024/PM,"ALCAIDUS, SL",Palma de Mallorca/ALAIOR,PP,,,
15.02036/IB,"SON QUART, SRM",Islas Baleares/CIUTADELLA DE MENORCA,PP,,,
15.02038/PM,"SANTA CATALINA DE MAHON, SRM",Palma de Mallorca/MAO,PP,,,
15.02078/IB,"CAVALLERIA VELLA, SRM",Islas Baleares/CIUTADELLA DE MENORCA,PP,,,
15.02093/PM,"BINIATZEM, SRM",Palma de Mallorca/MIGJORN GRAN (ES),PP,,,
15.02097/PM,"SANT JOAN GRAN, SRM",Palma de Mallorca/CIUTADELLA DE MENORCA,PP,,,
15.02099/PM,"UNIDAD AGROPECUARIA BINIGARBA, SRM",Palma de Mallorca/CIUTADELLA DE MENORCA,PP,,,
15.02104/IB,"SON MERCER DE BAIX, SRM",Islas Baleares/FERRERIES,PP,,,
15.02115/IB,"SON SIVINETA, SRM",Islas Baleares/CIUTADELLA DE MENORCA,PP,,,
15.02131/PM,"SUBAIDA, SCL",Palma de Mallorca/MERCADAL (ES),PP,,,
15.02160/PM,"MARQUES PONS, GABRIEL",Palma de Mallorca/MAO,PP,,,
15.02162/PM,"ALGENDARET NOU, SRM",Palma de Mallorca/MAO,PP,,,
15.02172/IB,"ARENETAS, SRM",Islas Baleares/CIUTADELLA DE MENORCA,PP,,,
15.02177/PM,"BINIANCOLLET, SRM",Palma de Mallorca/SANT LLUIS,PP,,,
15.02198/PM,"FEBRER JUAN, VICTORY DE",Palma de Mallorca/--,PP,,,
15.02230/PM,"SON PLANAS, SRM",Palma de Mallorca/CIUTADELLA DE MENORCA,PP,,,
15.02233/IB,"LLORENS FEDELICH, FRANCESC",Islas Baleares/MERCADAL (ES),PP,,,
15.02273/IB,"ADAYA-SON TEMA, SRM",Islas Baleares/MERCADAL (ES),PP,,,
15.02277/PM,"BINIXABO, SRM",Palma de Mallorca/ALAIOR,PP,,,
15.02388/IB,"SON OLIVES, SRM",Islas Baleares/CIUTADELLA DE MENORCA,PP,,,
15.02399/PM,"ES TAP NOU, SL",Palma de Mallorca/SANT MIQUEL DE BALANSAT,PP,,,
15.02928/IB,"M&M LACTEOS,S.L",Islas Baleares/MAO,PP,,,
15.03012/PM,"PONS PONS, JUAN",Palma de Mallorca/ALAIOR,PP,,,
15.03323/PM,FORMATGES BURGUERA SAT BA-71,Palma de Mallorca/CAMPOS,PP,,,
26.00365/PM,"AIR CPU, SL",Palma de Mallorca/COLL DE''N RABASSA (ES),PP,,MP,
26.04098/IB,"PRECOCINADOS JUAN CAMPOS, SL",Islas Baleares/CABANETA (SA),PP,,MP,
40.00582/IB,ES MERCAT D'ARQUEBISBE SL,Islas Baleares/PALMA DE MALLORCA,CS,,,
40.00900/IB,"CENTRAS MIL, S.L.",Islas Baleares/PALMA,CS,,,
40.01722/IB,"CAMPOFRIO ALIMENTACION, SA",Islas Baleares/COLL DE''N RABASSA (ES),CS,,,
40.01723/IB,"HIJOS DE RAMON OLIVER, SL",Islas Baleares/INDIOTERIA (SA),CS,,,
40.02774/IB,"GLAÇ, SA",Islas Baleares/INDIOTERIA (SA),CS,,,
40.02861/PM,"DAVIGEL ESPAÑA, SA",Palma de Mallorca/PALMA,CS,,,
40.03076/PM,"HERIBERTO Y VITALICO SANCHEZ, CB",Palma de Mallorca/PALMA DE MALLORCA,CS,,,
40.05825/IB,"CARNES Y ALIMENTOS MAS CRESPO, SA",Islas Baleares/COLL DE''N RABASSA (ES),CS,,,
40.06070/PM,"DISTRIBUCIONES PINEDA MONTIEL, SL",Palma de Mallorca/SANT RAFEL,CS,,,
40.06071/IB,"COMPAÑIA MEDITERRANEA DE FRIO Y ALIMENTACION, SL",Islas Baleares/PALMA,CS,,,
40.08492/PM,"M.F. VARVE, SA",Palma de Mallorca/PALMA DE MALLORCA,CS,,,
40.09031/IB,"COMERCIAL BREA, CB",Islas Baleares/PALMA,CS,,,
40.09111/IB,"ARGAL ALIMENTACION, S.A.",Islas Baleares/MARRATXINET,CS,,,
40.09620/IB,"CONGELADOS PINOS MAR, SL",Islas Baleares/BINISSALEM,CS,,,
40.09926/PM,"HOTELSA ALIMENTACION, SL",Palma de Mallorca/INDIOTERIA (SA),RW,,,
40.10357/IB,"CAFES EL GALLO, SL",Islas Baleares/VILETA (SA),CS,,,
40.11639/IB,"NUTRIMAX, SL",Islas Baleares/CABANETA (SA),CS,,,
40.11941/PM,"ABENAXBAR, SL",Palma de Mallorca/SANTA MARGALIDA,CS,,,
40.12035/PM,"EUROP FOODS IBIZA, SLU",Palma de Mallorca/SANT JORDI DE SES SALINES,CS,,,
40.12105/IB,"CONGELATS JUVIMAR, SL",Islas Baleares/INDIOTERIA (SA),CS,,,
40.12757/IB,"EUROP FOODS ISLAS, SL",Islas Baleares/CABANETA (SA),CS,,,
40.14160/PM,"S'HORT D'ES PONT, SL",Palma de Mallorca/CIUTADELLA DE MENORCA,RW,,,
40.14302/IB,"EXCLUSIVES SES ILLES, SL",Islas Baleares/INDIOTERIA (SA),CS,,,
15.03925/PM,"COMPANATGE, SL",Palma de Mallorca/SANTA EULARIA DES RIU,"CS, PP",,,
14.02081/PM,"AVICOLA BALLESTER, SA",Palma de Mallorca/MANACOR,"PP, EPC",,,
40.15132/PM,"PRODUCTES CAN MONTES, SL",Palma de Mallorca/LLUCMAJOR,CS,,,
10.15643/IB,NOSTRE PRODUCTE BALEAR SL,Islas Baleares/CA'N PICAFORT,"CS, MM, MP, PP",,MP,
12.11480/PM,"PESCADOS Y MARISCOS ALCUDIA FRIO, SL",Palma de Mallorca/PORT D'ALCUDIA,FFP,,,
10.15697/PM,"MIR JAUME, JUAN JOSE",Palma de Mallorca/PALMA,PP,,MP,
40.16005/PM,"MASCARO MORERA, SL",Palma de Mallorca/ALAIOR,CS,,,
10.15909/IB,"PROPICARN, SL",Islas Baleares/SANTA MARIA DEL CAMI,"CS, RW, CP, MM, MP",,MP,
40.16070/PM,"PROPICARN, SL",Palma de Mallorca/SANTA MARIA DEL CAMI,CS,,,
15.04318/PM,"VINENT QUEVEDO, JUAN CARLOS",Palma de Mallorca/MAO,PP,,,
12.11816/IB,CONFRARIA DE PESCADORS DE CIUTADELLA,Islas Baleares/CIUTADELLA DE MENORCA,CS,,,
10.15989/IB,"CONGELADOS PINOS MAR, SL",Islas Baleares/BINISSALEM,"CS, CP, MM, MP",,,
40.16426/IB,"GENERAL MARKETS FOOD IBERICA, SAU",Islas Baleares/PALMA,CS,,,
14.02229/IB,"GRANJA SAN TIMOTEO, SL",Islas Baleares/SANTA EULARIA DES RIU,CS,,,
12.12338/PM,CONFRARIA DE PESCADORS DE MAÓ,Palma de Mallorca/MAO,"DC, AH",,,
15.04534/PM,"ECO SA TEULERA, SL",Palma de Mallorca/PETRA,PP,,,
14.02250/PM,"GILI FERRER, MIQUEL",Palma de Mallorca/LLORET DE VISTALEGRE,EPC,,,
40.17721/PM,"LACTEOS PALMA, SL",Palma de Mallorca/PALMA,CS,,,
10.17431/PM,MANCOMUNITAT INTERMUNICIPAL SERVEIS PUBLICS INSULARS,Palma de Mallorca/EIVISSA,SH,A,,
12.13379/IB,"PESCADOS DAVID CASTEL, SL",Islas Baleares/PALMA,"CS, FFP",,,
10.17572/PM,"MIGUEL SOCIAS SOLER, S.L.",Palma de Mallorca/INCA,RW,,MP,
15.04856/PM,"MIGUEL SOCIAS SOLER, S.L.",Palma de Mallorca/INCA,RW,,,
15.04900/PM,"PRODUCTORS ILLENC, SA",Palma de Mallorca/PORRERES,"PP, CC",,,
12.13620/IB,"TAST DE MAR, SC",Islas Baleares/CASTELL (ES),CS,,,
40.18528/IB,"CARNICAS SUÑER, S.A.",Islas Baleares/MANACOR,CS,,,
12.13797/PM,"PESCADERIA MAYOL RIBOT, SL",Palma de Mallorca/SOLLER,"CS, PP, FFP",,,
12.13799/PM,CONFRARIA DE PESCADORS SANT PERE DE SOLLER,Palma de Mallorca/SOLLER,AH,,,
40.18952/IB,"DAMA ALIMENTARIA, SL",Islas Baleares/PALMA,CS,,,
40.19032/PM,"HERMES LOGISTICA, SA",Palma de Mallorca/COLL DE''N RABASSA (ES),CS,,,
40.19173/IB,"DELICY FOOD SOLUTIONS, SL",Islas Baleares/MARRATXI,CS,,,
40.19724/IB,"PRECOCINADOS JUAN CAMPOS, SL",Islas Baleares/CABANETA (SA),CS,,,
40.19817/IB,"ISLEÑA DE CARNES Y CONGELADOS, SA",Islas Baleares/SANTA EULARIA DES RIU,CS,,,
12.14584/PM,"PESCADOS MAR ESTE, SL",Palma de Mallorca/COLL DE''N RABASSA (ES),FFP,,,
40.20259/IB,"GROUNDFORCE CARGO, SLU",Islas Baleares/SANT JORDI DE SES SALINES,CS,,,
40.20887/PM,"AMOROS GARCIA, FRANCISCO",Palma de Mallorca/SOLLER,CS,,,
40.21123/IB,"CECOSA SUPERMERCADOS, SL",Islas Baleares/COLL DE''N RABASSA (ES),"CS, RW",,,
40.21352/IB,"MALLORQUINA DE HOTELES Y RESTAURANTES, SL",Islas Baleares/MARRATXI,CS,,,
14.02499/PM,"DE LA FUENTE DURÀ, RICARD",Palma de Mallorca/CIUTADELLA DE MENORCA,EPC,,,
40.21446/IB,"INSULAR GENERAL ALIMENTARIA, S.A.",Islas Baleares/INDIOTERIA (SA),CS,,,
40.21730/IB,"ISLAFRED, SLU",Islas Baleares/SANTA MARIA DEL CAMI,CS,,,
40.21863/IB,EL PALADAR JAMONERIA Y DELICATESSEN SL,Islas Baleares/CIUTADELLA DE MENORCA,RW,,,
10.19804/IB,"PRODUCTOS CARNICOS DE MANACOR, SA",Islas Baleares/BINISSALEM,PP,,MP,
40.22328/IB,"NUEVOS CONCEPTOS Y FRANQUICIAS, SL",Islas Baleares/PALMA,CS,,,
40.22329/PM,"INSTAL·LACIONS FRIGORIFIQUES BALEARS, SL",Palma de Mallorca/LLUCMAJOR,CS,,,
40.22526/PM,"GRANJA AVÍCOLA CONSELL, SL",Palma de Mallorca/SANT LLUIS,CS,,,
15.05964/PM,"LACTEOS PALMA, SL",Palma de Mallorca/PALMA,RW,,,
12.16609/PM,"PESCADERIA MAYOL RIBOT, SL",Palma de Mallorca/INDIOTERIA (SA),"CS, PP, FFP",,,
40.23165/IB,"LINARES FERNANDEZ, JUAN CARLOS",Islas Baleares/PALMA,CS,,,
40.23230/IB,"MASSO PEREZ, MARLIVE SHIRLEY",Islas Baleares/VILETA (SA),CS,,,
10.20696/PM,"EMBUTIDOS MANJÓN, SL",Palma de Mallorca/PALMA DE MALLORCA,"MM, MP, PP",,MP,
40.23490/IB,"MICOCARNE EUROPA, SL",Islas Baleares/VILETA (SA),CS,,,
40.23594/IB,"FEINKOST FARNETANI MALLORCA, SL UNIPERSONAL",Islas Baleares/SANTA PONÇA,CS,,,
15.06201/PM,"MENORCA LLET, SL",Palma de Mallorca/ALAIOR,PP,,,
10.20881/PM,"MIQUEL ALIMENTACIÓ GRUP, SA",Palma de Mallorca/SANTA EULARIA DES RIU,"CP, MM, MP",,,
10.20882/PM,ANTONIA LLORENS SALORD SL,Palma de Mallorca/CIUTADELLA DE MENORCA,PP,,MP,
10.20883/PM,SCL VIRGEN DE MONTE TORO,Palma de Mallorca/MAO,"CP, MM, MP, PP",,MP,
12.16952/IB,"XUTIPESCA, SL",Islas Baleares/COLL DE''N RABASSA (ES),"PP, FFP",,,
40.24145/IB,"PESCADOS OLIVER, SL",Islas Baleares/POLLENÇA,CS,,,
12.17271/PM,"PESCADOS FRANCISCO GARCIA, SL",Palma de Mallorca/CASTELL (ES),PP,,,
10.21279/IB,"BOULEVARD CULINARY PROJECTS, SL",Islas Baleares/MURO,"MM, MP",,,
10.21280/IB,"ANIOFE, SL",Islas Baleares/FORMENTERA,"CP, MM, MP",,,
10.21412/PM,"CARNES GALINDO, CB",Palma de Mallorca/EIVISSA,"MM, MP",,,
14.02643/PM,"LACTIS DEL MONTSENY, SL",Palma de Mallorca/LLUBI,EPC,,,
12.17592/IB,"ENSEÑAT CROHEN, FRANCISCO JOSE",Islas Baleares/PORT (EL),CS,,,
10.21592/IB,"PONS PONS, JUAN",Islas Baleares/ALAIOR,PP,,MP,
15.06562/IB,"HIJOS DE RAMON OLIVER, SL",Islas Baleares/INDIOTERIA (SA),"RW, PP",,,
15.06584/PM,"ES TUDONS, SRM",Palma de Mallorca/ALAIOR,PP,,,
12.17819/IB,PESCADOS PABLO TRIGO SL,Islas Baleares/PALMA,CS,,,
10.21809/PM,"CHARCUTERIA CA MADO GERONI, SL",Palma de Mallorca/LLUCMAJOR,PP,,MP,
40.25439/IB,TRANSPORTES FRIGORÍFICOS RAMÓN VILLALBA SL,Islas Baleares/SANTA EULARIA DES RIU,CS,,,
10.21880/IB,"GENERAL MARKETS FOOD IBERICA, SAU",Islas Baleares/PALMA,"CP, MM, MP",,,
15.06674/PM,BINIGARBA QUESOS SL,Palma de Mallorca/CIUTADELLA DE MENORCA,PP,,,
12.17944/IB,"SANCHEZ COLOMAR, DAVID",Islas Baleares/SANT FRANCESC DE FORMENTERA,PP,,,
10.21908/IB,"INDUSTRIAS CARNICAS CASTILLA LA MANCHA, SA",Islas Baleares/VILETA (SA),"CP, MM, MP, PP",,MP,
10.21921/IB,"MIQUEL ALIMENTACIO GRUP, SAU",Islas Baleares/PUIG DE''N VALLS,"CP, MM, MP",,,
12.18032/IB,"ALMAR FISH 2018, SL",Islas Baleares/COLL DE''N RABASSA (ES),CS,,,
40.25824/IB,"KUNUZ BALEARES, SL",Islas Baleares/INCA,CS,,,
10.22176/PM,"FRUFOR, SL",Palma de Mallorca/SANT FRANCESC DE FORMENTERA,"CP, MM, MP, PP",,MP,
15.06851/PM,"ARTINA, GABRIELE",Palma de Mallorca/SANT ANTONI DE PORTMANY,PP,,,
10.22844/PM,"CARNS RAPID, SL",Palma de Mallorca/CONSELL,RW,,MP,
12.19082/IB,MANUEL CABRERA E HIJO SCP,Islas Baleares/MAO,"PC, FFP",,,
40.27577/IB,"COMERCIAL TOMIÑO, SL",Islas Baleares/PALMA,CS,,,
10.23066/PM,CAN NOT SL,Palma de Mallorca/PORRERES,PP,,MP,
40.28254/IB,"DISTRIBUCIONES NESPIT, SL",Islas Baleares/PALMA,CS,,,
12.19510/IB,"PESCADERIA FEDERICO, SL.",Islas Baleares/SANT FRANCESC DE FORMENTERA,CS,,,
10.23457/IB,"ECO SON MAYOL, SLU",Islas Baleares/PALMA,"CP, MM, MP, PP",,MP,
15.07326/PM,"TIRANT NOU, SRM",Palma de Mallorca/MERCADAL (ES),PP,,,
10.23682/IB,"PAGESOS ECOLOGICS DE MALLORCA, SOC. COOP.",Islas Baleares/BINISSALEM,"CP, PP",,MP,
10.23733/PM,"CARNES ROIPE, SA",Palma de Mallorca/SANT FRANCESC DE FORMENTERA,"MM, MP",,,
40.29232/PM,"DISPREU LOGÍSTICA, SL",Palma de Mallorca/ALAIOR,CS,,,
40.29283/IB,"INDUSTRIAS CARNICAS CASTILLA LA MANCHA, SA",Islas Baleares/VILETA (SA),CS,,,
15.07449/PM,"LLURIACH, SRM",Palma de Mallorca/MERCADAL (ES),PP,,,
15.07462/IB,SON COSTA S.R.M.,Islas Baleares/SANT CLIMENT,PP,,,
15.07474/IB,"ALMUDAINA, SRM",Islas Baleares/CIUTADELLA DE MENORCA,PP,,,
10.23885/IB,"DISTRIBUCIONES CARNFRESC CIUTADELLA, SL",Islas Baleares/MAO,CS,,,
15.07493/PM,"MOREY BUÑOLA, ANTONIA",Palma de Mallorca/INCA,PP,,,
40.30561/PM,DISTRIBUCIONS PONTALT S.L.,Palma de Mallorca/PALMA DE MALLORCA,CS,,,
40.30689/PM,CARNICAS Y SUPERMERCADO LUIS S.L.,Palma de Mallorca/CALVIA,CS,,,
12.20032/PM,CONFRARIA DE PESCADORS DE SANTANYI,Palma de Mallorca/SANTANYI,AH,,,
40.31977/PM,REFRILOG S.L.,Palma de Mallorca/PALMA DE MALLORCA,CS,,,
10.24052/IB,"PRODUCTOS CARNICOS MALLORCA 2011, SL",Islas Baleares/MARRATXI,"CS, CP, MM, MP",,,
40.32763/IB,IBIZA DELIVERS SL,Islas Baleares/SANT ANTONI DE PORTMANY,CS,,,
15.007586/IB,"TORRE D'EN QUART, SRM",Islas Baleares/CIUTADELLA DE MENORCA,PP,,,
40.035721/IB,"MASCARO OLIVER, ANTONIA",Islas Baleares/PALMA DE MALLORCA,CS,,,
40.035722/IB,PALMA GEL S.L.,Islas Baleares/PALMA DE MALLORCA,CS,,,
40.035723/IB,REPRESENTACIONES GLOBUS FOOD S.L.,Islas Baleares/PALMA DE MALLORCA,CS,,,
40.035724/IB,HERMANOS MENEGHELLO S.L.,Islas Baleares/SANT ANTONI DE PORTMANY,CS,,,
15.007594/IB,"TORRE TRENCADETA, SRM",Islas Baleares/CIUTADELLA DE MENORCA,PP,,,
15.007609/IB,"SON PIRIS, SRM",Islas Baleares/CIUTADELLA DE MENORCA,PP,,,
40.036474/IB,PASTIBIZA S.L.,Islas Baleares/SANTA EULARIA DES RIU,CS,,,
40.036475/IB,CECOSA SUPERMERCADOS S.L.,Islas Baleares/SANTA EULARIA DES RIU,CS,,,
15.007617/IB,FINCA BINILLOBET SRM,Islas Baleares/MERCADAL (ES),PP,,,
10.024308/IB,CARNES 50 CB,Islas Baleares/PALMA DE MALLORCA,"CS, CP, MM, MP",,,
10.024309/IB,SOBRASSADERIA CAN MAGI CB,Islas Baleares/SON SERVERA,PP,,MP,
40.037153/IB,"MEDIPEIX, S.L.",Islas Baleares/PALMA DE MALLORCA,CS,,,
40.037154/IB,"SEUR GEOPOST, SLU",Islas Baleares/MAO,CS,,,
10.024333/IB,EMBOTITS MENORCA 2012 S.L.,Islas Baleares/CIUTADELLA DE MENORCA,PP,,"BL, MP",
40.037568/IB,"GARCIA PEREZ, FRANCISCO LUIS",Islas Baleares/PALMA DE MALLORCA,CS,,,
40.039181/IB,"MOYA SAUS E HIJOS, SA",Islas Baleares/INCA,CS,,,
10.024414/IB,GANADOS PALLISER SL,Islas Baleares/MAO-MAHON,"CS, CP, MM, MP, PP",,MP,
12.020652/IB,COFRADIA PESCADORES DE FORNELLS,Islas Baleares/MERCADAL (ES),AH,,,
40.041656/IB,FRUFOR HERMANOS IBIZA SL,Islas Baleares/SANTA GERTRUDIS,CS,,,
14.002918/IB,"ALGENDARET NOU, SRM",Islas Baleares/MAO-MAHON,EPC,,,
10.024579/IB,"TIRANT NOU, SRM",Islas Baleares/MERCADAL (ES),PP,,MP,
10.024616/IB,"VINENT QUEVEDO, JUAN CARLOS",Islas Baleares/MAO-MAHON,PP,,MP,
10.024635/IB,"MONGOFRE VELL, SRM",Islas Baleares/MAO-MAHON,PP,,MP,
12.020795/IB,"GRAN BOVER, SL",Islas Baleares/MAO-MAHON,PP,,SN,
26.013965/IB,"GRAN BOVER, SL",Islas Baleares/MAO-MAHON,PP,,,
10.024704/IB,SON COSTA S.R.M.,Islas Baleares/SANT CLIMENT,PP,,MP,
15.007737/IB,"SON VIVES, SRM",Islas Baleares/FERRERIES,PP,,,
40.044386/IB,B.CERO CONGELADOS SL,Islas Baleares/MARRATXI,CS,,,
12.020887/IB,CONSERVAS ES PINARET SL,Islas Baleares/MARRATXI,CS,,,
15.007759/IB,"BINIGAFULL, SRM",Islas Baleares/CIUTADELLA DE MENORCA,PP,,,
40.045238/IB,"TRANSPORTES FRIGORIFICOSPROFESIONALES, SL",Islas Baleares/PALMA,CS,,,
40.045672/IB,"BEVTECH SERVICES, SLU",Islas Baleares/PALMA DE MALLORCA,CS,,,
12.021006/IB,"ISD 2011, SL",Islas Baleares/COLL DE''N RABASSA (ES),CS,,,
15.007767/IB,SAT SON JOVER,Islas Baleares/INCA,PP,,,
12.021007/IB,"CA'N MATARINO, SL",Islas Baleares/SOLLER,PP,,,
40.046322/IB,"RHENUS LOGISTICS, SAU",Islas Baleares/MARRATXI,CS,,,
40.046336/IB,CROISSANT SHOW DISTRIBUCIONES SC,Islas Baleares/SANT ANTONI DE PORTMANY,CS,,,
40.046337/IB,PEIXMA SL,Islas Baleares/SANT ANTONI DE PORTMANY,CS,,,
40.046345/IB,DISTRIBUCIONES ANIPAN SL,Islas Baleares/SANTA EULARIA DES RIU,CS,,,
10.024877/IB,ES CUCO SL,Islas Baleares/SANT JOSEP DE SA TALAIA,"CP, MM, MP, PP",,MP,
