Nº RGSEAA (*),Razón Social,Provincia/Localidad,Actividades,Especies (**),Otros Detalles,TSE Feed Ban
10.14784/CA,CARNES Y CONGELADOS JUPE-JEREZ S.L.,Cádiz/JEREZ DE LA FRONTERA,"CS, CP, MM, MP, PP",,MP,
10.14800/VA,"APADRINA UN PALOMAR, S.L.",Valladolid/CUENCA DE CAMPOS,"SH, GHE","wL, wA, A",,
10.24007/MU,AVICOLA HERMANOS CRISTINO S.L.,Murcia/CEHEGIN,"SH, CP",A,,
10.14806/CA,CARNICAS Y EMBUTIDOS SIERRA ARCENSE S.L.,Cádiz/ARCOS DE LA FRONTERA,"CS, CP, MM, MP, PP",,MP,
10.14864/V,"AHULLANA LANUSSE, S.L.",Valencia/València/CARCAIXENT,CP,,,
10.14881/CU,"POFRIS, S.L.",Cuenca/SAN CLEMENTE,"CP, MM, MP",,,
10.14883/M,"DISTRIBUCIONES AVICOLAS EL MADROÑO, S.L.",Madrid/GETAFE,"CP, MM, MP",,,ABP
10.14887/SE,PROCAVI S.L.,Sevilla/MARCHENA,"SH, CP, MM, MP, MSM, PP",A,MP,
10.14903/VA,"LA DESPENSA CASTELLANA, S.L.",Valladolid/VALLADOLID,"CP, MM, MP, PP",,MP,
10.14910/M,"GRUPO EMPRESARIAL SOS, S.L.",Madrid/MADRID,"CP, MM, MP",,,
10.14923/GE,JAUME PLANAGUMA SC,Girona/OLOT,"CP, MM, MP, PP",,MP,
10.14929/CS,"COSECA LA PLANA, S.L.",Castellón/Castelló/BORRIANA/BURRIANA,"SH, CP, MM, MP, PP","P, B, C, O, S",MP,
10.15007/GE,CARNS SILS DE LA SELVA SL,Girona/SILS,"CS, CP, MM, MP",,,
10.15051/AL,EXCLUSIVAS J.A. FERNANDEZ S.L.,Almería/EJIDO (EL),"CS, CP",,,
10.15056/BA,JOSANOR S.L.,Badajoz/QUINTANA DE LA SERENA,"CS, CP, MM, MP, PP",,"BL, MP",
10.15076/GR,CHACINERIA RODRIGUEZ PACHECO S.L.,Granada/LOJA,"CP, MM, MP, PP",,MP,
10.15091/TE,"CARACIERZOS, S.L",Teruel/SANTA EULALIA,"SH, CP, PP",A,MP,
10.15146/M,TORROFER MEAT S.A.,Madrid/SAN AGUSTIN DEL GUADALIX,"CS, RW, CP, MM, MP, PP",,MP,
10.15151/GC,"Explotaciones Avícolas Díaz, S.L.","Palmas, Las/GALDAR",CP,,,
10.15189/M,"INDUSTRIAS CARNICAS LOS NORTEÑOS, S.A.",Madrid/MADRID,"CP, MM, MP, PP",,MP,
10.15191/CO,JOSE ARROYO E HIJOS S.L.,Córdoba/PUENTE GENIL,"CP, MM, MP",,,
10.15195/SE,CASTILLO MARTIN INDUSTRIAS CARNICAS S.L.,Sevilla/SAN JOSE DE LA RINCONADA,"CS, CP, MM, MP",,,
10.15236/TF,CABILDO INSULAR DE LA GOMERA,Santa Cruz de Tenerife/SAN SEBASTIAN DE LA GOMERA,SH,"P, B, C, O, L",,
10.15240/V,SALA DE DESFER I MAGATZEM FRIGORIFIC J. VIÑAS S.A.,Valencia/València/MIRAMAR,"CS, CP, MM, MP",,,
10.15241/V,"BLASCO FERRER, JOSE SALVADOR",Valencia/València/ALGEMESI,"CS, CP, MM, MP",,,
10.15249/H,ELABORADOS CARNICOS DEL CONDADO INFANTE S.L.L.,Huelva/ROCIANA DEL CONDADO,"CP, MM, MP",,,
10.15301/PO,"RAMIRO MARTINEZ, S.L.",Pontevedra/MEIS,"RW, CP, MM, MP",,,
10.15316/BA,IBERCARNICAS PACENSE S.L.,Badajoz/BADAJOZ,"CP, MM, MP",,,
10.15328/M,"INDUSTRIAS CARNICAS COLLSAR, S.A.",Madrid/MADRID,"RW, CP, MM, MP",,MP,
10.15361/AV,"AVES VAZQUEZ, S. L.",Ávila/AVILA,"CS, CP",,,
10.15443/SO,JAVIER DE LA VILLA MARINA,Soria/SORIA,"CS, CP, MM, MP",,,
10.15516/GC,"ATLANTICO 7, S.L.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)","CP, MM, MP",,,
10.15524/TF,"Frimancha Canarias, SLU",Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,"CS, RW, CP, MM, MP",,,
10.15531/GE,COUBET SL,Girona/OLOT,"CP, MM, MP",,,
10.15641/BA,INDUSTRIAS CARNICAS DE FIALLO S.L.,Badajoz/DON BENITO,"CS, CP, MM, MP, PP",,MP,
10.15706/V,"CARNES DOS HERMANAS, S.L.",Valencia/València/CATARROJA,"CS, CP, MM, MP",,,
10.15758/NA,SOCIEDAD COOPERATIVA DE HOSTELERIA NAVARRA LIMITADA,Navarra/BURLADA/BURLATA,CP,,,
10.15836/GE,COLL VERD PRODUCTES DE L'ANEC SA,Girona/VILAMALLA,"SH, CP, PP",A,MP,
10.15857/NA,"MAKRO AUTOSERVICIO MAYORISTA, S.A.",Navarra/PAMPLONA/IRUÑA,CP,,,
10.15871/C,"RAMOS ALIDIS, S.L.","Coruña, A/ZAS","CP, MM, MP",,,
10.15909/IB,"PROPICARN, SL",Islas Baleares/SANTA MARIA DEL CAMI,"CS, RW, CP, MM, MP",,MP,
10.16004/MA,CAREMAXA S.L.,Málaga/ALCAUCIN,"CP, MM, MP, PP",,MP,
10.16058/B,CARNS TORRENT I BONET SL,Barcelona/AMETLLA DEL VALLES (L'),"RW, CP, MM, MP, PP",,MP,
10.16078/SE,CARNES Y PESCADOS HERMANOS ROSSO S.L.,Sevilla/SEVILLA,"CS, RW, CP, MM, MP, PP",,MP,
10.16089/GE,CARNS TRIAS SL,Girona/BANYOLES,"CP, MM, MP, PP",,MP,
10.16178/GE,CARNS I EMBOTITS JORDI BASSO SL,Girona/GIRONA,"CP, MM, MP, PP",,MP,
10.16186/GR,"CARMONA VARON, ANTONIO",Granada/ESFILIANA,"CP, MM, MP, PP",,"BL, MP",
10.16195/LE,VICTOR JAVIER GONZALEZ VIÑUELA,León/LEON,CP,,,
10.16225/CO,PROMOTORA DE DETALLISTAS DE ALIMENTACION S.A.,Córdoba/CORDOBA,"CS, CP, MM, MP",,,
10.16245/V,"CARNES REQUENI OLASO, S.L.",Valencia/València/VALENCIA,"CP, MM, MP, PP",,MP,
10.16318/TO,"HERRERA GUTIERREZ, JOSE LUIS",Toledo/TALAVERA DE LA REINA,"CP, MM, MP, PP",,MP,
10.16350/MA,CARNICAS ANDRES JIMENEZ S.L.,Málaga/MARBELLA,"CS, RW, CP, MM, MP",,,
10.16362/B,TRICARNS 2001 SL,Barcelona/RUBI,"CS, RW, CP, MM, MP, PP",,MP,
10.16404/MU,CARABELL ALIMENTACION S.L.,Murcia/SANTA CRUZ,"CP, PP",,MP,
10.16461/AL,CARNICAS HUERCALENSES S.L.,Almería/HUERCAL-OVERA,"CP, MM, MP, PP",,MP,
10.16469/J,EMBUTIDOS CANO S.C.,Jaén/MARMOLEJO,"CP, MM, MP, PP",,MP,
10.16497/SE,RAFAEL OLIAS FERNANDEZ S.L.,Sevilla/SEVILLA,"CS, CP, MM, MP",,,
10.16544/B,VIME - LLUCH SA,Barcelona/SANT ADRIA DE BESOS,CP,,,
10.16569/V,"JAMONES ESPEJO, S.L.",Valencia/València/VALENCIA,"CS, CP, MM, MP, PP",,MP,
10.16662/OR,"CARNICERIAS M. BOO, S.L.",Ourense/SAN CIBRAO DAS VIÑAS,"CS, CP, MM, MP, PP",,MP,
10.16664/GE,FRESC MATI SL,Girona/JONQUERA (LA),"CP, MM, MP, PP",,MP,
10.16680/H,CASH LEPE S.L.,Huelva/LEPE,"CS, RW, CP, MM, MP",,MP,
10.16695/H,AVICOLA SERRANA S.L.,Huelva/NAVA (LA),"CP, MM, MP",,,
10.16736/MU,"GANADOS RIO SEGURA, S.L.",Murcia/CAÑADAS DE SAN PEDRO,"CS, CP, MM, MP, PP",,MP,
10.16743/B,"SANCHEZ MORALES, JOAN",Barcelona/LLIÇA D'AMUNT,"CP, MM, MP",,,
10.16750/TO,CARNES SALUD 1980 SL.,Toledo/TALAVERA DE LA REINA,"CP, MM, MP, PP",,MP,
10.16753/CE,NOOR MOHAMED S.L.,Ceuta/CEUTA,"RW, CP, MM, MP",,,
10.16756/V,"CARNICAS BENIRREDRA, S.L.",Valencia/València/BENIRREDRA,"CS, CP",,,
10.16778/MA,S.COOP.ANDALUZA DCOOP,Málaga/CAMPILLOS,"CS, CP, MM, MP, PP",,MP,
10.16799/J,ELABORADOS EL LINCE S.L.,Jaén/ANDUJAR,"RW, CP, MM, MP",,,
10.16834/GI,"AGUSTÍ PARALS, MARTÍ",Girona/ULLASTRET,"CP, MM, MP, PP",,MP,
10.16896/A,"GENERAL MARKETS FOOD IBERICA, S.A.U.",Alicante/Alacant/TORREVIEJA,"CP, MM, MP",,,
10.16912/P,"CARNICAS PALENCIA 2000, S. L.",Palencia/PALENCIA,"CS, CP, MM, MP",,,
10.16925/B,ECOVIAND DE BRUGAROLAS SL,Barcelona/FRANQUESES DEL VALLES (LES),"CS, CP, MM, MP",,,
10.16957/CO,PRECOCINADOS ALEGRE MANOLO EL GENIO S.L.,Córdoba/VISO (EL),"CP, MM, MP, PP",,MP,
10.17029/SE,CARNES MIGUEL ANGEL ESCAMEZ S.L.,Sevilla/SANLUCAR LA MAYOR,"RW, CP, MM, MP",,MP,
10.17039/A,"GENERAL MARKETS FOOD IBERICA, S.A.U.",Alicante/Alacant/ELCHE/ELX,"CS, RW, CP, MM, MP",,,
10.17098/O,PRODUCTOS CARNICOS FLOVAR SL,Asturias/MERES,"CS, CP, MM, MP",,,
10.17237/MA,EL GATO EN LA HORNILLA S.L.,Málaga/MALAGA,"CP, MM, MP, PP",,MP,
10.17263/CS,"GENERAL MARKETS FOOD SERVICE IBERICA, S.L.U.",Castellón/Castelló/CASTELLON DE LA PLANA/CASTELLO DE LA PLANA,"CS, RW, CP, MM, MP",,,
10.17267/M,"DISTRIBUCIONES AVICOLAS HERMANOS LOPEZ, S.L.",Madrid/MADRID,CP,,,
10.17326/SA,CENTRO NACIONAL DE FORMACION DEL ECYL,Salamanca/SALAMANCA,"CS, CP, MM, MP, PP",,MP,
10.17359/O,TURALLER SL,Asturias/FELECHOSA,"CS, CP, GHE, MM, MP, PP","wU, wG",MP,
10.17397/SS,"EUROJAM, S.L.",Gipuzkoa/USURBIL,"CP, PP",,MP,
10.17431/PM,MANCOMUNITAT INTERMUNICIPAL SERVEIS PUBLICS INSULARS,Palma de Mallorca/EIVISSA,SH,A,,
10.17435/T,MULET AND HIDALGO SL,Tarragona/TORTOSA,"RW, CP",,MP,
10.17509/TO,"CARNICAS RUJOVI, S.L.",Toledo/LOMINCHAR,"CP, MM, MP, PP",,MP,
10.17510/TO,"PANIAGUA HERNÁNDEZ, GUILLERMO",Toledo/TOLEDO,CP,,,
10.17514/GE,CARNS BUXEDA SL,Girona/GIRONA,"CS, CP, MM, MP",,,
10.17517/SS,"CARNES VALENTÍN, S.L.",Gipuzkoa/DONOSTIA/SAN SEBASTIAN,"CS, CP",,,
10.17578/M,MERCAN ALIMENTACION S.L.,Madrid/CIEMPOZUELOS,"CS, CP",,,
10.17592/M,"QUIROCARNE, S.L.",Madrid/ALCORCON,"CP, MM, MP",,,
10.17621/M,SANIMAR S.A.,Madrid/MADRID,"RW, CP, MM, MP",,MP,
10.17624/CA,DISTRIBUCIONES FRAMOHE S.L.U.,Cádiz/JEREZ DE LA FRONTERA,"CS, CP, MM, MP",,,
10.17681/SS,"CÁRNICAS MARDI, S.L.",Gipuzkoa/DONOSTIA/SAN SEBASTIAN,"CS, CP, PP",,MP,
10.17750/CO,CARNICAZA S.L.,Córdoba/HORNACHUELOS,"CP, GHE, MM, MP, PP","wU, wG",MP,
10.17819/MU,HUEVOS INMACULADA S.A.,Murcia/COSTERA (LA),"CS, SH, CP",L,,
10.18010/GE,ANECS DE LA BARROCA SCP,Girona/SANT ANIOL DE FINESTRES,"SH, CP",A,,
10.18068/CA,GONZALEZ GARCIA JOSEFA,Cádiz/JEREZ DE LA FRONTERA,"CS, CP",,,
10.18095/V,"SELEC 2004 , S.L.",Valencia/València/MIRAMAR,"RW, CP",,MP,
10.18115/TF,CAÑA DULCE DE GÜIMAR S.L.,Santa Cruz de Tenerife/GÜIMAR,SH,L,,
10.18139/SE,DISTARAJAL S.L.,Sevilla/ARAHAL,"CS, CP, MM, MP, PP",,MP,
10.18173/J,SBH MAGINA S.L.,Jaén/LINARES,"CS, CP, MM, MP",,,
10.18404/CO,DISTRIBUCIONES CHACON S.L.,Córdoba/CARLOTA (LA),"CS, CP",,,
10.18424/MA,JOSE GODOY GODOY S.L.,Málaga/MALAGA,"CS, CP, MM, MP, PP",,MP,
10.18445/SE,CARNES Y EMBUTIDOS FERNANDO CAÑABATE S.L.,Sevilla/CANTILLANA,"RW, CP, MM, MP, PP",,MP,
10.18544/SE,CARNICAS CIGARRERAS S.L.,Sevilla/PUEBLA DEL RIO (LA),"CP, MM, MP, PP",,MP,
10.18566/M,"DISTRIBUCIONES AVICOLAS COSLAVI, S.L.",Madrid/COSLADA,"CS, CP",,,
10.18596/GE,KIKU SL,Girona/SANT FELIU DE GUIXOLS,"CP, MM, MP, PP",,MP,
10.18672/A,"ROVI ALICANTE, S.L.",Alicante/Alacant/SAN VICENTE DEL RASPEIG/SANT VICENT DEL RAS,"RW, CP, MM, MP",,,
10.18673/T,ALIMENTBARNA SL,Tarragona/REUS,"SH, CP",A,,
10.18695/BA,"SOLA RICCA EXTREMADURA, S.A.U.",Badajoz/ARROYO DE SAN SERVAN,"CS, SH, CP, MSM, PP",A,BL,
10.18702/TO,"NUTRAVE, SA.",Toledo/BARGAS,"SH, CP, MM, MP",A,,
10.18747/CU,"OSMO S. XXI, S.L.",Cuenca/TARANCON,"RW, CP, PP",,MP,
10.18765/SE,GARCIA SUAREZ JOSE,Sevilla/ARAHAL,CP,,,
10.18805/A,"MUSGRAVE ESPAÑA, S.A.U.",Alicante/Alacant/TORREVIEJA,"CP, MM, MP",,,
10.18821/BI,"GANADOS OLDEKO, S.L.",Bizkaia/ORTUELLA,"CP, MM, MP",,,
10.18938/SS,"DASTATZEN, S.L.",Gipuzkoa/ASTIGARRAGA,"CS, RW, CP, MM, MP, PP",,MP,
10.18990/B,ESCO FRESC SL,Barcelona/SANT JOAN DESPI,"RW, CP, MM, MP, PP",,MP,
10.19053/T,GRANJA LUISIANA SL,Tarragona/DELTEBRE,"SH, CP, GHE","wL, wA, A",,
10.19101/S,PATINO SC,Cantabria/CAVADA (LA),"CS, CP, MM, MP",,,
10.19124/MU,"HERNANDEZ MORENO, MIGUEL ANGEL",Murcia/CASILLAS (LUGAR DE) O ERMITA DE BUENDIA,"CS, CP",,,
10.19146/NA,"LERÍN AGROPECUARIA, S.L.",Navarra/LERIN,"CS, SH, CP, PP",A,MP,ABP
10.19192/SE,LA BODEGA IBERICA DE ESTEPA S.L.,Sevilla/ESTEPA,"RW, CP, MM, MP, PP",,MP,
10.19203/GE,GICARNS SL,Girona/RIUDELLOTS DE LA SELVA,"RW, CP, MM, MP",,MP,
10.19284/AL,"CARRILLO JIMENEZ, ESTEBAN",Almería/ALBOX,CP,,,
10.19320/CA,AVICONIL S.L.,Cádiz/CONIL DE LA FRONTERA,"CS, SH",A,,
10.19337/SE,"UNIONES CARNICAS DEL BIERZO EN ANDALUCIA, S.L.",Sevilla/SEVILLA,"CP, MM, MP, PP",,MP,
10.19346/MA,CEREZO RUIZ ILLANES SUAREZ CLEVERO S.L.,Málaga/MALAGA,"CP, MM, MP",,,
10.19357/CA,DISTRIBUCIONES CARNICAS VELO S.L.,Cádiz/SAN ROQUE,"CS, CP, MM, MP",,,
10.19386/GE,CARNIQUES ILLAS JULI SL,Girona/BLANES,"CP, MM, MP",,,
10.19415/M,"ALIMENTACION ALVEX, S.L.",Madrid/VALDEMORO,"CP, MM, MP",,,
10.19458/B,CANSALADERIES ARTESANES PAEZ SL,Barcelona/TERRASSA,"WM, CP, MM, MP, PP",,MP,
10.19475/B,ELABORADOS UCEDA SCP,Barcelona/TERRASSA,"CS, CP, MM, MP",,,
10.19497/SE,AVES MULERO C.B.,Sevilla/CABEZAS DE SAN JUAN (LAS),"CS, CP",,,
10.19529/NA,"CARNES ECHEGOR, SL",Navarra/BERRIOPLANO,"CS, CP, MM, MP",,,
10.19556/CO,CASA JULIA CARNES Y EMBUTIDOS S.L.U.,Córdoba/CARLOTA (LA),"CP, MM, MP",,,
10.19584/AL,INDUSTRIAS CARNICAS LA CALETA S.L.,Almería/BALERMA,"CP, MM, MP, PP",,MP,
10.19602/GE,FABREGA MONTEIS SCP,Girona/SANT FELIU DE PALLEROLS,SH,"A, L",,
10.19618/A,"PRODUCTOS CARNICOS L'ALACANTI, S.L.",Alicante/Alacant/ALICANTE/ALACANT,"RW, CP, MM, MP",,MP,
10.19629/GR,NATURAL AVES S.L.,Granada/GRANADA,"CS, CP",,,
10.19715/BI,"GASTRONOMIA CANTABRICA, S.L.",Bizkaia/AMOREBIETA-ETXANO,CP,,,
10.19799/H,AUTOSERVICIO BATISTA S.L.,Huelva/HUELVA,"RW, CP, MM, MP, PP",,,
10.19826/C,"POULET ROYAL, S.L.","Coruña, A/MELIDE","CS, SH, CP",A,,
10.19832/VI,"CARNICOS EL ARTESANO VASCO, SL",Araba/Álava/VITORIA-GASTEIZ,"CP, MM, MP",,,
10.19876/CC,ROLER EXTREMADURA S.L.U.,Cáceres/PERALEDA DE LA MATA,"RW, CP, MM, MP, PP",,MP,
10.19908/MA,CARRIGAR 2009 S.L.,Málaga/TORROX,"CS, CP, MM, MP",,,
10.19969/CS,"GANADOS Y CARNES QUEROL, S.L.",Castellón/Castelló/VINAROS,"CP, MM, MP, PP",,MP,
10.20029/M,"GENERAL MARKETS FOOD IBERICA, S.A.U.",Madrid/ALCALA DE HENARES,"CP, MM, MP",,,
10.20134/CO,CASTILLA ORTIZ S.L.,Córdoba/BAENA,"CP, MM, MP",,,
10.20159/MA,ZAPAPERU S.L.,Málaga/MALAGA,"CS, CP, MM, MP, PP",,MP,
10.20179/A,"UNION DETALLISTAS ESPAÑOLES, SDAD.COOP. UNIDE",Alicante/Alacant/ALICANTE/ALACANT,"CS, CP",,,
10.20187/SE,CAMPOS CARNES ECOLOGICAS S.L.,Sevilla/PILAS,"CP, MM, MP, PP",,MP,
10.20221/V,"PROCARN VALENCIA, S.L.",Valencia/València/BENAVITES,"RW, CP, MM, MP",,MP,
10.20264/TF,SOCIEDAD COOPERATIVA DEL CAMPO LA CANDELARIA,Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,"RW, CP, MM, MP, PP",,MP,
10.20327/MA,DISTRIBUCIONES ALIMENTARIAS MERCASUR S.L.,Málaga/MALAGA,"CS, CP, MM, MP",,,
10.20335/M,DISRUIZ S.L.,Madrid/LEGANES,"RW, CP, MM, MP",,,
10.20347/VA,"MARTIN & GEIJO, S. L.",Valladolid/VALLADOLID,"CS, CP, MM, MP",,,
10.20403/CO,CARNICAS DAVID S.L.,Córdoba/FUENTE OBEJUNA,"RW, CP, MM, MP, PP",,MP,
10.20441/SE,"LINEROS PEREZ, FRANCISCO JAVIER",Sevilla/SEVILLA,"CP, MM, MP",,,
10.20479/A,"MUSGRAVE ESPAÑA, S.A.U",Alicante/Alacant/ALICANTE/ALACANT,CP,,,
10.20480/P,AVICULTURA CAMPESINA PALENTINA C.B.,Palencia/AMAYUELAS DE ABAJO,"SH, CP",A,,
10.20578/A,"CARNES DE EL BIERZO- LEON DE LEVANTE, S.L.",Alicante/Alacant/PETRER,"RW, CP, MM, MP",,MP,
10.20589/C,"GARCIA CANDAL, S.L.","Coruña, A/CORUÑA (A)","CS, CP, MM, MP, PP",,MP,
10.20681/MA,"POZO MUÑOZ, FRANCISCO JUAN",Málaga/NERJA,"RW, CP",,,
10.20701/BI,IKALOBI OKELA S.L.,Bizkaia/BILBAO,"CS, CP, MM, MP",,,
10.20756/M,CARNES HERMANOS DE DIEGO S.L.,Madrid/HUMANES DE MADRID,"CS, RW, CP, MM, MP, PP",,MP,
10.20796/GE,CARNS FRIGOLE BOSCH SL,Girona/PORQUERES,"CS, CP, MM, MP",,,
10.20813/CO,ALIMENTACION PENINSULAR S.A.,Córdoba/CORDOBA,"CP, MM, MP",,,
10.20862/MU,"CARNIMUR, S.L.",Murcia/TORRE-PACHECO,"CS, CP, MM, MP, PP",,MP,
10.20925/SE,DIALCOSAN DISTRIBUCION Y LOGISTICA S.L.,Sevilla/VISO DEL ALCOR (EL),"CS, CP",,,
10.21080/OR,"AVICOLA DE GALICIA, S.A.U.",Ourense/CELANOVA,"CS, RW, SH, CP",L,,
10.21086/CO,PRECOCINADOS Y ASADOS REYES SANCHEZ S.L.U.,Córdoba/FUENTE PALMERA,"CP, MM, MP, PP",,MP,
10.21149/V,POLLOS LOS MAÑOS S.L.,Valencia/València/SAGUNTO/SAGUNT,"RW, CP, PP",,MP,
10.21246/GR,CARNICERIA LUIS JAVIER S.L.,Granada/GOJAR,"CS, CP, MM, MP, PP",,MP,
10.21269/V,"J. VILLANUEVA, S.L.",Valencia/València/MONTITXELVO/MONTICHELVO,"CP, MM, MP, PP",,MP,
10.21280/IB,"ANIOFE, SL",Islas Baleares/FORMENTERA,"CP, MM, MP",,,
10.21289/MA,EMBUTIDOS PELAEZ S.L.,Málaga/ARCHIDONA,"CP, MM, MP, PP",,MP,
10.21389/OR,FUNDACION CENTRO TECNOLOXICO DA CARNE,Ourense/SAN CIBRAO DAS VIÑAS,"CS, CP, MM, MP, PP",,MP,
10.21405/M,"GRUPO CARNICO MORAN, S.L.",Madrid/MADRID,"CP, MM, MP",,,
10.21479/V,"JOCARN DE VALENCIA, S.L.",Valencia/València/PATERNA,"CS, CP, MM, MP, PP",,MP,
10.21492/S,HERMANOS MIGUEL ESTRADA S.L.,Cantabria/TORRELAVEGA,"CP, MM, MP, PP",,"BL, MP",
10.21521/S,CARNICAS CAMPURRIANAS S.L.,Cantabria/REINOSA,"CS, CP, MM, MP, PP",,"BL, MP",
10.21558/NA,"DISTRIBUCIONES MADIMA.3, S.L.",Navarra/CASTEJON,"RW, CP",,,
10.21695/A,"EMBUTIDOS HORTANATURA, S.L.",Alicante/Alacant/ELCHE/ELX,"CP, MM, MP, PP",,MP,
10.21696/MU,CARNESANA PRODUCCION Y DISTRIBUCION CARNICAS S.L.,Murcia/FUENTE ALAMO DE MURCIA,"CS, SH, CP, MM, MP",L,,
10.21701/SE,"DIAZ MARTIN, JOSE",Sevilla/PEDRERA,"RW, CP",,,
10.21713/BI,"GRANJA SANIG, S.A.",Bizkaia/ZAMUDIO,"RW, CP, MM, MP",,,
10.21740/CE,NOOR Y MOHAMED S.L.,Ceuta/CEUTA,"RW, CP, MM, MP, PP",,MP,
10.21878/HU,"ALMACENES FRIGORÍFICOS SALAS, S.L.",Huesca/HUESCA,CP,,,
10.21908/IB,"INDUSTRIAS CARNICAS CASTILLA LA MANCHA, SA",Islas Baleares/VILETA (SA),"CP, MM, MP, PP",,MP,
10.21930/CA,"PEREZ GARCIA, FRANCISCO",Cádiz/SANLUCAR DE BARRAMEDA,"CS, RW, CP, MM, MP",,,
10.21971/VI,"CARNICAS CONCHI, S.L.",Araba/Álava/VITORIA-GASTEIZ,"CS, CP, MM, MP",,,
10.21977/CS,"CARNES PEDRO DE BEJIS, S.L.",Castellón/Castelló/BEJIS,"SH, CP, MM, MP, PP","P, C, O",MP,
10.22007/AB,"PRODUCTOS CARNICOS ALBACETE, S.L.",Albacete/ALBACETE,"CS, CP, MM, MP, PP",,"BL, MP",
10.22020/A,"DISTRIBUCIONES FRIGORIFICAS J. PEÑALVER, S.L.",Alicante/Alacant/ELCHE/ELX,"RW, CP, MM, MP",,,
10.22025/CO,CARNES Y JAMONES CABALLERO S.L.,Córdoba/POSADAS,"CP, MM, MP, PP",,MP,
10.22050/TE,MARÍA LUCÍA IBÁÑEZ FERRER,Teruel/FRESNEDA (LA),"CP, MM, MP, PP",,MP,
10.22095/S,COPAGA CANTABRIA S.A.,Cantabria/PEÑACASTILLO,"CS, CP, MM, MP",,,
10.22176/PM,"FRUFOR, SL",Palma de Mallorca/SANT FRANCESC DE FORMENTERA,"CP, MM, MP, PP",,MP,
10.22452/BU,ALEJANDRO FERNANDEZ-VILLA GUTIERREZ-SOLANA,Burgos/ESPINOSA DE LOS MONTEROS,"SH, CP, PP",A,MP,
10.22457/V,"DISPORAVE, S.L.U.",Valencia/València/PUÇOL,"CS, CP, MM, MP, PP",,MP,
10.22466/A,"MUT BUIGUES, S.L.",Alicante/Alacant/PEDREGUER,"CP, MM, MP, PP",,MP,
10.22508/CO,CARNES Y FABRICA DE EMBUTIDOS MONTORO S.L.,Córdoba/MONTORO,"CP, MM, MP, PP",,MP,
10.22545/M,"GRUPO TENGFEI ALIMENTACIÓN, S.L.",Madrid/VALDEMORO,"CS, CP, MM, MP",,,
10.22598/A,"LOPEZ HERVAS, JUAN",Alicante/Alacant/ALICANTE/ALACANT,"CS, CP",,,
10.22675/SE,CARTIFRES S.L.,Sevilla/ARAHAL,"CS, CP, MM, MP",,,
10.22698/SG,"SANCHONAR, S.L.U.",Segovia/SANCHONUÑO,"SH, CP, MM, MP, PP",A,MP,
10.22728/M,DISTRIBUCIONES CARNICAS FUENLABRADA,Madrid/HUMANES DE MADRID,"CP, MM, MP, PP",,,
10.22738/MA,PRODUCTOS CARNICOS PERDIGUERO S.L.L.,Málaga/RIOGORDO,"CP, PP",,MP,
10.23167/V,"PINCHITOS DABI, S.L.",Valencia/València/POBLA DE VALLBONA (LA),"RW, CP, MM, MP, PP",,MP,
10.23223/MA,CARNICAS MIGUEL Y ARENAS S.L.,Málaga/CAMPANILLAS,"CS, RW, CP, MM, MP",,,
10.23226/M,"POULTRY FOODS & MARKET, S.L.",Madrid/ALCOBENDAS,"CP, PP",,MP,
10.23265/SE,CARNICAS BUZON S.L.U.,Sevilla/PARADAS,"CS, CP, MM, MP, PP",,MP,
10.23319/SE,TIENDAS DE ORIGEN S.L.,Sevilla/MAIRENA DEL ALJARAFE,"CP, MM, MP, PP",,MP,
10.23388/HU,"CARNES DEL CORRAL, S.L.",Huesca/POLEÑINO,"SH, CP",A,,
10.23402/V,"INICIATIVAS COMERCIALES DADYMA, S.L.",Valencia/València/RIBA-ROJA DE TURIA,"CS, RW, CP",,MP,
10.23515/BI,ALIMENTACION SIERCA S.L.,Bizkaia/DERIO,"CP, MM, MP",,,
10.23594/M,"ESVADAN CASTLE, S.L.",Madrid/VALDETORRES DE JARAMA,"CS, CP, MM, MP",,,
10.23602/M,CARNES RAESMA S.L.,Madrid/COSLADA,CP,,,
10.23693/CO,ELABORADOS CARNICOS EGEA S.L.,Córdoba/LUCENA,"CP, MM, MP, PP",,MP,
10.23713/MA,"GAMERO MARTINEZ, JOSE MIGUEL",Málaga/ANTEQUERA,"CS, CP, MM, MP",,,
10.23717/A,"CARNICERIAS JESUS E HIJOS, S.L.",Alicante/Alacant/ELCHE/ELX,"RW, CP, MM, MP",,MP,
10.23790/A,"CARNICAS ALIMIAN, S.L.",Alicante/Alacant/MUTXAMEL,"CP, MM, MP, PP",,MP,
10.23811/M,"EL CEBADERO, FINCA OLIVAR DE CASASALBAS, S.L.U.",Madrid/MADRID,"CP, MM, MP",,,
10.23815/BA,CARNICERIA PATRICIO PEREZ S.L.,Badajoz/HABA (LA),"CP, MM, MP, PP",,"BL, MP",
10.23827/B,VOC 67 SL,Barcelona/PAPIOL (EL),"CP, MM, MP, PP",,MP,
10.23847/CA,AVES CRESPIN BARRERA S.L.U.,Cádiz/VILLAMARTIN,"CP, MM, MP",,,
10.23848/CA,CARNESUR S.L.,Cádiz/SAN FERNANDO,"CS, CP, MM, MP",,,
