Nº RGSEAA (*),Razón Social,Provincia/Localidad,Actividades,Especies (**),Otros Detalles,TSE Feed Ban
10.12908/B,ALBA-VALLES SL,Barcelona/VILANOVA I LA GELTRU,"CS, CP, MM, MP",,,
10.12933/GR,ALIMENTACION PENINSULAR S.A.,Granada/GRANADA,CP,,,
10.12946/SS,"TXOGITXU, S.L.",Gipuzkoa/DONOSTIA/SAN SEBASTIAN,"CS, CP",,,
10.12955/O,"EMBUTIDOS CARREÑO GONZALEZ, SL",Asturias/CARDES,"CP, PP",,MP,
10.12963/SE,SALAZONES JIMENEZ DELGADO S.L.,Sevilla/CASTILBLANCO DE LOS ARROYOS,"CP, PP",,MP,
10.13033/AB,AYUNTAMIENTO DE LETUR,Albacete/LETUR,SH,"P, C, O",,
10.13039/SA,"CARNICAS DELGADO HERNANDEZ, S. L.",Salamanca/GUIJUELO,CP,,,
10.13063/B,CARNIQUES LLORA S.L.,Barcelona/SEVA,"CS, RW, CP, GHE","wU, wG",,
10.13078/CR,"EL OBRADOR DE LA MANCHA, S.L.",Ciudad Real/PEDRO MUÑOZ,"CP, MM, MP, PP",,MP,
10.13089/SA,"LUIS DOMINGO HERNANDEZ E HIJOS, S. L.",Salamanca/GUIJUELO,"CS, CP, PP",,MP,
10.13090/VA,ISIDORO GUTIERREZ VILLALON,Valladolid/VILLALON DE CAMPOS,"CP, PP",,MP,
10.13107/T,SALVADOR PÀMIES SL,Tarragona/REUS,"CS, CP, MM, MP, PP",,MP,
10.13108/VI,"EUSKAL CARNICAS AZKENA, S.L.U.",Araba/Álava/VITORIA-GASTEIZ,CP,,,
10.13111/O,GARCIA POO SL,Asturias/GRANDA,"CS, CP, MM, MP",,,
10.13130/LU,"CARNICAS SABELUGO, S.L.",Lugo/SARRIA,"CS, CP, MM, MP, PP",,MP,
10.13173/MU,"MAKRO AUTOSERVICIO MAYORISTA, S.A.",Murcia/ERMITA DE PATIÑO,CP,,,
10.13188/AL,ARTESANOS DEL ANDARAX S.L.,Almería/GADOR,"CP, MM, MP, PP",,MP,
10.13190/SE,SUR CANAL S.L.,Sevilla/VISO DEL ALCOR (EL),"CS, RW, CP, MM, MP",,,
10.13213/BA,CARNICAS HIGALENSE S.L.,Badajoz/HIGUERA LA REAL,"SH, CP, PP",P,MP,
10.13216/GC,EXCMO CABILDO INSULAR DE GRAN CANARIA,"Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",SH,"R, P, A, B, C, O, L",,
10.13223/PM,"DUCHISELA, S.L.",Palma de Mallorca/MAO,"CS, CP, MM, MP, PP",,MP,
10.13226/TE,INGENIERIA Y SERVICIOS CARNICOS S.L .,Teruel/TERUEL,"RW, CP, PP",,MP,
10.13235/ZA,ENRIQUE ALONSO LUDEÑA S.L.,Zamora/BENAVENTE,CP,,,
10.13253/ZA,"MALTRASA, S. L.",Zamora/TORO,"CP, PP",,MP,
10.13258/SG,ANGEL LAZARO MAYORAL,Segovia/SEGOVIA,"CP, MM, MP",,,
10.13270/GU,"EMBUTIDOS EL DONCEL, S.A.",Guadalajara/SIGUENZA,"CP, MM, MP, PP",,MP,
10.13282/B,"MOLAS NOGUE, JAUME",Barcelona/GURB,"CP, MM, MP, PP",,MP,
10.13309/GE,SELECCIO REGISA SL,Girona/RIUDELLOTS DE LA SELVA,CP,,,
10.13323/OR,CARNES PARENTE SL,Ourense/OURENSE,"CP, MM, MP",,,
10.13328/AL,ESCAMILLA Y MORALES S.L.,Almería/ALMERIA,"CS, CP",,,
10.13331/AL,CARNICAS CHIRIVEL S.L.,Almería/CHIRIVEL,"CP, PP",,MP,
10.13332/SA,"INDUSTRIA ALIMENTARIA VICENTE, S. L.",Salamanca/CASTELLANOS DE MORISCOS,"CS, CP, MM, MP, PP",,MP,
10.13348/TE,CARNICEROS DEL BAJO ARAGON S.L,Teruel/ALCAÑIZ,SH,"C, O",,
10.13354/Z,"PRIMACARNE, S.L.",Zaragoza/ZUERA,"CS, CP",,,
10.13374/NA,"PIRINEOS EXDIM, S.L.",Navarra/ESPARZA DE GALAR,"CS, RW, CP, GHE","wL, wA, wU, wG",MP,
10.13382/GR,"MUÑOZ SORIA, ENCARNACION",Granada/GUADIX,CP,,,
10.13387/SA,"LOS MAJADALES DE FLORES, S. L.",Salamanca/VILLASECO DE LOS GAMITOS,"CP, MM, MP, PP",,MP,
10.13390/CS,"CARNES ALTO PALANCIA, S.L.",Castellón/Castelló/SEGORBE,"CS, CP, MM, MP, PP",,MP,
10.13394/BA,INDUSTRIAS CARNICAS EL BELLOTERO S.A.,Badajoz/JEREZ DE LOS CABALLEROS,"CP, MM, MP, PP",,"BL, MP",
10.13396/IB,"JAIME TORRANDELL, SA",Islas Baleares/COLL DE''N RABASSA (ES),"CS, CP",,,
10.13414/SS,EXCLUSIVAS MARDU S.L,Gipuzkoa/ZESTOA,"RW, CP",,MP,
10.13445/H,CARNES BAÑEZ S.A.,Huelva/SAN JUAN DEL PUERTO,"RW, CP, MM, MP",,,
10.13452/GE,ELABORATS SANT JOAN SL,Girona/SANT JOAN LES FONTS,"CP, MM, MP, PP",,MP,
10.13461/BA,EMBUTIDOS HIDALGO S.L.,Badajoz/AZUAGA,SH,"P, C, O",,
10.13470/B,EMBOTITS PORTELLA SL,Barcelona/CORNELLA DE LLOBREGAT,"CP, MM, MP",,,
10.13475/SS,"INDUSTRIAS CARNICAS GUIPUZCOANAS, S.L. (INCARGI)",Gipuzkoa/ANDOAIN,"CS, CP, MM, MP",,,
10.13476/LE,"NUCLEO DE EXPLOTACIONES AGROPECUARIAS DE LEON, NEAL, S. A.",León/SABERO,"CS, RW, SH, CP, MM, MP",B,MP,
10.13486/B,EMBOTITS ESPINA SAU,Barcelona/VIC,"CS, CP, PP",,MP,
10.13488/GE,SALA D'ESPECEJAMENT J. SAGUE SL,Girona/CELLERA DE TER (LA),"CS, CP",,,
10.13512/PO,"CARNES Y EMBUTIDOS ALVAREZ GIRALDEZ, S.L.",Pontevedra/ROSAL (O),"CP, MM, MP, PP",,MP,
10.13530/Z,UNION DE POLLEROS DE ARAGON S.L. UPASA,Zaragoza/ZARAGOZA,"CS, CP",,,
10.13538/B,EL BRICALLER SL,Barcelona/RUBI,"RW, CP",,MP,
10.13544/SA,"DEHESA GARCIA, S. L.",Salamanca/GUIJUELO,"CP, PP",,MP,
10.13561/GU,"MIÑO MADRID, PASCUAL",Guadalajara/MOLINA,SH,"C, O",,
10.13565/M,"RAMIRO JAQUETE, S.A.",Madrid/TRES CANTOS,"CP, MM, MP, PP",,MP,
10.13569/L,"PALLARES LLORENS, JOSEP ORIOL",Lleida/TREMP,"CS, CP, MM, MP, PP",,MP,
10.13596/SE,CARNICAS EL LIMERO S.C.,Sevilla/ECIJA,"CP, MM, MP, PP",,MP,
10.13599/SE,DESIDERIO RODRIGUEZ S.L.U.,Sevilla/MORON DE LA FRONTERA,"CS, RW, CP, MM, MP",,MP,
10.13608/GR,EMBUTIDOS SANTOS C.B.,Granada/DEHESAS DE GUADIX,"RW, CP, MM, MP, PP",,MP,
10.13624/A,"EUROP FOODS, S.A.",Alicante/Alacant/VILLAJOYOSA/VILA JOIOSA (LA),"RW, CP, MM, MP, PP",,MP,
10.13641/LU,"EMBUTIDOS BUENAVISTA, S.L.",Lugo/FONSAGRADA (A),"CP, MM, MP, PP",,MP,
10.13647/NA,"HERMANOS VALENCIA GIL, S.L.",Navarra/BARBATAIN,"CS, CP, MM, MP, PP",,MP,
10.13651/CR,"CONSERVAS HUERTAS MUÑOZ, S.L.",Ciudad Real/SANTA CRUZ DE MUDELA,"CP, GHE","wL, wA, wU, wG",,
10.13666/P,"CARNICAS ODRIOZOLA, S. L.",Palencia/PALENCIA,"CS, CP, MM, MP",,,
10.13667/P,"MATADEROS PAREDEÑOS, S. L.",Palencia/PAREDES DE NAVA,SH,"P, C, O",,
10.13690/AL,JOSE PEREZ JIMENEZ S.L.,Almería/NIJAR,"CP, MM, MP, PP",,MP,
10.13709/GR,CANO RUIZ MARIA LUISA,Granada/CUEVAS DEL CAMPO,"CP, MM, MP, PP",,MP,
10.13710/OR,"CARNES VIANA, S.L.",Ourense/BEADE,CP,,,
10.13718/CS,"AGROPECUARIA PEREZVILLA, S.L.",Castellón/Castelló/CHOVAR,CP,,,
10.13732/V,"MAKRO AUTOSERVICIO MAYORISTA, S.A.",Valencia/València/VALENCIA,"CS, CP",,,
10.13744/SA,MARCIAL MARTIN HERRERO,Salamanca/GUIJUELO,"CP, PP",,MP,
10.13745/SA,"CARNICAS BIECO, S. L.",Salamanca/SALAMANCA,"CS, RW, CP",,,
10.13748/H,HERMANOS CASTAÑO FERNANDEZ S.L.,Huelva/CUMBRES MAYORES,"CP, PP",,MP,
10.13774/LU,"GANADOS NAY, SL",Lugo/SARRIA,"CP, MM, MP",,,
10.13783/O,ALIMERKA SA,Asturias/CASTIELLO,"CP, MM, MP",,,
10.13808/H,INDUSTRIAS CARNICAS ECOLOGICAS S.L.,Huelva/VILLANUEVA DE LOS CASTILLEJOS,"CS, CP, GHE","wL, wA, wU, wG",,
10.13819/O,EMBUTIDOS NATURALES ASTURIANOS S.L.,Asturias/NOREÑA,"CS, CP, MM, MP, PP",,MP,
10.13825/BI,"GESTRACAR, S.L.",Bizkaia/BILBAO,"CS, CP, MM, MP, PP",,"BL, MP",
10.13836/GU,"CARNES DE JADRAQUE, S.L.",Guadalajara/JADRAQUE,SH,"B, C, O",,
10.13841/GE,CARNS PEROT SL,Girona/SANT JOAN LES FONTS,"CP, MM, MP, PP",,MP,
10.13843/V,"XERESA FOOD, S.L.",Valencia/València/XERESA,"CP, MM, MP, PP",,MP,
10.13880/SA,JAMONES Y EMBUTIDOS HERRERO S.L.,Salamanca/LUMBRALES,"CP, PP",,MP,
10.13882/L,AVIRAMS I CONILLS ARANESA SL,Lleida/LLEIDA,"CS, CP",,,
10.13925/J,CARNICAS MORENO JIMENEZ S.L.,Jaén/ALCALA LA REAL,"SH, CP","P, B, C, O",,
10.13938/C,"SADEPOR 1, S.L.","Coruña, A/CORUÑA (A)","CS, CP, MM, MP",,,
10.13955/SE,CARNICAS ALMANSA S.L.,Sevilla/SEVILLA,"CS, CP, MM, MP, PP",,MP,
10.13958/O,ARANGO,Asturias/TINEO,"CP, MM, MP, PP",,MP,
10.13972/C,"NOVAS Y MAR ESPECIALIDADES, S.L.","Coruña, A/CAMBRE","RW, CP",,,
10.13973/L,"PORTÉ ESTOP, JOSÉ LUÍS",Lleida/VILALLER,SH,"C, O",,
10.13992/ZA,"CASQUERIA SUSI, S.L.",Zamora/VILLARALBO,"CS, RW, CP",,,
10.14016/HU,CASA RAMONET DE SIDRO S.L,Huesca/ALCAMPELL,"CP, MM, MP, PP",,MP,
10.14028/GR,EMBUTIDOS EL FIFO S.L.,Granada/GUADIX,"CP, MM, MP, PP",,MP,
10.14039/V,"YERBES, S.L.",Valencia/València/RIBA-ROJA DE TURIA,"RW, CP, MM, MP",,,
10.14070/LU,ASOCIACION CARNICEROS VALLE DO SIL,Lugo/QUIROGA,SH,"P, B, C, O",,
10.14073/CC,E.A. GROUP S.C.,Cáceres/TRUJILLO,"SH, CP","C, O",,
10.14074/M,"FERJAMA, S.A.",Madrid/MADRID,"RW, CP",,,
10.14078/NA,"CÁRNICAS LIZAN, S.L.",Navarra/IMARCOAIN,"CS, CP, MM, MP",,,
10.14095/AB,"HERMANOS CASTILLO ALVARADO, S.L.",Albacete/HELLIN,"CS, CP, MM, MP, PP",,MP,
10.14098/TO,CARSADES. S.L.U.,Toledo/SONSECA,"CP, GHE, MM, MP, PP","wU, wG",MP,
10.14150/HU,"CABRERO E HIJOS, S.A .",Huesca/HUESCA,"CP, MM, MP, PP",,MP,
10.14154/T,LABOREM DERTUSA SL,Tarragona/TORTOSA,"CP, MM, MP",,,
10.14171/CO,SAMOA ALIMENTACION S.L.,Córdoba/CORDOBA,"CS, CP, MM, MP",,,
10.14184/GR,SUPERMERCADOS DANI S.L.,Granada/ARMILLA,"CS, CP, PP",,MP,
10.14192/SA,JOSE JAIME MARTIN ROLLAN,Salamanca/GUIJUELO,CP,,,
10.14197/CC,EMBUTIDOS Y JAMONES JARIZA S.L.,Cáceres/JARAIZ DE LA VERA,"CP, PP",,MP,
10.14200/SS,"REPRESENTACIONES SANSI, S.L.",Gipuzkoa/ANDOAIN,"RW, CP",,MP,
10.14203/CU,"CARNICAS VILLA CUENCA, S.A.",Cuenca/CUENCA,CP,,,
10.14218/H,S.COOP.ANDALUZA OVIPOR,Huelva/HUELVA,"RW, CP",,MP,
10.14221/MU,"PANCHOMAR DEL LEVANTE, S.L.",Murcia/TORREAGUERA,"CS, CP, MM, MP, MSM, PP",,MP,
10.14235/AB,"ANTONIO SORIA CANTERO, S.L.",Albacete/ALBACETE,CP,,,
10.14240/MU,"INDUSTRIAS CARNICAS HALA, S.L.",Murcia/PALMAR (EL) O LUGAR DE DON JUAN,"CS, CP",,,
10.14248/B,FABRICA D'EMBOTITS JP SL,Barcelona/MANLLEU,"CP, MSM",,,
10.14257/GR,EMBUTIDOS EL CANDELON S.L.,Granada/MOTRIL,"CP, MM, MP, PP",,MP,
10.14260/LU,"PACIO Y FRAIZ, S.L.",Lugo/MONDOÑEDO,"CP, MM, MP, PP",,MP,
10.14266/SA,"EMBUTIDOS Y JAMONES ANTONIO PEREZ, S. L.",Salamanca/VITIGUDINO,"CP, PP",,MP,
10.14269/SA,"EMBUTIDOS Y JAMONES TINO, S. L.",Salamanca/MONSAGRO,"CP, PP",,MP,
10.14273/SE,CAMACHO LOPEZ MANUEL,Sevilla/ALANIS,"CP, PP",,MP,
10.14297/L,CARNS I MENUTS FORTUÑO SLU,Lleida/LLEIDA,"CS, CP, MM, MP, PP",,MP,
10.14333/LU,MATADERO MAFRILEMOS S.L.,Lugo/MONFORTE DE LEMOS,"SH, CP","P, B, C, O, S",,
10.14336/CR,"CARNICAS PIEDRABUENA, S.L.",Ciudad Real/PIEDRABUENA,SH,"P, C, O",,
10.14342/GC,"Carnes selectas Canarias 2000, S.L.","Palmas, Las/TELDE","CS, RW, CP, MM, MP, PP",,MP,
10.14347/GU,"CARNICERIAS ORTEGA, S.L.",Guadalajara/ALCOROCHES,"CP, PP",,MP,
10.14365/C,CARNES Y EMBUTIDOS LUIS SANESTEBAN CAO S.L,"Coruña, A/NARON","CP, MM, MP, PP",,MP,
10.14377/A,"CARNICAS CAMPANILLA, S.L.",Alicante/Alacant/SAN VICENTE DEL RASPEIG/SANT VICENT DEL RAS,"CS, RW, CP, MM, MP",,MP,
10.14401/C,"MAKRO AUTOSERVICIO MAYORISTA, S.A.","Coruña, A/CORUÑA (A)",CP,,,
10.14403/SE,MANUEL SALADO RIOS S.L.,Sevilla/NAVAS DE LA CONCEPCION (LAS),"RW, CP, GHE, PP","wU, wG",MP,
10.14405/OR,"DISCARBI, S.L.",Ourense/BARCO DE VALDEORRAS (O),"CP, MM, MP, PP",,MP,
10.14408/V,"CASA PERE PLA, S.L.",Valencia/València/ALBAIDA,"CP, MM, MP, PP",,MP,
10.14422/ZA,HORACIO MIGUEL PINTADO NIETO,Zamora/VILLARDIEGUA DE LA RIBERA,"CP, PP",,MP,
10.14437/GE,CARNS DE LA COOP VALL D'EN BAS SC,Girona/VALL D'EN BAS (LA),"RW, CP, MM, MP",,MP,
10.14438/GE,CAN RALIU SL,Girona/JAFRE,"CP, MM, MP, PP",,MP,
10.14444/BA,EA GROUP S.C.,Badajoz/VILLANUEVA DE LA SERENA,"CS, RW, SH, CP","P, B, C, O",,
10.14455/MA,ANTONIO DOMINGUEZ JIMENEZ S.L.,Málaga/BENAOJAN,"CS, CP, PP",,MP,
10.14485/TO,"GARCÍA SÁNCHEZ, IGNACIO",Toledo/CAMARENA,SH,"B, C, O",,
10.14502/A,"ALIMENTACION MACIA GOMEZ, S.L.",Alicante/Alacant/ELCHE/ELX,"RW, CP, PP",,MP,
10.14507/VA,"EMBUTIDOS OLANDIA-NANCLARES, S. L.",Valladolid/BOLAÑOS DE CAMPOS,"CP, MM, MP, PP",,MP,
10.14523/GR,CARNICAS MORENO TRUJILLO S.L.,Granada/GRANADA,"CS, CP",,,
10.14527/J,CARNICAS MARTINEZ TORRES S.L.U.,Jaén/POZO ALCON,"CP, PP",,MP,
10.14530/SA,"IBERICOS JAMOGAR, S. L.",Salamanca/GUIJUELO,"CP, PP",,MP,
10.14544/SA,"PRODUCTOS IBERICOS CAMPO CHARRO 2010, S.L.",Salamanca/BERROCAL DE SALVATIERRA,"CP, PP",,MP,
10.14547/M,"DISTRIBUCIONES CÁRNICAS HIDALGO, S.L.",Madrid/MORALEJA DE ENMEDIO,"CS, CP, MM, MP, PP",,MP,
10.14559/CA,MAKRO AUTOSERVICIO MAYORISTA S.A.,Cádiz/PUERTO DE SANTA MARIA (EL),"CS, CP",,,
10.14561/O,BERDASCO E HIJOS S.L. (MATADERO DE TINEO),Asturias/TINEO,"SH, CP","P, B, C, O, S",,
10.14563/SE,ALBUCOR S.L.,Sevilla/SEVILLA,"CP, MM, MP",,,
10.14570/SG,"CARNICAS MARDOMINGO, S. L.",Segovia/HONTORIA,CP,,,
10.14573/M,"CARBUGA, S.L.",Madrid/LEGANES,"CS, CP",,,
10.14576/A,GRUPO J.R. GARCIA PUERTO,Alicante/Alacant/MURO DE ALCOY,CP,,,
10.14586/CO,ANTONIO CRUZ LUQUE S.L.,Córdoba/BAENA,"CS, CP, MM, MP, PP",,MP,
10.14593/CO,CARNICAS DE MORILES S.L.,Córdoba/LUCENA,"CS, RW, CP, MM, MP, PP",,MP,
10.14596/OR,"MONCHO E HIJOS INDUSTRIAS CARNICAS, S.L.",Ourense/XINZO DE LIMIA,"CP, MM, MP, PP",,MP,
10.14611/GR,MATADERO RODRIGUEZ CAMACHO S.L.,Granada/SANTA FE,"SH, CP, MM, MP, PP","P, B, C, O","MP, ST",
10.14612/HU,"DERIVADOS CÁRNICOS MONEGROS, S.L",Huesca/SARIÑENA,"CP, MM, MP, PP",,MP,
10.14619/O,JUAN CARLOS ALPERI PANDO,Asturias/NOREÑA,"CP, MM, MP, PP",,MP,
10.14623/B,DESEMCARN SA,Barcelona/SANT JUST DESVERN,"CS, CP, MM, MP",,,
10.14625/AB,"CARNES LA JOAQUINA, S.L.",Albacete/TARAZONA DE LA MANCHA,"SH, CP, PP","P, C, O",MP,
10.14674/OR,"RODRIGUEZ PEREIRA, MARIA INMACULADA",Ourense/MELON,"CP, MM, MP, PP",,MP,
10.14692/B,ALICARN SL,Barcelona/SABADELL,"CS, CP, MM, MP",,,
10.14696/CA,CARNICAS URBANO S.L.,Cádiz/ALGECIRAS,"CS, CP, GHE, MM, MP, PP","wL, wA, wU, wG",MP,
10.14709/PO,"CARNICAS DO MORRAZO, SOCIEDAD COOP.GALEGA",Pontevedra/CANGAS,"CP, PP",,MP,
10.14717/MA,KITCHEN FOODS S.L.,Málaga/MALAGA,"CS, CP, MM, MP",,,
10.14748/VA,"CASTELLANA DE CARNES, S.A.",Valladolid/VALLADOLID,"CS, CP",,,
10.14750/SA,"CARNICAS J. MENCAS E HIJOS, S. L.",Salamanca/SAN CRISTOBAL DE LA CUESTA,"CS, CP, MM, MP, PP",,MP,
10.14752/OR,MANUEL CID SALGADO E HIJOS SL,Ourense/ALLARIZ,"CS, CP, MM, MP, PP",,MP,
10.14761/SE,CARNICAS Y ELABORADOS SERRANO S.L.,Sevilla/ECIJA,"RW, CP, MM, MP, PP",,MP,
10.14784/CA,CARNES Y CONGELADOS JUPE-JEREZ S.L.,Cádiz/JEREZ DE LA FRONTERA,"CS, CP, MM, MP, PP",,MP,
10.14788/NA,"MATADERO COMARCAL DE TUDELA, S.A.",Navarra/TUDELA,"SH, PP","P, fG, B, C, O",BL,
31.00861/T,GRIFFITH FOODS SAU,Tarragona/VALLS,,,,
10.14819/NA,"ALIMENTOS SELECTOS DISAL, S.L.",Navarra/IMARCOAIN,"CS, CP",,,
10.14826/CO,EMBUTIDOS HERMANOS RODRIGUEZ GUILLEN S.L.,Córdoba/RUTE,"CP, MM, MP, PP",,MP,
10.14841/GR,EMBUTIDOS VILLANUEVA S.L.,Granada/VILLANUEVA MESIA,"SH, CP, MM, MP, PP",P,"MP, ST",
10.14844/H,FRANCISCO Y GREGORIO ALCAIDE CERA S.L.,Huelva/CORTEGANA,"CP, MM, MP, PP",,MP,
10.14846/J,CRUZ FUERTES AMABLE,Jaén/POZO ALCON,"CP, PP",,MP,
10.14848/MA,CARNICAS TUR S.L.,Málaga/MALAGA,"CS, CP",,,
10.14853/M,"TEJAOLIVA, S.A.",Madrid/SAN FERNANDO DE HENARES,"RW, CP",,,
10.14855/L,BASTÚS CARNS POBLA SLU,Lleida/POBLA DE SEGUR (LA),"CS, CP, MM, MP, PP",,MP,
10.14864/V,"AHULLANA LANUSSE, S.L.",Valencia/València/CARCAIXENT,CP,,,
10.14876/CC,CAMPOFRIO FOOD GROUP S.A.,Cáceres/TRUJILLO,"CP, PP",,MP,
10.14899/SA,C. B. CARNICAS SIERRA DE TONDA C.B.,Salamanca/PUEBLA DE SAN MEDEL,"CP, PP",,MP,
10.14903/VA,"LA DESPENSA CASTELLANA, S.L.",Valladolid/VALLADOLID,"CP, MM, MP, PP",,MP,
10.14910/M,"GRUPO EMPRESARIAL SOS, S.L.",Madrid/MADRID,"CP, MM, MP",,,
10.14923/GE,JAUME PLANAGUMA SC,Girona/OLOT,"CP, MM, MP, PP",,MP,
10.14929/CS,"COSECA LA PLANA, S.L.",Castellón/Castelló/BORRIANA/BURRIANA,"SH, CP, MM, MP, PP","P, B, C, O, S",MP,
10.14939/GE,"CARNS ÀNGEL RIERA, SL",Girona/ANGLES,"CP, MM, MP",,,
10.14954/ZA,C. B. EMBUTIDOS SANCHEZ MARBAN,Zamora/TORO,"CP, PP",,MP,
10.14959/SE,CARNICAS COVIHER S.L.,Sevilla/CORRALES (LOS),"SH, PP","C, O",ST,
10.14997/TO,"DERAZA IBERICO, S.L.",Toledo/TALAVERA DE LA REINA,"CS, CP, MM, MP, PP",,MP,
10.15007/GE,CARNS SILS DE LA SELVA SL,Girona/SILS,"CS, CP, MM, MP",,,
10.15013/M,"EL CEBADERO, FINCA OLIVAR DE CASASALBAS, S.L.U.",Madrid/MADRID,"CS, RW, CP",,,
10.15015/O,"CUEVA RIESTRA, JOSE FERMIN",Asturias/POLA SIERO (LA),"CP, MM, MP, PP",,MP,
10.15018/SA,"AURELIO CARRERO, S.L.",Salamanca/SALAMANCA,"CS, RW, WM, CP, MM, MP",,,
10.15029/VA,"CARNICAS VILLACELES, S.L.",Valladolid/VALLADOLID,"CS, CP",,,
10.15032/MA,PRODUCTOS CARNICOS BEATRIZ E HIJOS S.L.,Málaga/COLMENAR,"RW, CP, MM, MP, PP",,MP,
10.15036/BA,"MUGA GARCIA, JOSE MANUEL",Badajoz/HERRERA DEL DUQUE,"CP, PP",,MP,
10.15044/B,SERVEIS CARNICS VALL DEL GES SL,Barcelona/TORELLO,"CP, MM, MP",,,
10.15049/M,"LA CASA DE LA CARNE, S.A.",Madrid/MADRID,"CP, MM, MP, PP",,MP,
10.15056/BA,JOSANOR S.L.,Badajoz/QUINTANA DE LA SERENA,"CS, CP, MM, MP, PP",,"BL, MP",
10.15076/GR,CHACINERIA RODRIGUEZ PACHECO S.L.,Granada/LOJA,"CP, MM, MP, PP",,MP,
10.15080/VI,"SAMANIEGO GIL, NORBERTO",Araba/Álava/VITORIA-GASTEIZ,"CP, PP",,MP,
10.15086/J,CARNES CANO S.L.,Jaén/TORREPEROGIL,"RW, CP, MM, MP, PP",,MP,
10.15093/CU,REJAS JIMENEZ HNOS. S.L.U.,Cuenca/SAN CLEMENTE,"CS, CP, MM, MP",,,
10.15104/GR,CARNICAS LOS VALENTINES C.B.,Granada/DEHESAS DE GUADIX,"CP, MM, MP, PP",,MP,
10.15113/BA,C.B. HERMANOS ZAPATA BLANCO,Badajoz/AZUAGA,"CP, MM, MP, PP",,MP,
10.15118/M,"CARLOS CALBACHO, S.L.",Madrid/MADRID,"CS, RW, CP",,,
10.15119/M,"INDUSTRIAS CARNICAS ISMAEL, S.L.",Madrid/MADRID,"RW, CP, MM, MP",,MP,
10.15120/M,"J. GAMERO, S.A.",Madrid/MADRID,CP,,,
10.15122/GR,CARNICERIA CASILDO S.L.,Granada/BAZA,"CP, MM, MP, PP",,MP,
10.15124/H,JANDEVALO S.L.,Huelva/ALMENDRO (EL),"CP, PP",,MP,
10.15129/NA,"CARNICAS ARROBI, S.A.L.",Navarra/AURITZ/BURGUETE,"RW, CP, MM, MP, PP",,MP,
10.15146/M,TORROFER MEAT S.A.,Madrid/SAN AGUSTIN DEL GUADALIX,"CS, RW, CP, MM, MP, PP",,MP,
10.15168/GR,"MARTINEZ RUIZ, MANUEL",Granada/CANILES,"CP, MM, MP, PP",,MP,
10.15175/LU,CASA CASTELAO S.L.,Lugo/FONSAGRADA (A),"CP, PP",,"PAP, BL, MP",
10.15179/J,"MUÑOZ GARRIDO, JUAN CARLOS",Jaén/CAMBIL,"RW, CP, MM, MP, PP",,MP,
10.15184/BI,"CARNICAS MARTIARTU, S.L.",Bizkaia/BILBAO,"CS, CP, MM, MP",,,
10.15189/M,"INDUSTRIAS CARNICAS LOS NORTEÑOS, S.A.",Madrid/MADRID,"CP, MM, MP, PP",,MP,
10.15191/CO,JOSE ARROYO E HIJOS S.L.,Córdoba/PUENTE GENIL,"CP, MM, MP",,,
10.15195/SE,CASTILLO MARTIN INDUSTRIAS CARNICAS S.L.,Sevilla/SAN JOSE DE LA RINCONADA,"CS, CP, MM, MP",,,
10.15211/MU,DISTRIBUCIONES JAVIER TOVAR S.L.,Murcia/SANTA CRUZ,"CS, CP, PP",,MP,
10.15221/P,JOSE MANUEL ODRIOZOLA QUINTANO,Palencia/SALDAÑA,SH,"P, B, C, O, S",,
10.15223/CC,AYUNTAMIENTO DE ZARZA LA MAYOR,Cáceres/ZARZA LA MAYOR,SH,"P, B, C, O",,
10.15230/M,"CARNICAS POZUELO 2001, S.A.",Madrid/LEGANES,CP,,,
10.15236/TF,CABILDO INSULAR DE LA GOMERA,Santa Cruz de Tenerife/SAN SEBASTIAN DE LA GOMERA,SH,"P, B, C, O, L",,
10.15237/TO,"CÁRNICAS IMPEX, S.L.",Toledo/TOLEDO,"CS, CP",,,
10.15240/V,SALA DE DESFER I MAGATZEM FRIGORIFIC J. VIÑAS S.A.,Valencia/València/MIRAMAR,"CS, CP, MM, MP",,,
10.15249/H,ELABORADOS CARNICOS DEL CONDADO INFANTE S.L.L.,Huelva/ROCIANA DEL CONDADO,"CP, MM, MP",,,
10.15278/GE,FRIGOCAR FIGUERES SLL,Girona/FIGUERES,CP,,,
10.15289/CU,"CÁRNICAS FRIVALL, S.L.U.",Cuenca/VILLAR DE OLALLA,"CS, SH, CP",P,,
10.15291/MA,FABRICA DE EMBUTIDOS LA COLMENA S.L.,Málaga/COLMENAR,"CP, MM, MP, PP",,"BL, MP, ST",
10.15301/PO,"RAMIRO MARTINEZ, S.L.",Pontevedra/MEIS,"RW, CP, MM, MP",,,
10.15304/BA,SEÑORIO DE MONTANERA S.L.,Badajoz/SALVALEON,"CS, RW, SH, CP, MM, MP, PP",P,"BL, MP",
10.15316/BA,IBERCARNICAS PACENSE S.L.,Badajoz/BADAJOZ,"CP, MM, MP",,,
10.15321/SA,"MONTESIERRO DE SALAMANCA, S.L.",Salamanca/NAVALES,"CP, PP",,MP,
10.15328/M,"INDUSTRIAS CARNICAS COLLSAR, S.A.",Madrid/MADRID,"RW, CP, MM, MP",,MP,
10.15330/M,CARNICAS EMBAJADORES S.A.,Madrid/MADRID,"CS, RW, CP, MM, MP, PP",,MP,
