Nº RGSEAA (*),Razón Social,Provincia/Localidad,Actividades,Especies (**),Otros Detalles,TSE Feed Ban
10.19581/CO,BERNIAS ROMERO RAFAEL,Córdoba/POZOBLANCO,"CP, MM, MP, PP",,MP,
12.15538/H,"FORNIELES MARTIN, GUILLERMO MANUEL",Huelva/ISLA CRISTINA,FFP,,,
40.21427/MA,CONGELADOS GILOMAR S.L.,Málaga/VELEZ-MALAGA,"CS, RW",,,
10.19584/AL,INDUSTRIAS CARNICAS LA CALETA S.L.,Almería/BALERMA,"CP, MM, MP, PP",,MP,
40.21430/CO,DISTRIBUIDORA PALMEÑA DE BEBIDAS S.A.,Córdoba/PALMA DEL RIO,CS,,,
40.21431/CO,ALCAIDE ALIMENTACION S.L.,Córdoba/CORDOBA,CS,,,
10.19589/CO,"MEDINA ONIEVA, MIGUEL",Córdoba/LUCENA,"MM, MP, PP",,MP,
12.15541/H,PUNTA BANDERA S.L.,Huelva/AYAMONTE,RW,,,
15.05627/MA,ARQUILLOS AGRICOLA Y GANADERA S.A.,Málaga/CAMPILLOS,PP,,,
10.19592/H,JAMONES Y EMBUTIDOS IBERICOS GUZMAN DE CALA S.L.L.,Huelva/CALA,PP,,MP,
10.19629/GR,NATURAL AVES S.L.,Granada/GRANADA,"CS, CP",,,
40.21551/CO,INDUSTRIAS ARTESANAS CASTILLO S.L.,Córdoba/MORILES,CS,,,
10.19641/CA,ELPOZO ALIMENTACION S.A.,Cádiz/BARRIOS (LOS),CS,,,
10.19643/SE,DAVID Y ROSARIO S.L.,Sevilla/MAIRENA DEL ALCOR,"CP, MM, MP",,,
40.21554/SE,CERVECEROS DESDE 2000 S.L.,Sevilla/DOS HERMANAS,CS,,,
40.21555/H,"CASTIZO SANCHEZ, JESUS",Huelva/PALMA DEL CONDADO (LA),CS,,,
10.19645/GR,JAMONES ORO DE GRANADA S.L.,Granada/ATARFE,"RW, CP, PP",,MP,
40.21565/GR,JAMONES ORO DE GRANADA S.L.,Granada/ATARFE,"CS, RW",,,
40.21567/CO,ALMACENES GUERRERO E HIJOS S.L.,Córdoba/AGUILAR DE LA FRONTERA,CS,,,
26.08879/CO,LORIGUILLO JORDANO CARMEN,Córdoba/MONTILLA,PP,,MP,
10.19646/GR,CARNICAS ROZALAY S.L.,Granada/ORCE,"MM, MP, PP",,MP,
14.02506/GR,"CHINCHILLA SANTIAGO, JOSE IGNACIO",Granada/JAU (EL),EPC,,,
40.21588/GR,CASHDIPLO S.L.U.,Granada/GRANADA,CS,,,
40.21595/CO,MONTILLANA DE BEBIDAS S.L.,Córdoba/MONTILLA,CS,,,
40.21597/SE,PRODUCTOS ARTESANOS EL FOGON REAL S.L.,Sevilla/PUEBLA DEL RIO (LA),CS,,,
40.21616/SE,BECABAR S.L.,Sevilla/PEDRERA,CS,,,
40.21624/CA,CONGELADOS MERCAFRISA S.L.,Cádiz/SANLUCAR DE BARRAMEDA,"CS, RW",,,
12.15673/CA,INDUSTRIAL CONSERVERA DE TARIFA S.L.,Cádiz/TARIFA,PP,,,
12.15675/J,PESCADOS ROSALES S.L.,Jaén/TORREPEROGIL,"CS, PP, FFP",,,
40.21628/MA,SUMINISTROS ZAYAS S.L.,Málaga/VELEZ-MALAGA,CS,,,
10.19689/SE,CARNICERIA CARRASCO S.C.,Sevilla/CASARICHE,"MM, MP, PP",,MP,
40.21629/SE,ALEJANDRO TORREJON DISTRIBUCIONES S.L.,Sevilla/SEVILLA,CS,,,
14.02511/CA,"MARQUEZ MOYA, MARCOS",Cádiz/LINEA DE LA CONCEPCION (LA),CS,,,
40.21653/CA,AB SERVICIOS SELECTA ESPAÑA S.L.,Cádiz/PUERTO DE SANTA MARIA (EL),CS,,,
40.21672/CO,ASOCIACION BANCO DE ALIMENTOS MEDINA AZAHARA,Córdoba/CORDOBA,CS,,,
40.21676/SE,BEBIDAS CORNEJO LUNA S.L.L.,Sevilla/PEDRERA,CS,,,
40.21715/AL,EXCLUSIVAS SOTOGAR S.L.,Almería/ALBOX,CS,,,
40.21721/J,JAMONES PINAR NEGRO S.L.,Jaén/VILLACARRILLO,CS,,,
10.19740/J,BARON MARTINEZ FRANCISCA,Jaén/CASTELLAR,PP,,MP,
12.15754/CA,"ALBA CARPINTER, JOSE ANTONIO",Cádiz/CONIL DE LA FRONTERA,RW,,,
40.21749/CA,"VILLALBA ARANA, MANUEL",Cádiz/ROTA,CS,,,
40.21750/CA,DATRIPODI IMPORT S.L.,Cádiz/JEREZ DE LA FRONTERA,CS,,,
40.21751/GR,FRIGORIFICOS HERMINIA CARRILLO S.L.,Granada/SANTA FE,CS,,,
40.21761/SE,ECIALBE S.L.,Sevilla/ECIJA,CS,,,
40.21796/GR,ALFAPIZZA S.L.,Granada/JUN,CS,,,
10.19768/H,"BARRAGAN LOPEZ, FRANCISCO",Huelva/CUMBRES MAYORES,"MM, MP, PP",,MP,
40.21822/GR,CASH DABEMAR S.L.,Granada/GRANADA,CS,,,
12.15794/H,JOSE MARTI PEIX S.A. - B.F. PEIX MAR VEINTINUEVE,Huelva/HUELVA,FV,,,
40.21843/CA,CAMPODUL CORPORACION S.L.,Cádiz/JEREZ DE LA FRONTERA,CS,,,
15.05696/CO,NARANJO SERRANO JUAN SEBASTIAN,Córdoba/FUENTE OBEJUNA,PP,,,
14.02521/CO,S.C.A. ECOLOGICA LOS PEDROCHES,Córdoba/VILLARALTO,EPC,,,
26.08977/CO,LOS BILLARES CATERING S.L.,Córdoba/RAMBLA (LA),PP,,MP,
40.21872/CO,"GARCIA ALMAGRO, FRANCISCO",Córdoba/CORDOBA,CS,,,
10.19798/CO,"PRODUCTOS DE LA CAZA Y DEL CERDO IBERICO EL CANITO, S.L.",Córdoba/VILLAVICIOSA DE CORDOBA,"CP, GHE","wL, wA, wU, wG",,
10.19799/H,AUTOSERVICIO BATISTA S.L.,Huelva/HUELVA,"RW, CP, MM, MP, PP",,,
40.21894/CA,ROTADIS-NIÑO S.L.,Cádiz/ROTA,CS,,,
40.21896/CA,HERMANOS ZARA VELEZ S.L.,Cádiz/CONIL DE LA FRONTERA,CS,,,
10.19810/MA,SUPER KASHER S.L.,Málaga/TORREMOLINOS,"MM, MP, PP",,MP,
40.21900/J,"JIMENEZ MONTOYA, JOSE",Jaén/JAEN,CS,,,
40.21994/J,DISTRIBUCIONES MERINO SOTO S.L.,Jaén/LINARES,CS,,,
26.09050/MA,ESPLIEGO INVERSIONES S.L.,Málaga/MARBELLA,PP,,MP,
26.09052/SE,MORENO GOMEZ JOSE MARIA,Sevilla/VALENCINA DE LA CONCEPCION,PP,,MP,
10.19857/CO,"GUTIERREZ MORALES, JOSE LUIS",Córdoba/MONTALBAN DE CORDOBA,"MM, MP, PP",,MP,
26.09054/CO,"GUTIERREZ MORALES, JOSE LUIS",Córdoba/MONTALBAN DE CORDOBA,PP,,MP,
12.15897/CA,"ARAGON SANCHEZ, MIGUEL",Cádiz/CONIL DE LA FRONTERA,RW,,,
12.15898/CA,DELICIAS DE BARBATE S.L.,Cádiz/BARBATE,"RW, PP, FFP",,,
10.19861/CO,SALAZONES ARTESAL S.L.,Córdoba/AGUILAR DE LA FRONTERA,PP,,MP,
40.22026/SE,MORILLO CONCESIONARIOS S.L.,Sevilla/SANLUCAR LA MAYOR,CS,,,
12.15909/MA,BAHIA RINCON 2014 S.L.,Málaga/MALAGA,CS,,,
10.19867/MA,CARNICAS LA VERONICA S.L.L.,Málaga/ANTEQUERA,"RW, CP, MM, MP",,,
40.22046/CO,ALMACENES BERJILLOS S.L.,Córdoba/LUCENA,CS,,,
40.22047/CO,"PONFERRADA ORTEGA, FELIX",Córdoba/MONTILLA,CS,,,
40.22049/SE,ALIMENTACION Y BEBIDAS DIAZ CADENAS S.L.,Sevilla/LANTEJUELA (LA),CS,,,
40.22070/CA,"DIEZ VALLE, ANTONIO",Cádiz/UBRIQUE,CS,,,
40.22071/GR,DIS-ACCI S.L.,Granada/GUADIX,CS,,,
10.19896/MA,FRIGORIFICOS INDUSTRIALES DE LA AXARQUIA S.L.,Málaga/ALGARROBO,"RW, PP",,MP,
26.09074/SE,MEDITERRANEA DE GUISOS S.L.,Sevilla/CAMAS,PP,,MP,
40.22081/SE,CAMPIFOOD S.L.,Sevilla/CARMONA,CS,,,
40.22082/SE,"TRUJILLO GUTIERREZ, MARIA",Sevilla/CORRALES (LOS),CS,,,
40.22083/SE,IBERJAGUS S.L.,Sevilla/ALCALA DE GUADAIRA,CS,,,
12.15948/H,"APONTE ZAMORA, JOSE LUIS",Huelva/ISLA CRISTINA,RW,,,
10.19908/MA,CARRIGAR 2009 S.L.,Málaga/TORROX,"CS, CP, MM, MP",,,
40.22089/MA,RUIZ CAZORLA S.L.,Málaga/VELEZ-MALAGA,CS,,,
12.15952/SE,CALYPSO DISTRIBUCIONES ALIMENTARIAS S.L.,Sevilla/DOS HERMANAS,"CS, PP",,,
10.19923/AL,"FERNANDEZ AGUILERA, FRANCISCO",Almería/MACAEL,"CP, MM, MP, PP",,MP,
10.19934/GR,"MARIN CANO, MARIA JESUS",Granada/BAZA,PP,,MP,
10.19938/H,JAMONES Y EMBUTIDOS CASTILLA ROMERO S.L.,Huelva/ZALAMEA LA REAL,"CP, MM, MP, PP",,MP,
10.19941/J,ANTONIO FRANCISCO RUANO OLMO Y OTRO C.B.,Jaén/CAMPILLO DE ARENAS,PP,,MP,
12.15973/H,MARISCOS LOPEZ PONCE S.L.,Huelva/PUNTA UMBRIA,"RW, PP, DC",,,
12.15975/CO,HELIX DE CORDOBA S.L.,Córdoba/PEDRO ABAD,"CS, PP",,SN,
26.09090/CO,HELIX DE CORDOBA S.L.,Córdoba/PEDRO ABAD,PP,,MP,
40.22145/CA,BAYPORT GLOBAL SUPPLIES S.A.,Cádiz/TRES CAMINOS,CS,,,
40.22184/GR,JAMONES CARAYOL S.L.U.,Granada/BERCHULES,CS,,,
40.22185/GR,GRUPO CARO SALMERON S.L.U.,Granada/BAZA,"CS, RW",,,
12.15997/MA,ALIMENTOS CONGELADOS GUERRERO S.L.,Málaga/VELEZ-MALAGA,CS,,,
40.22189/SE,FERNANDO MOLINA S.L.,Sevilla/UTRERA,CS,,,
40.22208/AL,"TORRES MARTINEZ, MIGUEL",Almería/BERJA,CS,,,
12.16011/AL,CAYUELA CAPARROS PAOLA,Almería/NIJAR,"PP, FFP",,,
40.22258/MA,COMERCIAL JOSE QUINTERO S.L.,Málaga/ESTEPONA,CS,,,
15.05793/SE,"RUIZ JIMENEZ, FRANCISCO",Sevilla/CANTILLANA,"RW, PP",,,
40.22280/CA,YUDESAN S.L.,Cádiz/SANLUCAR DE BARRAMEDA,CS,,,
40.22294/CO,CARO RUIZ S.A.,Córdoba/CORDOBA,"CS, RW",,,
26.09143/SE,TORCASUR S.L.,Sevilla/SAN JUAN DE AZNALFARACHE,PP,,,
40.22302/J,REPRESENTACIONES JIENNENSES S.L.L.,Jaén/JAEN,CS,,,
40.22303/H,CENTRO DE ELABORACION PROPIA S.L.,Huelva/SAN JUAN DEL PUERTO,CS,,,
40.22307/AL,COALIMENT ANDALUCIA S.L.,Almería/HUERCAL DE ALMERIA,CS,,,
40.22308/SE,"MARTOS MARTON, ELADIO",Sevilla/MARINALEDA,CS,,,
40.22309/J,GARRIDO GUTIERREZ TOMAS,Jaén/JAMILENA,CS,,,
10.20059/AL,INDALQUES S.L.,Almería/ALMERIA,CS,,,
10.20062/J,"MUDARRA SANCHEZ, DANIEL",Jaén/FRAILES,"RW, MM, MP, PP",,MP,
10.20066/GR,"GUEVARA TORRES, JUAN ENRIQUE",Granada/GUADIX,"CP, MM, MP, PP",,MP,
10.20069/SE,ROMERO RODRIGUEZ ALEJANDRO,Sevilla/GUADALCANAL,"CP, MM, MP, PP",,MP,
40.22359/AL,INDALQUES S.L.,Almería/ALMERIA,"CS, RW",,,
40.22360/MA,COALIMENT ANDALUCIA S.L.,Málaga/ANTEQUERA,CS,,,
40.22361/SE,CONGELADOS EL MELLI S.L.,Sevilla/CARMONA,CS,,,
40.22363/GR,C.B. MIGUEL CAÑIGUERAL E HIJOS,Granada/MONACHIL,CS,,,
10.20082/CO,AUTOSERVICIO LA MATALLANA S.L.,Córdoba/PUENTE GENIL,"MM, MP, PP",,MP,
15.05840/MA,SOCIEDAD COOPERATIVA ANDALUZA CAPRINA DEL GUADALHORCE,Málaga/COIN,PP,,,
40.22403/CA,P. LLINARES S.L.,Cádiz/ALGECIRAS,CS,,,
12.16140/H,PESCADOS Y MARISCOS ISLA CRISTINA FISH S.L.,Huelva/ISLA CRISTINA,"DC, FFP",,,
40.22412/SE,"VELASCO MARTIN, JOSE LUIS",Sevilla/CORRALES (LOS),CS,,,
10.20126/H,DEHESA EL CORCHUELO S.L.U.,Huelva/GRANADA DE RIO-TINTO (LA),PP,,MP,
10.20127/GR,JAMONES SOLAYR S.L.,Granada/PORTUGOS,PP,,MP,
40.22441/GR,INDUSTRIAS CAMPOS LOJA S.L.,Granada/LOJA,CS,,,
10.20133/H,"CERERO CARRASCO, ANTONIO JESUS",Huelva/SANTA OLALLA DEL CALA,"CS, RW, PP",,MP,
10.20134/CO,CASTILLA ORTIZ S.L.,Córdoba/BAENA,"CP, MM, MP",,,
10.20135/SE,PRODUCTOS IBERICOS SIERRA ALTA S.L.,Sevilla/SEVILLA,RW,,MP,
12.16160/GR,BUENA PESCA 97 S.A.,Granada/GRANADA,"PP, FFP",,,
12.16161/GR,PESCADOS SILVERIO S.L.,Granada/GRANADA,CS,,,
12.16162/GR,FAMEPESCA S.L.,Granada/GRANADA,"PP, FFP",,,
40.22459/GR,BODEGAS MAR S.L.,Granada/MOTRIL,CS,,,
40.22461/CO,CASTILLA ORTIZ S.L.,Córdoba/BAENA,CS,,,
12.16173/CA,PESCADOS Y MARISCOS CORBACHO Y CORRAL S.L.,Cádiz/ALGECIRAS,"RW, DC, PC",,,
40.22478/MA,COMERCIAL DE CARNES MALAGUEÑAS S.L.,Málaga/MALAGA,CS,,,
40.22480/MA,PRODUCTOS ARGENTINOS S.L.,Málaga/BENALMADENA,CS,,,
12.16180/MA,GIBRALFARO PESCA S.L.,Málaga/MALAGA,CS,,,
40.22502/SE,JUAN DEL VALLE S.L.,Sevilla/CABEZAS DE SAN JUAN (LAS),CS,,,
10.20159/MA,ZAPAPERU S.L.,Málaga/MALAGA,"CS, CP, MM, MP, PP",,MP,
40.22506/MA,ZAPAPERU S.L.,Málaga/MALAGA,CS,,,
40.22532/AL,DIXCARUMA S.L.,Almería/NIJAR,CS,,,
12.16211/SE,CASA SANTOÑA DE ANDALUCIA S.L.,Sevilla/SEVILLA,"RW, PP",,,
12.16213/MA,ANTONIO MOYA E HIJOS S.L.,Málaga/MALAGA,CS,,,
26.09237/MA,CONGELADOS FRIPESCA S.L.,Málaga/MALAGA,PP,,,
12.16215/H,HIJOS DE MANUEL GEY S.L.U.,Huelva/ISLA CRISTINA,"RW, FFP",,,
10.20171/MA,MATADEROS PIZARRA S.L.,Málaga/PIZARRA,SH,P,,
40.22548/AL,INDALGOURMET ALMERIA S.L.,Almería/BENAHADUX,CS,,,
12.16225/H,LUIS RIVERO SEBASTIAN JESUS,Huelva/ISLA CRISTINA,"DC, FFP",,,
40.22549/J,"ANGUIS CABELLO, JOSE LUIS",Jaén/LINARES,CS,,,
40.22550/MA,FRIO MALAGA 2013 S.L.,Málaga/MALAGA,CS,,,
40.22551/MA,SUPERSOL SPAIN S.L.,Málaga/MALAGA,CS,,,
10.20187/SE,CAMPOS CARNES ECOLOGICAS S.L.,Sevilla/PILAS,"CP, MM, MP, PP",,MP,
40.22600/SE,CHAVES VILLADIEGO FERNANDO,Sevilla/BORMUJOS,CS,,,
40.22602/CA,"RODRIGUEZ MUÑOZ, JUAN JOSE",Cádiz/SANLUCAR DE BARRAMEDA,CS,,,
12.16257/AL,"BELTRAN GABIN, JOSE SALVADOR",Almería/ALMERIA,CS,,,
40.22610/CA,SUPER JAROCAL S.L.,Cádiz/ARCOS DE LA FRONTERA,CS,,,
40.22611/CA,DEPOSITO ADUANERO Y LOGISTICO SUR DE EUROPA S.L,Cádiz/ALGECIRAS,CS,,,
40.22612/H,ALMACENES ANDEVALO S.L.,Huelva/HUELVA,CS,,,
40.22614/J,PRODUCTOS URBANO S.L.,Jaén/UBEDA,CS,,,
40.22615/J,DISTRIBUCIONES SELECTAS PEDRO ORTIZ S.L.,Jaén/BEGIJAR,CS,,,
12.16265/H,COSTA PESCA RICOMAR S.L.,Huelva/HUELVA,"CS, PP, FFP",,,
12.16285/SE,PESCADOS Y MARISCOS DE HUELVA LEOCADIA S.L.,Sevilla/UMBRETE,"PP, FFP",,,
10.20235/CO,ORGULLOSO DE LO NUESTRO S.L.,Córdoba/BAENA,"CP, MM, MP, PP",,MP,
15.05902/CO,"SILVERIA ALEGRE, MANUELA",Córdoba/VISO (EL),PP,,,
10.20237/CO,"DELGADO CASTILLA, ISABEL",Córdoba/CASTRO DEL RIO,"MM, MP",,,
14.02550/J,NATURAL AVES S.L.,Jaén/UBEDA,CS,,,
40.22686/CA,CUGADIS S.L.,Cádiz/SANLUCAR DE BARRAMEDA,CS,,,
40.22715/J,S.COOP.ANDALUZA DAGIPEL,Jaén/JAEN,"CS, RW",,,
40.22719/AL,"SIRVENT ORTS, JOSE LUIS",Almería/ALBOX,CS,,,
10.20293/SE,ALMACENES BENITO GARCIA S.A.,Sevilla/ARAHAL,CS,,,
12.16405/H,MARISCOS MB S.L.U.,Huelva/HUELVA,"PP, FFP",,,
12.16417/CA,PESCADOS PACO BAZA S.L.,Cádiz/ALGECIRAS,CS,,,
10.20327/MA,DISTRIBUCIONES ALIMENTARIAS MERCASUR S.L.,Málaga/MALAGA,"CS, CP, MM, MP",,,
40.22840/MA,DISTRIBUCIONES ALIMENTARIAS MERCASUR S.L.,Málaga/MALAGA,CS,,,
40.22856/GR,HERMANOS JIMENEZ SOLA S.L.,Granada/ALCUDIA DE GUADIX,CS,,,
10.20342/CO,DEHESAS REUNIDAS S.L.,Córdoba/BELMEZ,"CS, RW, PP",,MP,
40.22890/CA,S.I.D. EUROSUR S.L.,Cádiz/RIO SAN PEDRO,CS,,,
40.22891/H,F. BULLON MANZANO S.A.,Huelva/HUELVA,CS,,,
10.20360/AL,"JAMONES DE SERÓN CORTIJO DE CANATA, S.L.",Almería/SERON,"RW, PP",,MP,
40.22897/SE,FERNANDO DE LUNA GRANERO S.A.,Sevilla/DOS HERMANAS,CS,,,
40.22898/MA,SOL MAYORISTA S.A.,Málaga/MALAGA,CS,,,
40.22899/GR,ALBEVALLE S.L.,Granada/DURCAL,CS,,,
15.05959/GR,LACTEOS LANJARON S.L.,Granada/LANJARON,PP,,,
15.05961/MA,S.C.A. SIERRA LACTEA,Málaga/SIERRA DE YEGUAS,CC,,,
15.05962/MA,ANGEL CAÑERO S.L.,Málaga/ALAMEDA,PP,,,
40.22911/SE,BEBIDAS CARMONA S.L.,Sevilla/GILENA,CS,,,
40.22943/J,ALMACEJA S.L.,Jaén/GUARROMAN,CS,,,
40.22983/MA,LUCAS GUZMAN S.L.,Málaga/MALAGA,CS,,,
40.22984/MA,DISTRIBUCIONES MOYRA 2000 S.L.,Málaga/MALAGA,CS,,,
10.20403/CO,CARNICAS DAVID S.L.,Córdoba/FUENTE OBEJUNA,"RW, CP, MM, MP, PP",,MP,
10.20410/J,TITOS BOLIVAR S.L.,Jaén/NOALEJO,"CP, MM, MP, PP",,MP,
26.09438/SE,"GARCIA GOMEZ, MARIA ANGELES",Sevilla/OLIVARES,PP,,MP,
26.09440/SE,BENITEZ FUENTES JUAN CARLOS 000676572A SLNE,Sevilla/CORIA DEL RIO,PP,,MP,
10.20428/J,"ALCALA CRESPO, MARIA ANGELES",Jaén/HUESA,PP,,MP,
40.23006/AL,CARO RUIZ S.A.,Almería/EJIDO (EL),CS,,,
40.23010/CO,COMERCIAL PIEDRA TRUJILLO S.L.U.,Córdoba/POZOBLANCO,CS,,,
40.23011/CA,BEBIDAS CARBONICAS Y VINOS S.L.,Cádiz/ROTA,CS,,,
40.23013/CA,GUADALETE DISTRIBUCION Y LOGISTICA S.L.,Cádiz/JEREZ DE LA FRONTERA,CS,,,
10.20432/MA,CARNICAS ESCALANTE S.L.,Málaga/RONDA,"CP, MM, MP",,,
40.23031/MA,CARNICAS ESCALANTE S.L.,Málaga/RONDA,CS,,,
10.20441/SE,"LINEROS PEREZ, FRANCISCO JAVIER",Sevilla/SEVILLA,"CP, MM, MP",,,
40.23035/SE,SALVESEN LOGISTICA S.A.,Sevilla/SEVILLA,CS,,,
10.20451/J,EMBUTIDOS CASEROS AIRES DE MAGINA S.C.A.,Jaén/TORRES,"RW, PP",,MP,
40.23047/SE,ALDI DOS HERMANAS SUPERMERCADOS S.L.,Sevilla/DOS HERMANAS,CS,,,
14.02577/CA,"SANCHEZ ORTIZ, PABLO",Cádiz/VEJER DE LA FRONTERA,EPC,,,
40.23050/GR,LOTES NAVICESTA S.L.,Granada/ATARFE,CS,,,
40.23054/AL,JESUS CABRERA S.L.,Almería/VELEZ-RUBIO,CS,,,
15.06020/GR,EMBUTIDOS VILLANUEVA S.L.,Granada/VILLANUEVA MESIA,CS,,,
40.23061/J,INDUSTRIAS CARNICAS CRIADO BARCENAS S.L.,Jaén/ANDUJAR,CS,,,
40.23064/CO,RESERVA PRIVADA JABUGO S.L.,Córdoba/BELALCAZAR,"CS, RW",,,
40.23067/AL,BEBIDAS PONIENTE C&C S.L.,Almería/EJIDO (EL),CS,,,
40.23116/CA,PAPA FACIL S.L.,Cádiz/BOSQUE (EL),CS,,,
40.23119/MA,"AROCA AROCA, JOSE",Málaga/SIERRA DE YEGUAS,CS,,,
15.06036/MA,"ORTEGA BARRENO, JOSEFA",Málaga/CORTES DE LA FRONTERA,"RW, PP",,,
10.20517/GR,ALIMENTACION ROSILLO S.L.,Granada/ORGIVA,"CP, MM, MP, PP",,MP,
10.20519/CO,REAL PUERTO ANTONIO,Córdoba/IZNAJAR,"MM, MP, PP",,MP,
40.23154/MA,MALACITANA FOODSERVICE S.L,Málaga/MALAGA,CS,,,
12.16606/H,ADAME FREEZING DEALERS S.L.,Huelva/BOLLULLOS PAR DEL CONDADO,"CS, PP",,,
12.16614/H,"TOLEDANO BORRERO, JESUS",Huelva/HUELVA,"RW, PP, FFP",,,
40.23178/SE,DECORACION PEREZ Y OLIVARES S.L.,Sevilla/ALCALA DE GUADAIRA,CS,,,
40.23180/CA,EIS MARITIMO S.A.,Cádiz/ALGECIRAS,CS,,,
40.23184/MA,FRIO DEL SUR SIGLO XXI S.L.,Málaga/MALAGA,CS,,,
10.20550/GR,ANTONIO ALVAREZ JAMONES S.L.,Granada/PORTUGOS,PP,,MP,
10.20551/J,R. M. CANALES S.L.L.,Jaén/ALCAUDETE,"CP, MM, MP, PP",,MP,
10.20559/GR,"PEREZ VILAR, FRUTOS",Granada/CUEVAS DEL CAMPO,"MM, MP, PP",,MP,
10.20563/SE,"GUTIERREZ BERMEJO, SEBASTIAN",Sevilla/NAVAS DE LA CONCEPCION (LAS),"RW, PP",,MP,
15.06054/CO,S. COOP.ANDALUZA ALAMAZARAS DE LA SUBBETICA,Córdoba/CARCABUEY,CC,,,
15.06055/CA,POSTRES LA COBIJADA S.L.,Cádiz/VEJER DE LA FRONTERA,PP,,,
15.06066/CO,S.C.A. GANADERA DEL VALLE DE LOS PEDROCHES (COVAP),Córdoba/POZOBLANCO,CS,,,
40.23255/SE,DICORBIS S.L.,Sevilla/MOLARES (LOS),CS,,,
40.23260/SE,HOSTEL MARLI S.L.L.,Sevilla/MARTIN DE LA JARA,CS,,,
40.23262/GR,DISTRIBUCIONES ANFRA-BAZA S.L.,Granada/BAZA,CS,,,
40.23264/CO,DISTRIBUCIONES ADAN PASAMONTES S.L.,Córdoba/LUCENA,CS,,,
40.23265/J,PESCADOS ROSALES S.L.,Jaén/TORREPEROGIL,CS,,,
40.23269/MA,MARKEN ALIMENTOS S.L.,Málaga/MALAGA,"CS, RW",,,
40.23270/MA,ALIMENTACION DISANVE S.L.U.,Málaga/BENADALID,CS,,,
40.23275/CA,LACREM S.A.,Cádiz/PUERTO DE SANTA MARIA (EL),CS,,,
10.20585/AL,JAMONES FONDON S.L.,Almería/FONDON,"MM, MP, PP",,MP,
12.16657/J,PESCADOS ROSALES S.L.,Jaén/UBEDA,CS,,,
12.16660/H,"GONZALEZ JIMENEZ, JONATAN",Huelva/ISLA CRISTINA,"DC, FFP",,,
12.16664/GR,PESCADOS DYC 37 S.L.,Granada/GRANADA,PP,,,
12.16665/H,"HERVES CORBI, FRANCISCO",Huelva/HUELVA,"PP, FFP",,,
12.16669/SE,CONGELADOS LA RED 2000 S.L.,Sevilla/ALCALA DE GUADAIRA,PP,,,
26.09538/CO,DELFIN DELICATESSEN S.L.,Córdoba/PALMA DEL RIO,PP,,MP,
40.23345/SE,"DIAZ CABELLO, RAIMUNDO",Sevilla/RINCONADA (LA),CS,,,
40.23347/H,DISTRIBUCIONES J. BAQUERO S.L.,Huelva/VALVERDE DEL CAMINO,CS,,,
12.16700/MA,PEREZ VADILLO ENRIQUE,Málaga/MALAGA,"CS, DC",,,
40.23353/MA,SIERRAS DE GAUCIN S.C.,Málaga/GAUCIN,CS,,,
40.23391/CA,ALGETUNIDOS S.A.,Cádiz/ALGECIRAS,CS,,,
40.23408/MA,GRANJA AVICOLA LA TORRECILLA S.A.,Málaga/MALAGA,CS,,,
10.20663/SE,C.B. HERMANOS DEL RIO MONTES,Sevilla/ARAHAL,CS,,,
10.20664/GR,EMBUTIDOS ANTONIO TITOS MONTES DE GRANADA S.L.,Granada/IZNALLOZ,"MM, MP, PP",,MP,
10.20667/CO,INDUSTRIAS MARIN DE FERNAN NUÑEZ S.L.,Córdoba/FERNAN-NUÑEZ,"CS, PP",,MP,
12.16764/AL,MARISCOS BAFER S.L. - B.C. SORCAMAR,Almería/ALMERIA,ZV,,,
10.20681/MA,"POZO MUÑOZ, FRANCISCO JUAN",Málaga/NERJA,"RW, CP",,,
10.20682/GR,"EXPOSITO FERNANDEZ, FERNANDO",Granada/TREVELEZ,"CP, MM, MP, PP",,MP,
40.23468/MA,ASOCIACION BANCO DE ALIMENTOS DE LA COSTA DEL SOL (BANCOSOL),Málaga/MALAGA,CS,,,
10.20709/H,MATADERO LA JABUGUEÑA S.L.,Huelva/JABUGO,"SH, CP, PP",P,,
10.20710/J,C.B. PEREZ HINOJOSA-LARA FERNANDEZ,Jaén/FUENSANTA DE MARTOS,PP,,MP,
10.20713/MA,"BARROSO GIL, JOSE ISMAEL",Málaga/CORTES DE LA FRONTERA,"MM, MP, PP",,MP,
15.06140/MA,S.COOP.ANDALUZA PRODUCTORES DEL CAMPO PROCAMPO,Málaga/VILLANUEVA DEL TRABUCO,CC,,,
40.23522/MA,COSTA FERMONT S.L.,Málaga/ESTEPONA,CS,,,
40.23523/MA,JOSE DAVID CANO MATAS S.L.,Málaga/CUEVAS DE SAN MARCOS,CS,,,
26.09638/MA,ALEJANDRA CATERING S.L.,Málaga/ALHAURIN DE LA TORRE,PP,,MP,
10.20726/SE,CARNES HNOS DELGADO MESA S.L.,Sevilla/CAMAS,"CP, PP",,MP,
12.16805/H,PESCADOS BRITO SANTANA S.L.,Huelva/ISLA CRISTINA,FFP,,,
26.09653/GR,ELABORADOS CARNICOS NATURALES S.L.,Granada/PUEBLA DE DON FADRIQUE,PP,,MP,
40.23563/J,HERMANOS ABOLAFIA MORALES C.B.,Jaén/TORREDONJIMENO,CS,,,
12.16824/CA,COFRADIA DE PESCADORES DE SANLUCAR DE BARRAMEDA,Cádiz/SANLUCAR DE BARRAMEDA,AH,,,
40.23579/MA,"REINA GARCIA, JUAN RAMON",Málaga/SIERRA DE YEGUAS,CS,,,
