Nº RGSEAA (*),Razón Social,Provincia/Localidad,Actividades,Especies (**),Otros Detalles,TSE Feed Ban
15.03481/GC,"PEÑA HERNANDEZ, CELESTINO","Palmas, Las/BETANCURIA",PP,,,
15.03483/TF,"HERMANOS HERRERA DARIAS, S.L.",Santa Cruz de Tenerife/SAN SEBASTIAN DE LA GOMERA,PP,,,
15.03485/TF,"PEREZ PAZ, JOSE RICARDO",Santa Cruz de Tenerife/GARAFIA,PP,,,
15.03486/TF,"MARTIN ROCHA, MARIA DEL CARMEN",Santa Cruz de Tenerife/TIJARAFE,PP,,,
15.03487/TF,"O'FLAHERTY LORENZO, SEAN AMON",Santa Cruz de Tenerife/GARAFIA,PP,,,
15.03489/TF,"RODRIGUEZ PEREZ, MAXIMO",Santa Cruz de Tenerife/TIJARAFE,PP,,,
15.03490/TF,JESUS BESAY RODRÍGUEZ CABRERA,Santa Cruz de Tenerife/GARAFIA,PP,,,
15.03492/TF,"PAZ MEDINA, URBANO",Santa Cruz de Tenerife/GARAFIA,PP,,,
15.03505/GC,"MAYOR SUAREZ, ANTONIO R.","Palmas, Las/SAN BARTOLOME DE TIRAJANA",PP,,,
15.03516/GC,"VIZCAINO GUEDES, JUAN ANDRES","Palmas, Las/SANTA LUCIA DE TIRAJANA",PP,,,
15.03519/GC,"MENDOZA RAMOS, FELIPE","Palmas, Las/GALDAR",PP,,,
15.03524/TF,"NARANJO FRAGOSA, JUANA FRANCISCA",Santa Cruz de Tenerife/PUNTAGORDA,PP,,,
15.03527/TF,QUESOS HERMANOS MARRRERO CB,Santa Cruz de Tenerife/GARAFIA,PP,,,
15.03528/TF,MARTIN MARTIN JUAN,Santa Cruz de Tenerife/BUENAVISTA DEL NORTE,PP,,,
15.03532/TF,"SANFIEL MEDINA, MARIO ANTONIO",Santa Cruz de Tenerife/GARAFIA,PP,,,
15.03542/GC,"GUEDES PERDOMO, GABRIEL","Palmas, Las/SAN BARTOLOME DE TIRAJANA",PP,,,
15.03545/TF,David Vera Herrera,Santa Cruz de Tenerife/ALAJERO,PP,,,
15.03552/GC,"QUESERIA MONTAÑA BLANCA, S.L.","Palmas, Las/SAN BARTOLOME",PP,,,
15.03558/GC,"REYES RODRIGUEZ, JORGE","Palmas, Las/YAIZA",PP,,,
15.03582/TF,"NONATO PEREZ, VICTOR MOISES",Santa Cruz de Tenerife/BARLOVENTO,PP,,,
15.03596/GC,"GONZALEZ QUINTANA, BENEDICTA","Palmas, Las/TEJEDA",PP,,,
15.03600/GC,"GANADERIA DE CORTADORES, S.L.","Palmas, Las/MOGAN",PP,,,
15.03603/TF,"SOSA GARCIA, FATIMA CANDELARIA",Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,PP,,,
15.03607/GC,"Quesería El Toscón de Tejeda, S. L.","Palmas, Las/TEJEDA",PP,,,
15.03609/GC,"SUAREZ PERDOMO, ANTONIO ALEJANDRO","Palmas, Las/SAN BARTOLOME DE TIRAJANA",PP,,,
15.03610/GC,"ORTEGA SANCHEZ, RAMON","Palmas, Las/SAN BARTOLOME DE TIRAJANA",PP,,,
15.03612/GC,"MORENO DIAZ, CRISTOBAL","Palmas, Las/GALDAR",PP,,,
15.03618/GC,"MENDOZA MENDOZA, JOSE DE LA CRUZ","Palmas, Las/SANTA MARIA DE GUIA DE GRAN CANARIA",PP,,,
15.03631/TF,Montserrat Hernández Alonso,Santa Cruz de Tenerife/REALEJOS (LOS),PP,,,
15.03634/GC,"DISTRIBUIDORA DE QUESOS CANARIOS, S.L.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)","RW, PP",,,
15.03637/GC,"QUESOS FRESCOS LOMO GALLEGO, S.L.","Palmas, Las/TELDE",PP,,,
15.03638/GC,"Ganadería Acodeli, S. L.","Palmas, Las/SAN BARTOLOME DE TIRAJANA",PP,,,
15.03639/GC,"QUESOS Y EMBUTIDOS EL NORTE, S.L.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",PP,,,
15.03640/GC,CRISTIAN NAVARRO SANTANA,"Palmas, Las/VALSEQUILLO DE GRAN CANARIA",PP,,,
15.03648/GC,"CARDONA DIAZ, FERNANDO GERMAN","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",PP,,,
15.03649/GC,"CHACON GUTIERREZ, BLANCA LIDIA","Palmas, Las/OLIVA (LA)",PP,,,
15.03654/TF,"GUERRA PEREZ, JOSE MANUEL",Santa Cruz de Tenerife/LLANOS DE ARIDANE (LOS),PP,,,
15.03655/TF,GIL RODRIGUEZ FELIX A.,Santa Cruz de Tenerife/PUNTAGORDA,PP,,,
15.03656/TF,Roberto Carlos Pérez Fernández,Santa Cruz de Tenerife/GARAFIA,PP,,,
15.03663/TF,"QUESERIA AYAMOSNA, S.L.",Santa Cruz de Tenerife/SAN SEBASTIAN DE LA GOMERA,PP,,,
15.03682/TF,"FARRAIS CABRERA, ANTONIO",Santa Cruz de Tenerife/OROTAVA (LA),PP,,,
15.03693/TF,"PAREDES OLLERO, DORIS ROCIO",Santa Cruz de Tenerife/PUNTAGORDA,PP,,,
15.03701/GC,"PERNIA RAMIREZ, GREGORIO","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",PP,,,
15.03719/GC,"DIAZ GONZALEZ, FRANCISCO","Palmas, Las/MOYA",PP,,,
15.03720/GC,"RODRIGUEZ GONZALEZ, MARIA DEL CARMEN","Palmas, Las/TUINEJE",PP,,,
15.03729/TF,"GUZMAN LOPEZ, JUAN",Santa Cruz de Tenerife/VICTORIA DE ACENTEJO (LA),PP,,,
15.03733/TF,Luis Jerónimo Brito González,Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,PP,,,
15.03734/TF,"GONZALEZ DEL ROSARIO, MIGUEL",Santa Cruz de Tenerife/BUENAVISTA DEL NORTE,PP,,,
15.03736/TF,OLIVER MARTIN HERNANDEZ,Santa Cruz de Tenerife/PUNTAGORDA,PP,,,
15.03738/TF,"RODRIGUEZ IZQUIERDO, BAUDILIO",Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,PP,,,
15.03752/GC,"MENDOZA MENDOZA, ANASTASIA","Palmas, Las/GALDAR",PP,,,
15.03753/GC,"ESPINEL RUIZ, ANTONIO","Palmas, Las/PUERTO DEL ROSARIO",PP,,,
15.03756/TF,RODRIGUEZ PEREZ MARIA NIEVES,Santa Cruz de Tenerife/GARAFIA,PP,,,
15.03760/GC,"MAYOR VIERA, Mª LUISA","Palmas, Las/VALSEQUILLO DE GRAN CANARIA",PP,,,
15.03761/GC,"GIL MENDOZA, FLORA Mª","Palmas, Las/GALDAR",PP,,,
15.03764/TF,José Fermín Rodríguez González,Santa Cruz de Tenerife/BUENAVISTA DEL NORTE,PP,,,
15.03768/GC,"CASTELLANO SUAREZ, JOSE","Palmas, Las/SANTA MARIA DE GUIA DE GRAN CANARIA",PP,,,
15.03780/GC,"HERNANDEZ MARTEL, MARIA DOLORES","Palmas, Las/VALSEQUILLO DE GRAN CANARIA",PP,,,
15.03785/TF,"FERNANDEZ MARTIN, BLAS FRANCISCO",Santa Cruz de Tenerife/BARLOVENTO,PP,,,
15.03797/GC,"RIVERO HERNANDEZ, TERESA","Palmas, Las/ARTENARA",PP,,,
15.03815/GC,MARIA DEL CARMEN MONTESDEOCA PEREZ,"Palmas, Las/MOYA",PP,,,
15.03820/GC,"GIL DENIZ, FRANCISCA AGUEDA","Palmas, Las/VALSEQUILLO DE GRAN CANARIA",PP,,,
15.03843/GC,"LANTIGUA ARENCIBIA, OLGA","Palmas, Las/MOYA",PP,,,
15.03847/GC,Francisco Javier González Ramos,"Palmas, Las/GALDAR",PP,,,
15.03850/TF,"GONZALEZ DIAZ, ANA LAURA",Santa Cruz de Tenerife/LLANOS DE ARIDANE (LOS),PP,,,
15.03854/TF,"RAMOS FELIPE, JULIA",Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,PP,,,
15.03859/GC,SOCIEDAD COOPERATIVA DE ARTESANOS DEL QUESO LA COLINA,"Palmas, Las/ALDEA DE SAN NICOLAS (LA)",PP,,,
26.02993/TF,"ARGODEY FORTALEZA, SL",Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,PP,,,
26.03349/TF,ASADOS EL SOBRADILLO.S.L.,Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,PP,,MP,
26.04485/GC,"RODRIGUEZ RODRIGUEZ, ANTONIO GREGORIO","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",PP,,MP,
26.05394/GC,"Cárnicos Los Frailes, S.L.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",PP,,MP,
26.05626/GC,"GRUPO HERMANOS HERNANDEZ MONTESDEOCA, S.L.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",PP,,MP,
40.00098/TF,"JOSE SANCHEZ PEÑATE, S.A.",Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,CS,,,
40.00108/GC,"JOSE SANCHEZ PEÑATE, S.A.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)","CS, RW",,,
40.00145/GC,"GALARZA ATLANTICO GALACO, S.A.","Palmas, Las/AGÜIMES",CS,,,
40.00572/GC,"Hijos de Moisés Rodríguez González, S.A.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",RW,,,
40.00718/TF,"PEDRO DUQUE CANARIAS, S.A.",Santa Cruz de Tenerife/ARAFO,CS,,,
40.00822/TF,"GRUPO KALISE, S.A.",Santa Cruz de Tenerife/ARAFO,CS,,,
40.00997/TF,"CANARIA DE ALIMENTOS, S.A. (CANALSA)",Santa Cruz de Tenerife/CANDELARIA,CS,,,
40.01016/GC,"PEDRO DUQUE CANARIAS, S.A","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
40.01151/TF,COMERCIAL MARTEL TENERIFE S.L.,Santa Cruz de Tenerife/ADEJE,RW,,,
40.01200/GC,"CIA. FRIGORIFICA CANARIENSE,S.A.,-COFRICANSA","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
40.01265/GC,"JOSE SANCHEZ DIAZ Y HERMANOS, S.L.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
40.01280/TF,"KARIN, S.A.U.",Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,CS,,,
40.01307/TF,GARPA ALIMENTACION. S.L.,Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,CS,,,
40.01349/GC,"SUPERMERCADOS BOLAÑOS, S.L.","Palmas, Las/AGÜIMES",CS,,,
40.01361/TF,HILL FOOD S.L.,Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,CS,,,
40.01372/TF,MARIA DREXLER S.A.,Santa Cruz de Tenerife/TACORONTE,CS,,,
40.01407/TF,ALMACENES LA VENTA NUEVA S.L.,Santa Cruz de Tenerife/OROTAVA (LA),CS,,,
40.01464/GC,"FRIGORIFICOS HISPANO SUIZOS, S.A.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
40.01484/GC,"ANTONIO SANCHEZ ROMERO, S.A. (ANSARO)","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
40.01526/TF,ISIDRO GONZALEZ TENERIFE S.A.,Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,CS,,,
40.01603/GC,"Brisafish, S.L.U.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
40.01623/TF,"Comercial Importadora Canarias, S.L.",Santa Cruz de Tenerife/SAN MIGUEL DE ABONA,CS,,,
40.01668/TF,"DISTRIBUCIONES BATISTA MEDINA, S.L.",Santa Cruz de Tenerife/SANTA CRUZ DE LA PALMA,CS,,,
40.01707/GC,"GRUPO KALISE, S.A.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
40.01717/TF,COMERCIAL TORIBIO LORENZO S.L.,Santa Cruz de Tenerife/BREÑA BAJA,CS,,,
40.01782/TF,CASH & CARRY FOOD BROKER S.L.,Santa Cruz de Tenerife/TACORONTE,CS,,,
40.01788/GC,COMPAÑIA ALIMENTARIA DE EXCLUSIVAS LOGISTICAS S.A.,"Palmas, Las/AGÜIMES",CS,,,
40.01978/TF,"José Antonio Padrón, SA.",Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,CS,,,
40.02068/GC,"COMERCIAL SANTANA H., S.L.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
40.02076/GC,"Chumillas Alimentación Sana, S. L.","Palmas, Las/AGÜIMES",CS,,,
40.02299/TF,"ROHERSA PRODUCTOS CONGELADOS, S.L.",Santa Cruz de Tenerife/OROTAVA (LA),CS,,,
40.03003/TF,"Explotaciones Garajao, S.L.",Santa Cruz de Tenerife/PUERTO DE LA CRUZ,CS,,,
40.03005/TF,DISTRIBUCIONES FRIONORTE S.L.,Santa Cruz de Tenerife/ROSARIO (EL),CS,,,
40.03063/GC,"CONGESUR CANARIAS, S.L.L.","Palmas, Las/AGÜIMES",RW,,,
40.03503/GC,LAMIDO S.L.,"Palmas, Las/INGENIO",RW,,,
40.03522/TF,"TOMAS BARRETO, S.A.",Santa Cruz de Tenerife/BREÑA BAJA,"CS, RW",,,
40.03860/GC,"Marcha, S.A.","Palmas, Las/AGÜIMES",CS,,,
40.04129/GC,"NORDFROST CANARIAS, S.A.","Palmas, Las/SAN BARTOLOME DE TIRAJANA",CS,,,
40.04251/TF,"Cash Jesumán, SL",Santa Cruz de Tenerife/BREÑA BAJA,CS,,,
40.04720/GC,METRO CASH & CARRY S.L.,"Palmas, Las/AGÜIMES",CS,,,
40.05026/TF,"JAIME LLORCA, S.A.",Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,CS,,,
40.05101/TF,"Bervican La Palma, S.L.",Santa Cruz de Tenerife/PASO (EL),CS,,,
40.05250/TF,"Docaneno, SLU",Santa Cruz de Tenerife/SAN SEBASTIAN DE LA GOMERA,CS,,,
40.05257/TF,"Calamocha, SL.",Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,CS,,,
40.05594/TF,"Pamare, SL",Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,CS,,,
40.06164/TF,JOVENCASA S.L.,Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,CS,,,
40.06410/TF,RUBENS CABRERA S.L.,Santa Cruz de Tenerife/REALEJOS (LOS),CS,,,
40.06471/GC,"FRIGOLUZ, S.A.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
40.06476/GC,"FRIGONORTE, S.L.","Palmas, Las/GALDAR","CS, RW",,,
40.06697/TF,COMERCIAL PEMOGA DE ALIMENTACION S.L.,Santa Cruz de Tenerife/HERMIGUA,CS,,,
40.06806/TF,"GESTION DEL MEDIO RURAL DE CANARIAS, S.A.U.",Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,CS,,,
40.07125/TF,"DISTRIBUCIONES Y EXCLUSIVAS CASANOVA, S.L.",Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,CS,,,
40.07135/TF,"Alfina Ibérica, SL",Santa Cruz de Tenerife/REALEJOS (LOS),CS,,,
40.07224/TF,"Dialte Distribución, SLU",Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,CS,,,
40.07345/GC,"COMERCIAL ZONZAMAS, S.L.","Palmas, Las/ARRECIFE",CS,,,
40.07454/TF,FRIGORIFICOS DE TENERIFE S.A.,Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,CS,,,
40.07867/TF,DISTRIBUCIONES Y EXCLUSIVAS DE TENERIFE S.L.U,Santa Cruz de Tenerife/SAN MIGUEL DE ABONA,CS,,,
40.08149/GC,"COMERCIAL CHAN SIK MOON, S.L.U.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
40.08249/TF,"COMESA CANARIAS, S.L.",Santa Cruz de Tenerife/ARAFO,CS,,,
40.08318/GC,"COMERCIAL GALLEBAN, S.L.","Palmas, Las/ARUCAS",CS,,,
40.08938/GC,"MERCADOS CENTRALES DE ABASTECIMIENTOS DE LAS PALMAS, S.A.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
40.09023/TF,"TEREMERCA, S.L.",Santa Cruz de Tenerife/VALVERDE,CS,,,
40.09038/TF,COMIT-COMERCIAL ITALIANA DE ALIMENTACION S.L.,Santa Cruz de Tenerife/GRANADILLA DE ABONA,CS,,,
40.09162/GC,"Europe Meat Producers and Traders, S.A.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
40.09173/GC,"EXCLUSIVAS ALIHORECA CANARIAS, S.L.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
40.09225/GC,IBERIA L.A.E. S.A.,"Palmas, Las/TELDE",CS,,,
40.09550/GC,"DINOSOL SUPERMERCADOS, S.L.","Palmas, Las/TELDE",CS,,,
40.09643/GC,"CONGELADOS HERBANIA, S.A.","Palmas, Las/ANTIGUA",RW,,,
40.09777/TF,"FRIGORIFICO DEL POLIGONO, S.L.",Santa Cruz de Tenerife/ARAFO,CS,,,
40.10138/TF,"DUWISON GUITIAN, S.L.",Santa Cruz de Tenerife/ROSARIO (EL),CS,,,
40.10152/TF,HAVI LOGISTICS FSL S.L.,Santa Cruz de Tenerife/ARAFO,CS,,,
40.10369/GC,"CONGELADOS CARNICOS ENRO, S.L.","Palmas, Las/MOGAN",CS,,,
40.10482/TF,NICOLAS LUIS S.L.,Santa Cruz de Tenerife/LLANOS DE ARIDANE (LOS),CS,,,
40.10595/TF,COMERCIAL FELO S.L.,Santa Cruz de Tenerife/ARONA,CS,,,
40.10806/GC,"CUESTA DE LAS CARRETAS, S.L.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
40.11871/GC,"Congelados Herbania, S.A.","Palmas, Las/AGÜIMES",CS,,,
40.11926/GC,ORTHIDAL S.L.,"Palmas, Las/AGÜIMES",CS,,,
40.12030/TF,COMERCIAL SONTON S.L.,Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,CS,,,
40.12088/GC,"Frimancha Canarias, S.L.U.","Palmas, Las/SAN BARTOLOME","CS, RW",,,
40.12273/GC,"Grupo Azul Difusión Gastronómica, S.L.","Palmas, Las/SAN BARTOLOME","CS, RW",,,
40.12573/GC,"NORDFROST CANARIAS, S.A.","Palmas, Las/PUERTO DEL ROSARIO",CS,,,
40.12900/GC,"MESA SOCORRO, S.L.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
40.12901/GC,"COMERCIAL GUADALUPE, S.L.","Palmas, Las/ARRECIFE",CS,,,
40.13096/TF,"KERO SUR, S.L.",Santa Cruz de Tenerife/ARONA,CS,,,
40.13240/GC,"SERVICIOS LOGISTICOS DISTRIBUCIONES Y EXCLUSIVAS, S.L.","Palmas, Las/SAN BARTOLOME",CS,,,
40.13548/GC,DAVIGEL ESPAÑA S.A.,"Palmas, Las/AGÜIMES",CS,,,
40.13562/GC,"Congelados La Ballena, S.L.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
40.13927/GC,"Pladialca, S.A.","Palmas, Las/AGÜIMES",CS,,,
40.14378/TF,"IMPORTADORA LOS GILES, S.L.U",Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,"CS, RW",,,
40.14420/TF,MERCADONA S.A.,Santa Cruz de Tenerife/GRANADILLA DE ABONA,"CS, RW",,,
40.14435/GC,"DISTRIBUCIONES INSULARES INAMER, S.L.","Palmas, Las/AGÜIMES",CS,,,
15.03872/TF,"CASTRO HERNANDEZ, ANTONIA MARIA",Santa Cruz de Tenerife/GARAFIA,PP,,,
15.03878/GC,"GARCIA NUEZ, TOMAS","Palmas, Las/MOYA",PP,,,
15.03879/GC,"ARENCIBIA QUINTANA, JUAN JOSE","Palmas, Las/MOYA",PP,,,
15.03890/TF,"PLASENCIA RODRIGUEZ, PEDRO",Santa Cruz de Tenerife/VILLA DE MAZO,PP,,,
15.03895/TF,QUESERIA EL GIANCHE S.L.,Santa Cruz de Tenerife/GUIA DE ISORA,PP,,,
40.14686/TF,CONGELADOS PEYMAR S.L.,Santa Cruz de Tenerife/GUIA DE ISORA,RW,,,
15.03899/GC,"Comercial Suministros El Roque, S. L.","Palmas, Las/VALSEQUILLO DE GRAN CANARIA",PP,,,
15.03908/GC,"CABRERA MORALES, ANTONIO","Palmas, Las/PUERTO DEL ROSARIO",PP,,,
15.03912/GC,"ROBAYNA TORRES, JULIAN MAXIMINO","Palmas, Las/BETANCURIA",PP,,,
15.03931/TF,"LORENZO MARTIN, LUIS ALFONSO",Santa Cruz de Tenerife/PASO (EL),PP,,,
40.14835/GC,MAKRO AUTOSERVICIO MAYORISTA S.A.,"Palmas, Las/TELDE",CS,,,
15.03961/GC,"RIVERO HERNANDEZ, AGUSTIN JOSE","Palmas, Las/VEGA DE SAN MATEO",PP,,,
15.03962/GC,"Ganadería La Atalayeja, S. C. P.","Palmas, Las/BETANCURIA",PP,,,
15.03980/GC,María del Carmen Pérez Castellano,"Palmas, Las/MOYA",PP,,,
15.04000/GC,"ARQUEGRAN AGÜIMES, S.L.","Palmas, Las/AGÜIMES",PP,,,
40.15019/TF,"OVERSEAS IMPORTS, S.L.",Santa Cruz de Tenerife/SAN MIGUEL DE ABONA,CS,,,
10.15115/TF,SALAZONES CAIROS S.L.U.,Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,"MM, MP, PP",,MP,
15.04025/GC,"Juan Suárez e Hijos, S.L.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",PP,,,
15.04028/GC,"ARENCIBIA DÍAZ, YOLANDA","Palmas, Las/MOYA",PP,,,
10.15151/GC,"Explotaciones Avícolas Díaz, S.L.","Palmas, Las/GALDAR",CP,,,
15.04044/GC,ANA MARIA VERA BARRIOS,"Palmas, Las/OLIVA (LA)",PP,,,
15.04046/GC,"CELGAN, S.A.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
15.04059/GC,"SANTANA MUJICA, Mª CARMEN","Palmas, Las/TELDE",PP,,,
40.15170/GC,"Canary Meat and Fish, S.A.","Palmas, Las/SAN BARTOLOME","CS, RW",,,
10.15204/GC,"Cuatro Ríos, S. L.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)","CS, MM, MP, PP",,MP,
40.15207/GC,"Central de Compras de Supermercados Canarios, S.L.","Palmas, Las/TELDE",CS,,,
10.15236/TF,CABILDO INSULAR DE LA GOMERA,Santa Cruz de Tenerife/SAN SEBASTIAN DE LA GOMERA,SH,"P, B, C, O, L",,
15.04094/GC,"PEREZ BARRETO, JUAN SILVESTRE","Palmas, Las/OLIVA (LA)",PP,,,
15.04101/GC,"Suárez Perdomo, Juan","Palmas, Las/AGÜIMES",PP,,,
15.04111/TF,"DELGADO MESA, DAMIAN",Santa Cruz de Tenerife/ARONA,PP,,,
15.04116/TF,María Encarnación A. Bethencourt Gutiérrez,Santa Cruz de Tenerife/BREÑA ALTA,CS,,,
40.15334/GC,"COVIRAPE, S.L.","Palmas, Las/PUERTO DEL ROSARIO",CS,,,
40.15410/GC,"FRIGO MARTEL, S.L.","Palmas, Las/AGÜIMES",CS,,,
40.15455/TF,"INGAPAN CANARIAS, S.L.",Santa Cruz de Tenerife/SAN MIGUEL DE ABONA,CS,,,
14.02139/GC,"GONZALEZ MONTESDEOCA, FULGENCIO","Palmas, Las/MOYA",EPC,,,
14.02141/TF,"HERMANOS HERRERA DARIAS, S.L.",Santa Cruz de Tenerife/SAN SEBASTIAN DE LA GOMERA,EPC,,,
15.04160/GC,"CALERO NOLASCO, ANGELA","Palmas, Las/PUERTO DEL ROSARIO",PP,,,
15.04171/GC,"MELIAN SUAREZ, CARMELO","Palmas, Las/VALSEQUILLO DE GRAN CANARIA",PP,,,
10.15516/GC,"ATLANTICO 7, S.L.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)","CP, MM, MP",,,
15.04186/GC,"GIL MENDOZA, JOSE JUAN","Palmas, Las/SANTA MARIA DE GUIA DE GRAN CANARIA",PP,,,
10.15524/TF,"Frimancha Canarias, SLU",Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,"CS, RW, CP, MM, MP",,,
15.04198/GC,"MELIAN LOPEZ, JOSE MANUEL","Palmas, Las/SAN BARTOLOME DE TIRAJANA",PP,,,
15.04206/TF,"PAZ BRITO, ROMAN MARCOS",Santa Cruz de Tenerife/PUNTALLANA,PP,,,
40.15712/GC,"LOGISTICA DE CONSUMO CANARIO, S.L.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
15.04224/TF,"CABRERA CABRERA, PEDRO MANUEL",Santa Cruz de Tenerife/PUNTALLANA,PP,,,
40.15717/GC,"SOALDEA, S.L.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
15.04233/TF,"GUADARRAMA ORTEGA, LUIS ALBERTO",Santa Cruz de Tenerife/VALVERDE,PP,,,
15.04249/GC,"MATEO MATEO, MARTA ESTHER","Palmas, Las/TELDE",PP,,,
10.15739/GC,"Pérez Cerdeña, Jorge","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
12.11649/GC,COFRADIA DE PESCADORES SAN GINES,"Palmas, Las/ARRECIFE",AH,,,
15.04319/GC,"PERDOMO CABRERA, JOSE","Palmas, Las/TUINEJE",PP,,,
15.04325/GC,"MEDINA PERDOMO, FELIX CARLOS","Palmas, Las/MOYA",PP,,,
14.02192/TF,"FERNANDEZ GONZALEZ, MARIA DEL CARMEN",Santa Cruz de Tenerife/REALEJOS (LOS),EPC,,,
10.16042/GC,"Elpozo Alimentación, S.A.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
40.16274/TF,CHACON EHIJOS MAYORISTA S.L.U.,Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,CS,,,
15.04376/TF,"CABRERA AFONSO, LUIS ALBERTO",Santa Cruz de Tenerife/SANTA CRUZ DE TENERIFE,PP,,,
40.16326/GC,HAVI LOGISTICS FSL S.L.,"Palmas, Las/AGÜIMES",CS,,,
12.11997/GC,"PESQUERA ALBAMAR, S.A. - B.C. RELEIXO","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",ZV,,,
12.12012/GC,"FREIREMAR, S.A. - B. F. FESTEIRO","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",FV,,,
40.16503/TF,"SIGFREDO MELCHOR, S.L.",Santa Cruz de Tenerife/ICOD DE LOS VINOS,CS,,,
15.04423/GC,"CABRERA GONZALEZ, JOSE","Palmas, Las/PUERTO DEL ROSARIO",PP,,,
40.16527/GC,MARCHA S.A.,"Palmas, Las/ARRECIFE",CS,,,
15.04432/TF,"GONZALEZ PEREZ, CALIXTA",Santa Cruz de Tenerife/SANTA CRUZ DE LA PALMA,PP,,,
40.16654/GC,"Disorcash, S.L.","Palmas, Las/TELDE",CS,,,
10.16398/TF,"RAMOS BENCOMO, ERNESTINA",Santa Cruz de Tenerife/SAN CRISTOBAL DE LA LAGUNA,PP,,MP,
40.16664/GC,"Alcruz Canarias, S.L.","Palmas, Las/SAN BARTOLOME",CS,,,
15.04452/GC,"MARTIN RODRIGUEZ, RAMON","Palmas, Las/OLIVA (LA)",PP,,,
40.16672/GC,"CAFE ORTEGA, S.A.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
40.16776/GC,"Gestión del Medio Rural de Canarias, S.A.U.","Palmas, Las/PALMAS DE GRAN CANARIA (LAS)",CS,,,
15.04489/GC,"GONZALEZ SANCHEZ, VICTORIANO","Palmas, Las/TELDE",PP,,,
